code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.27,5.15,-9.18,-1.06,-13.8,45.1,51.6,-6.5,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,5.15,-30.23,-0.56,-36.34,55.2,41.5,13.7,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.04,5.15,-8.17,-0.28,-14.46,46.1,50.6,-4.6,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.59,5.15,-41.05,-0.61,-47.04,59.7,36.9,22.8,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.84,5.15,-61.36,-0.67,-66.99,68.0,28.7,39.4,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.38,5.15,-24.79,-0.56,-29.51,52.6,44.1,8.6,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.9,5.15,-30.3,-0.54,-34.79,55.1,41.6,13.5,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.33,5.15,24.36,-0.12,17.99,32.4,64.2,-31.8,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.75,5.15,-40.28,-0.68,-46.4,59.4,37.3,22.1,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.55,5.15,-10.92,-0.52,-16.22,46.8,49.9,-3.1,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.74,5.15,-20.93,-0.34,-25.81,50.2,46.5,3.7,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.11,5.15,-34.45,-0.49,-40.73,56.8,39.9,16.9,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.26,5.15,2.59,-0.3,-3.14,40.3,56.4,-16.1,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.39,5.15,-8.91,-0.67,-15.12,44.7,52.0,-7.3,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.44,5.15,50.7,2.1,40.31,18.0,78.7,-60.8,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.29,5.15,12.64,0.21,6.76,35.5,61.2,-25.6,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.62,5.15,-14.66,-0.2,-20.19,47.5,49.2,-1.7,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.81,5.15,4.45,0.11,-0.76,39.2,57.5,-18.3,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.49,5.15,32.5,1.86,22.39,25.7,71.0,-45.3,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.11,5.15,-11.0,-0.05,-16.48,45.9,50.8,-4.9,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.23,5.15,-24.73,0.35,-31.34,51.4,45.3,6.1,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.96,5.15,19.23,0.11,12.63,32.7,64.0,-31.3,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.34,5.15,31.06,-0.42,25.45,28.1,68.6,-40.5,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.32,5.15,16.34,-0.13,10.55,34.1,62.6,-28.5,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.79,5.15,22.33,0.39,14.96,31.0,65.7,-34.7,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.72,5.15,-14.3,0.28,-21.2,46.8,49.9,-3.1,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.76,5.15,14.97,0.06,8.67,34.5,62.2,-27.7,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
