race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.39,40.3,59.7,Toss-up,-13.18,3.7,-13.8,9.4,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,47.04,51.36,1.6,111221,121441,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.76,1.5,98.5,Safe R,-29.63,3.7,-30.88,8.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.62,61.38,0.0,612378,973185,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.94,0.4,99.6,Safe R,-30.5,3.7,-31.57,3.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.03,63.97,0.0,302439,537018,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.37,72.9,27.1,Lean D,-4.25,3.7,-5.59,11.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,53.19,46.81,0.0,1261836,1110687,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.79,99.7,0.3,Safe D,23.32,3.7,20.82,7.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.4,35.6,0.0,7147019,3951525,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.67,97.0,3.0,Safe D,11.58,3.7,11.29,8.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.84,40.16,0.0,1337289,897632,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.83,94.7,5.3,Likely D,15.88,3.7,14.76,2.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.41,41.59,0.0,719145,511994,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.49,30.0,70.0,Lean R,-10.56,3.7,-13.22,7.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.99,41.13,12,-3.1400000000000006,0.262,47.26,52.74,0.0,3617441,4037385,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.74,56.6,43.4,Toss-up,-1.71,3.7,-2.21,3.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.87,49.13,0.0,1869455,1805592,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.16,99.8,0.2,Safe D,25.73,3.7,23.56,6.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.08,34.92,0.0,235397,126293,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,2.09,57.9,42.1,Toss-up,-12.1,3.7,-13.45,15.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,51.04,48.96,0.0,594373,570081,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.92,0.0,100.0,Safe R,-36.28,3.7,-37.52,-8.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.04,72.96,0.0,171302,462241,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.16,95.0,5.0,Likely D,12.91,3.7,11.14,6.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.58,41.42,0.0,2316620,1638117,0,0,3954737
