race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.22,43.1,56.9,Toss-up,-12.21,3.52,-5.42,0.21,4.11,-1.06,-13.8,10.58,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.62,50.78,1.6,112591,120072,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-25.86,0.7,99.3,Safe R,-27.43,3.52,-25.86,-2.4,0.93,-0.48,-30.88,5.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.07,62.93,0.0,587793,997770,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.56,0.4,99.6,Safe R,-29.51,3.52,-29.07,-0.9,-1.67,-0.51,-31.57,4.01,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.22,63.78,0.0,304060,535397,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.03,98.9,1.1,Safe D,13.64,3.52,24.03,3.32,3.55,-0.01,11.29,12.73,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.01,37.99,0.0,1385943,848978,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.35,98.7,1.3,Safe D,15.61,3.52,23.35,2.84,1.67,-0.28,14.84,8.51,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.68,38.32,0.0,220521,137021,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.59,26.4,73.6,Lean R,-8.86,3.52,-6.51,-0.02,-1.67,0.51,-13.22,6.64,False,False,,,0.0,0.0,,,0.0,projected,confirmed,38.0,45.0,1,-7.0,0.15,8188392,8407064,0,46.71,53.29,0.0,3575333,4079494,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.83,82.7,17.3,Likely D,-0.74,3.52,11.27,1.88,6.73,-0.12,-2.21,12.04,False,False,,,0.0,0.0,,,0.0,confirmed,projected,47.69,43.3,6,4.4,0.21,60439613,4880582,0,54.91,45.09,0.0,2018097,1656949,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.28,37.7,62.3,Lean R,-8.34,3.52,-3.28,3.19,-0.93,-0.71,-13.45,10.16,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,42.64,46.46,2,-6.82,0.15,3463099,0,0,47.09,50.28,2.63,548308,585521,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.17,0.0,100.0,Safe R,-38.3,3.52,-41.17,-2.93,-2.97,-0.49,-37.52,-3.65,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.41,70.59,0.0,186353,447190,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.43,96.1,3.9,Safe D,14.38,3.52,18.43,0.53,0.0,0.0,11.14,7.29,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.22,40.78,0.0,2341806,1612931,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.32,7.1,92.9,Likely R,-15.45,3.52,-16.61,-3.16,-1.09,-0.43,-16.41,1.09,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.34,57.66,0.0,393470,535844,0,0,929314
