race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.86,42.0,58.0,Toss-up,-12.33,3.09,-5.97,0.21,4.11,-1.06,-13.8,9.94,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.2,45.46,6,1.54,0.21,8661662,6500847,0,47.3,51.1,1.6,111845,120818,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.38,0.6,99.4,Safe R,-27.52,3.09,-26.38,-2.4,0.93,-0.48,-30.88,4.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.81,63.19,0.0,583670,1001893,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.61,0.2,99.8,Safe R,-29.62,3.09,-29.61,-0.9,-1.67,-0.51,-31.57,1.96,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.2,64.8,0.0,295465,543992,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.5,98.8,1.2,Safe D,13.55,3.09,23.5,3.32,3.55,-0.01,11.29,12.21,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.75,38.25,0.0,1380104,854817,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.92,98.6,1.4,Safe D,15.61,3.09,22.92,2.84,1.67,-0.28,14.84,8.08,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.46,38.54,0.0,219752,137790,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.33,24.2,75.8,Likely R,-9.24,3.09,-7.33,-0.02,-1.67,0.51,-13.22,5.89,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.34,53.66,0.0,3546934,4107892,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.37,81.5,18.5,Likely D,-0.84,3.09,10.73,1.88,6.73,-0.12,-2.21,11.58,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.69,45.31,0.0,2009711,1665335,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.62,36.5,63.5,Lean R,-8.45,3.09,-3.81,3.19,-0.93,-0.71,-13.45,9.83,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.92,50.45,2.63,546415,587414,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.71,0.0,100.0,Safe R,-38.41,3.09,-41.71,-2.93,-2.97,-0.49,-37.52,-4.18,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.15,70.85,0.0,184651,448892,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.91,95.6,4.4,Safe D,14.28,3.09,17.91,0.53,0.0,0.0,11.14,6.77,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,58.95,41.05,0.0,2331474,1623263,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-17.15,5.1,94.9,Likely R,-15.56,3.09,-17.15,-3.16,-1.09,-0.43,-16.41,-0.74,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,0,3331963,0,41.43,58.57,0.0,384969,544344,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.72,0.1,99.9,Safe R,-30.03,3.09,-34.58,-2.04,-4.86,-0.75,-31.03,-0.69,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.14,65.86,0.0,495763,956406,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.57,0.4,99.6,Safe R,-21.33,3.09,-27.57,-1.95,-7.1,-0.28,-22.36,-5.21,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.21,63.79,0.0,508764,896118,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.35,99.9,0.1,Safe D,28.86,3.09,34.01,0.73,1.67,-0.34,25.91,6.44,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.92,30.95,2,22.96,0.15,3804689,1400141,0,66.18,33.82,0.0,1609107,822461,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.44,46.9,53.1,Toss-up,8.13,3.09,-3.09,0.22,-13.55,-0.97,7.09,-8.53,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.86,42.88,5,1.63,0.194,16312222,12165046,0,48.79,50.21,1.0,283928,292215,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,3.07,61.5,38.5,Lean D,2.22,3.09,5.12,-0.0,0.44,-0.63,-1.44,4.51,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.47,46.04,4,-6.57,0.175,7646728,7676445,0,51.54,48.46,0.0,2043020,1921241,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.56,76.5,23.5,Likely D,5.65,3.09,9.07,1.05,0.0,-0.72,4.34,3.22,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.78,46.22,0.0,1224959,1052785,0,0,2277744
