race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.07,50.93,8.0,0.0,
AK-GOV,2,44.43,53.97,0.0,1.6,Other
AK-SEN,1,44.17,47.83,8.0,0.0,
AK-SEN,2,47.53,50.87,0.0,1.6,Other
ME-SEN,1,47.34,47.66,5.0,0.0,
ME-SEN,2,49.44,49.56,0.0,1.0,Other
AK-01,1,41.41,50.59,8.0,0.0,
AK-01,2,45.01,53.39,0.0,1.6,Other
ME-01,1,61.54,33.46,5.0,0.0,
ME-01,2,63.64,35.36,0.0,1.0,Other
ME-02,1,44.19,50.81,5.0,0.0,
ME-02,2,46.29,52.71,0.0,1.0,Other
