section,race_code,race_type,dem_name,rep_name,margin,dem_prob,rep_prob,rating,dem_votes,rep_votes,oth_votes,total_votes,dem_pct,rep_pct,oth_pct,oth_party,ind_name,ind_pct,ind_votes,ind_prob,same_party,cand2_name,cand1_prob,cand1_votes,cand2_votes,lean,gcb,rcv,environment,trump_approve,trump_net,group_type,group,electorate_share,votes,county_fips,white_pct,black_pct,hisp_pct,asian_pct,native_pct,pacific_pct
demographic,,,,,,,,,16365,8545,0,,65.7,34.3,0.0,,,0.0,0,,,,,,,,,,,,,income,$75-100k,11.38,24910.0,,,,,,,
demographic,,,,,,,,,10746,5366,0,,66.7,33.3,0.0,,,0.0,0,,,,,,,,,,,,,income,$100-125k,7.36,16112.0,,,,,,,
demographic,,,,,,,,,6680,3335,0,,66.7,33.3,0.0,,,0.0,0,,,,,,,,,,,,,income,$125-150k,4.57,10016.0,,,,,,,
demographic,,,,,,,,,7272,3470,0,,67.7,32.3,0.0,,,0.0,0,,,,,,,,,,,,,income,$150-200k,4.91,10742.0,,,,,,,
demographic,,,,,,,,,7817,3562,0,,68.7,31.3,0.0,,,0.0,0,,,,,,,,,,,,,income,$200k+,5.2,11379.0,,,,,,,
county,,,,,58.59,,,,1678,438,0,2116.0,,,,,,,0,,,,,,,,,,,,,,,,,45005,27.0,68.3,2.4,0.3,0.5,0.0
county,,,,,28.56,,,,2563,1424,0,3987.0,,,,,,,0,,,,,,,,,,,,,,,,,45009,38.7,57.6,1.0,0.5,0.2,0.0
county,,,,,-1.41,,,,2731,2808,0,5539.0,,,,,,,0,,,,,,,,,,,,,,,,,45017,56.4,38.1,2.6,0.2,0.4,0.1
county,,,,,33.62,,,,45890,22798,0,68688.0,,,,,,,0,,,,,,,,,,,,,,,,,45019,67.0,21.6,6.1,1.9,0.2,0.1
county,,,,,0.68,,,,5757,5679,0,11437.0,,,,,,,0,,,,,,,,,,,,,,,,,45027,50.8,43.5,2.4,0.7,0.4,0.0
county,,,,,-5.92,,,,5493,6185,0,11678.0,,,,,,,0,,,,,,,,,,,,,,,,,45029,59.2,33.8,2.8,0.5,0.8,0.1
county,,,,,6.49,,,,6164,5412,0,11576.0,,,,,,,0,,,,,,,,,,,,,,,,,45035,64.1,23.2,5.6,2.1,0.6,0.1
county,,,,,33.55,,,,1979,985,0,2964.0,,,,,,,0,,,,,,,,,,,,,,,,,45041,53.0,40.1,2.6,1.7,0.2,0.0
county,,,,,19.56,,,,3445,2318,0,5763.0,,,,,,,0,,,,,,,,,,,,,,,,,45049,43.1,50.7,3.7,0.5,0.2,0.1
county,,,,,6.66,,,,5066,4434,0,9500.0,,,,,,,0,,,,,,,,,,,,,,,,,45053,50.3,32.3,14.0,0.7,0.2,0.1
county,,,,,48.96,,,,13629,4670,0,18299.0,,,,,,,0,,,,,,,,,,,,,,,,,45075,34.9,59.3,1.9,1.1,0.6,0.0
county,,,,,72.33,,,,42359,6801,0,49160.0,,,,,,,0,,,,,,,,,,,,,,,,,45079,44.3,43.7,5.6,2.8,0.2,0.1
county,,,,,39.01,,,,5722,2511,0,8233.0,,,,,,,0,,,,,,,,,,,,,,,,,45085,46.3,45.0,3.5,1.4,0.3,0.1
county,,,,,35.06,,,,6778,3259,0,10036.0,,,,,,,0,,,,,,,,,,,,,,,,,45089,33.5,62.0,1.9,0.4,0.3,0.0
