race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.64,50.36,8.0,0.0,
AK-GOV,2,45.0,53.4,0.0,1.6,Other
AK-SEN,1,45.22,46.78,8.0,0.0,
AK-SEN,2,48.58,49.82,0.0,1.6,Other
ME-SEN,1,48.11,46.89,5.0,0.0,
ME-SEN,2,50.21,48.79,0.0,1.0,Other
AK-01,1,42.12,49.88,8.0,0.0,
AK-01,2,45.72,52.68,0.0,1.6,Other
ME-01,1,62.4,32.6,5.0,0.0,
ME-01,2,64.5,34.5,0.0,1.0,Other
ME-02,1,44.68,50.32,5.0,0.0,
ME-02,2,46.78,52.22,0.0,1.0,Other
