race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-0.67,48.4,51.6,Toss-up,-12.01,5.15,-3.59,0.21,4.11,-1.06,-13.8,13.13,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.43,44.29,11,5.11,0.257,8661662,6500847,0,48.87,49.53,1.6,115557,117106,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.92,1.0,99.0,Safe R,-27.12,5.15,-23.92,-2.4,0.93,-0.48,-30.88,6.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,38.04,61.96,0.0,603156,982407,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.95,0.6,99.4,Safe R,-29.25,5.15,-27.18,-0.9,-1.67,-0.51,-31.57,5.61,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,37.02,62.98,0.0,310798,528659,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,25.87,99.4,0.6,Safe D,13.86,5.15,25.87,3.32,3.55,-0.01,11.29,14.58,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.94,37.06,0.0,1406557,828365,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.94,99.2,0.8,Safe D,15.57,5.15,24.94,2.84,1.67,-0.28,14.84,10.1,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.47,37.53,0.0,223363,134179,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.55,33.0,67.0,Lean R,-8.33,5.15,-4.35,-0.02,-1.67,0.51,-13.22,8.67,False,False,,,0.0,0.0,,,0.0,projected,confirmed,42.39,45.91,10,-5.13,0.25,8188392,8407064,0,47.73,52.27,0.0,3653330,4001496,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,11.74,87.2,12.8,Likely D,-0.2,5.15,13.44,1.88,6.73,-0.12,-2.21,13.95,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.87,44.13,0.0,2053314,1621732,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-0.82,46.9,53.1,Toss-up,-7.83,5.15,-1.13,3.19,-0.93,-0.71,-13.45,12.63,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,45.56,45.97,6,-2.15,0.21,3463099,0,0,48.29,49.08,2.63,562276,571553,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.81,0.0,100.0,Safe R,-37.88,5.15,-39.13,-2.93,-2.97,-0.49,-37.52,-1.28,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,15.0,55.0,1,-37.0,0.15,8642,2864280,0,30.6,69.4,0.0,193838,439705,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.4,97.6,2.4,Safe D,14.72,5.15,20.4,0.53,0.0,0.0,11.14,9.27,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,60.2,39.8,0.0,2380815,1573922,0,0,3954737
