race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.96,51.04,8.0,0.0,
AK-GOV,2,44.32,54.08,0.0,1.6,Other
AK-SEN,1,44.07,47.93,8.0,0.0,
AK-SEN,2,47.43,50.97,0.0,1.6,Other
ME-SEN,1,47.27,47.73,5.0,0.0,
ME-SEN,2,49.37,49.63,0.0,1.0,Other
AK-01,1,41.3,50.7,8.0,0.0,
AK-01,2,44.9,53.5,0.0,1.6,Other
ME-01,1,61.34,33.66,5.0,0.0,
ME-01,2,63.44,35.56,0.0,1.0,Other
ME-02,1,44.01,50.99,5.0,0.0,
ME-02,2,46.11,52.89,0.0,1.0,Other
