race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.9,51.1,8.0,0.0,
AK-GOV,2,44.26,54.14,0.0,1.6,Other
AK-SEN,1,43.91,48.09,8.0,0.0,
AK-SEN,2,47.27,51.13,0.0,1.6,Other
ME-SEN,1,46.47,48.53,5.0,0.0,
ME-SEN,2,48.57,50.43,0.0,1.0,Other
AK-01,1,41.07,50.93,8.0,0.0,
AK-01,2,44.67,53.73,0.0,1.6,Other
ME-01,1,60.4,34.6,5.0,0.0,
ME-01,2,62.5,36.5,0.0,1.0,Other
ME-02,1,44.7,50.3,5.0,0.0,
ME-02,2,46.8,52.2,0.0,1.0,Other
