race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.19,31.8,68.2,Lean R,-13.18,3.15,-11.09,0.0,0.0,-1.06,-13.8,3.61,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.19,54.21,1.6,104479,128183,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.37,1.6,98.4,Safe R,-29.63,3.15,-23.59,0.0,3.37,-0.48,-30.88,8.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,38.81,61.19,0.0,615407,970156,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.98,0.4,99.6,Safe R,-30.5,3.15,-27.98,0.0,-0.13,-0.51,-31.57,3.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.01,63.99,0.0,302271,537186,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.14,72.1,27.9,Lean D,-4.25,3.15,5.27,0.0,6.01,0.36,-5.59,11.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.85,37.84,8,9.01,0.233,0,0,0,53.07,46.93,0.0,1259090,1113434,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.36,99.6,0.4,Safe D,23.32,3.15,27.36,0.0,0.0,0.89,20.82,6.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.68,36.32,0.0,7067664,4030879,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.2,96.7,3.3,Safe D,11.58,3.15,20.42,0.0,5.7,-0.01,11.29,7.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.6,40.4,0.0,1332065,902857,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.91,95.6,4.4,Safe D,15.88,3.15,17.91,0.0,-1.03,-0.09,14.76,3.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,58.96,41.04,0.0,725840,505300,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.88,22.6,77.4,Likely R,-10.56,3.15,-7.37,0.0,-0.47,0.51,-13.22,5.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.31,45.03,5,-9.99,0.194,0,0,0,46.06,53.94,0.0,3525803,4129023,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.32,55.0,45.0,Toss-up,-1.71,3.15,1.32,0.0,0.0,-0.12,-2.21,3.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.66,49.34,0.0,1861737,1813309,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.08,99.8,0.2,Safe D,25.73,3.15,30.08,0.0,1.67,-0.46,23.56,6.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.04,34.96,0.0,235253,126438,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.2,54.6,45.4,Toss-up,-12.1,3.15,1.2,0.0,10.86,-0.71,-13.45,14.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.6,49.4,0.0,589229,575225,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.98,0.0,100.0,Safe R,-36.28,3.15,-45.98,0.0,-12.37,-0.49,-37.52,-8.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.01,72.99,0.0,171112,462431,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.68,94.4,5.6,Likely D,12.91,3.15,16.04,0.0,-0.02,0.0,11.14,5.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.34,41.66,0.0,2307208,1647529,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.54,9.8,90.2,Likely R,-16.26,3.15,-13.54,0.0,0.0,-0.43,-16.41,2.87,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.23,56.77,0.0,401719,527594,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.63,99.8,0.2,Safe D,27.69,3.15,31.63,0.0,1.13,-0.34,25.91,4.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.0,26.0,1,25.0,0.15,0,0,0,65.32,34.68,0.0,1588224,843343,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.66,100.0,0.0,Safe D,30.41,3.15,36.91,0.0,3.43,-0.08,29.51,5.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.33,32.67,0.0,1431945,694889,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,9.67,82.2,17.8,Likely D,7.49,3.15,9.67,0.0,0.0,-0.97,7.09,2.59,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,54.84,45.16,0.0,319133,262829,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,8.95,80.4,19.6,Likely D,-0.36,3.15,12.13,0.0,9.97,-0.63,-1.44,10.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.89,39.88,9,-0.99,0.242,0,0,0,54.47,45.53,0.0,2159526,1804736,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.25,75.6,24.4,Likely D,4.94,3.15,7.25,0.0,-0.12,-0.72,4.34,2.9,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.62,46.38,0.0,1221395,1056349,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.33,2.1,97.9,Safe R,-20.75,3.15,-21.33,0.0,-3.25,-0.48,-20.84,-0.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,39.34,60.66,0.0,260809,402202,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.76,13.1,86.9,Likely R,3.66,3.15,-13.84,0.0,-19.79,-0.86,2.82,-14.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,43.0,1,0.0,0.15,0,0,0,44.12,55.88,0.0,255147,323185,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.34,69.5,30.5,Lean D,7.45,3.15,5.34,0.0,-6.39,1.12,6.14,-0.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.67,47.33,0.0,340437,305940,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.34,58.9,41.1,Toss-up,-1.54,3.15,2.85,0.0,0.85,0.4,-3.15,5.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.36,40.9,2,-0.54,0.15,0,0,0,51.17,48.83,0.0,531708,507360,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,11.7,86.8,13.2,Likely D,15.38,3.15,11.16,0.0,-7.5,0.13,12.68,-0.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.75,35.49,4,14.27,0.175,0,0,0,55.85,44.15,0.0,3246894,2566605,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.12,27.9,72.1,Lean R,-10.26,3.15,-7.8,0.0,0.0,-0.69,-11.31,5.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.11,45.63,8,-0.59,0.233,0,0,0,46.94,53.06,0.0,1894312,2141200,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.93,0.1,99.9,Safe R,-34.68,3.15,-32.93,0.0,-0.7,-0.7,-34.95,2.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.54,66.46,0.0,367629,728594,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.74,67.5,32.5,Lean D,15.34,3.15,4.74,0.0,-13.29,-0.46,14.89,-10.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.37,47.63,0.0,823147,748627,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.8,90.6,9.4,Likely D,-0.87,3.15,13.36,0.0,11.61,-0.53,-1.75,15.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.87,38.61,2,16.26,0.15,0,0,0,56.9,43.1,0.0,2801503,2122114,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.32,97.4,2.6,Safe D,15.7,3.15,20.32,0.0,1.67,-0.2,14.16,6.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.16,39.84,0.0,216175,143173,0,0,359348
