race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.47,28.4,71.6,Lean R,-13.18,3.41,-13.8,3.32,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,44.05,54.35,1.6,104147,128516,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.15,1.7,98.3,Safe R,-29.63,3.41,-30.88,8.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,38.92,61.08,0.0,617159,968404,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.72,0.4,99.6,Safe R,-30.5,3.41,-31.57,3.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.14,63.86,0.0,303362,536094,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.65,70.6,29.4,Lean D,-4.25,3.41,-5.59,11.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,52.83,47.17,0.0,1253288,1119235,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.62,99.6,0.4,Safe D,23.32,3.41,20.82,6.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.81,36.19,0.0,7082092,4016451,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.43,96.8,3.2,Safe D,11.58,3.41,11.29,8.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,59.71,40.29,0.0,1334534,900387,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.17,95.9,4.1,Safe D,15.88,3.41,14.76,3.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59.09,40.91,0.0,727440,503699,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.11,27.9,72.1,Lean R,-10.56,3.41,-13.22,7.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.33,38.15,8,-2.83,0.233,46.94,53.06,0.0,3593478,4061349,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.58,56.0,44.0,Toss-up,-1.71,3.41,-2.21,3.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.79,49.21,0.0,1866515,1808532,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.34,99.8,0.2,Safe D,25.73,3.41,23.56,6.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.17,34.83,0.0,235723,125968,0,0,361691
