race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.01,50.99,8.0,0.0,
AK-GOV,2,44.37,54.03,0.0,1.6,Other
AK-SEN,1,44.1,47.9,8.0,0.0,
AK-SEN,2,47.46,50.94,0.0,1.6,Other
ME-SEN,1,47.28,47.72,5.0,0.0,
ME-SEN,2,49.38,49.62,0.0,1.0,Other
AK-01,1,41.32,50.68,8.0,0.0,
AK-01,2,44.92,53.48,0.0,1.6,Other
ME-01,1,61.44,33.56,5.0,0.0,
ME-01,2,63.54,35.46,0.0,1.0,Other
ME-02,1,44.1,50.9,5.0,0.0,
ME-02,2,46.2,52.8,0.0,1.0,Other
