race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.2375
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.1469
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.1417
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0752
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.069
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0156
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1166
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0171
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0392
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0109
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0049
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0992
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.5743
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.1895
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.8507
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.3376
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1039
MA-SEN,53.97,30.3,0.0,,0.0,0.0,3,0.3264
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.5117
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.1403
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.1768
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.6598
MI-GOV,36.59,36.0,15.03,IND,0.0,0.0,9,0.4101
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.3158
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.9772
MN-GOV,49.0,34.0,0.0,,0.0,0.0,1,0.8909
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.0082
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.9548
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.267
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0905
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.0008
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.2323
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0718
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.2608
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0026
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1184
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.2806
NY-GOV,50.34,32.41,1.19,LIB,0.0,0.0,6,0.4789
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.0844
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.0714
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,1.0
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0686
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0248
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0885
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0514
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.0817
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0153
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0343
TX-GOV,42.32,49.26,1.69,LIB,0.0,0.0,3,0.8256
TX-SEN,44.95,45.61,0.9,LIB,0.0,0.0,5,0.3523
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.016
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.0752
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0532
