race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-8.71,32.2,67.8,Lean R,-13.18,4.76,-9.48,0.0,0.0,-1.06,-13.8,5.08,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.91,53.49,1.6,106195,126468,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.01,2.2,97.8,Safe R,-29.63,4.76,-21.98,0.0,3.37,-0.48,-30.88,9.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.5,60.5,0.0,626256,959307,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.37,0.6,99.4,Safe R,-30.5,4.76,-26.37,0.0,-0.13,-0.51,-31.57,5.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.81,63.19,0.0,309029,530428,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.82,74.4,25.6,Lean D,-4.25,4.76,6.88,0.0,6.01,0.36,-5.59,12.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.7,36.79,11,6.65,0.257,0,0,0,53.41,46.59,0.0,1267137,1105386,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.86,99.6,0.4,Safe D,23.32,4.76,28.97,0.0,0.0,0.89,20.82,7.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.72,32.15,2,21.57,0.15,0,0,0,63.93,36.07,0.0,7095394,4003150,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,20.57,97.6,2.4,Safe D,11.58,4.76,22.03,0.0,5.7,-0.01,11.29,9.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,60.29,39.71,0.0,1347357,887564,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,19.52,97.0,3.0,Safe D,15.88,4.76,19.52,0.0,-1.03,-0.09,14.76,4.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.76,40.24,0.0,735751,495389,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.08,31.3,68.7,Lean R,-10.56,4.76,-5.76,0.0,-0.47,0.51,-13.22,8.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.77,43.75,13,-3.22,0.268,0,0,0,47.46,52.54,0.0,3632946,4021881,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.84,64.4,35.6,Lean D,-1.71,4.76,2.93,0.0,0.0,-0.12,-2.21,6.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.0,43.0,1,9.0,0.15,0,0,0,51.92,48.08,0.0,1908058,1766988,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.69,99.9,0.1,Safe D,25.73,4.76,31.69,0.0,1.67,-0.46,23.56,8.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.85,34.15,0.0,238164,123527,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.29,62.4,37.6,Lean D,-12.1,4.76,2.81,0.0,10.86,-0.71,-13.45,16.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,41.0,1,6.0,0.15,0,0,0,51.65,48.35,0.0,601386,563068,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.37,0.0,100.0,Safe R,-36.28,4.76,-44.37,0.0,-12.37,-0.49,-37.52,-6.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.81,72.19,0.0,176212,457331,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.05,95.9,4.1,Safe D,12.91,4.76,17.65,0.0,-0.02,0.0,11.14,6.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,59.02,40.98,0.0,2334268,1620469,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-11.93,12.5,87.5,Likely R,-16.26,4.76,-11.93,0.0,0.0,-0.43,-16.41,4.48,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,44.03,55.97,0.0,409200,520113,0,0,929314
