race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,50.51,44.93,0.0,,0.0,3.84,9,0.1356
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.1371
FL-SEN,39.77,45.88,0.0,,0.0,0.0,6,0.4524
GA-SEN,48.54,43.48,0.0,,0.0,0.0,7,0.1091
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.3046
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.1039
KY-SEN,37.0,49.5,0.0,,0.0,0.0,1,0.0412
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1943
ME-SEN,47.81,40.77,0.0,,0.0,0.0,13,0.1857
MI-SEN,40.64,44.18,0.0,,0.0,0.0,6,0.1806
MN-SEN,46.0,44.0,0.0,,0.0,0.0,1,0.0047
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.5743
NC-SEN,49.32,39.68,0.66,LIB,0.0,0.0,16,0.249
NH-SEN,48.95,38.67,0.0,,0.0,0.0,11,0.1339
OH-SEN,47.04,49.19,0.0,,0.0,0.0,10,0.1916
SC-SEN,40.74,45.46,0.0,,0.0,0.0,2,0.0873
SD-SEN,31.79,49.32,0.0,,0.0,0.0,2,0.0936
TX-SEN,43.7,39.08,0.65,LIB,0.0,0.0,11,0.2867
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0179
AZ-GOV,45.18,36.48,0.0,,0.0,0.0,10,0.1627
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0021
FL-GOV,39.3,43.5,0.28,IND,0.0,0.0,12,0.2082
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.5359
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.8312
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0231
MA-GOV,52.67,30.79,0.0,,0.0,0.0,3,0.2883
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0625
MI-GOV,34.69,29.88,19.18,IND,0.0,0.0,14,0.1395
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.5117
NH-GOV,39.0,46.65,0.0,,0.0,0.0,3,0.3461
NV-GOV,39.0,40.23,0.0,,0.0,0.0,4,0.1203
NY-GOV,49.87,33.71,0.64,OTH,0.0,0.0,12,0.203
OH-GOV,47.06,46.99,0.0,,0.0,0.0,12,0.1416
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.1221
PA-GOV,54.74,35.45,0.0,,0.0,0.0,5,0.1671
RI-GOV,28.0,15.0,20.0,IND,0.0,0.0,1,0.63
TN-GOV,32.0,51.0,0.0,,0.0,0.0,1,0.0016
TX-GOV,40.42,46.45,0.85,LIB,0.0,0.0,8,0.3591
WI-GOV,44.24,40.63,0.0,,0.0,0.0,4,0.2551
AK-01,38.0,48.0,0.0,,0.0,0.0,1,0.0014
AZ-01,43.47,41.41,0.0,,0.0,0.0,2,0.0173
AZ-06,43.0,42.0,0.0,,0.0,0.0,1,0.2939
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0019
CO-03,39.0,46.67,0.0,,0.0,0.0,2,0.211
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0142
FL-27,34.0,45.0,0.0,,0.0,0.0,1,0.0014
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.25
IA-01,42.5,42.0,0.0,,0.0,0.0,1,0.0006
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.6015
IA-03,43.03,45.59,0.0,,0.0,0.0,2,0.153
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.7756
ME-02,42.21,48.67,0.0,,0.0,0.0,3,0.4637
MI-04,42.0,45.38,0.0,,0.0,0.0,2,0.2031
MI-07,45.98,44.93,0.0,,0.0,0.0,2,0.394
MN-01,41.0,46.96,0.0,,0.0,0.0,2,0.2357
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.9772
NC-01,41.65,43.42,0.68,LIB,0.0,0.0,2,0.4836
NC-10,37.5,51.5,0.0,,0.0,0.0,1,0.2806
NC-14,39.0,47.5,0.0,,0.0,0.0,1,0.2806
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.011
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.0872
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0003
NM-02,44.0,43.0,0.0,,0.0,0.0,1,0.8312
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0343
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.1649
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.1649
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.1649
OH-09,43.0,47.0,3.0,LIB,0.0,0.0,1,0.691
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.181
PA-10,50.81,44.94,0.0,,0.0,0.0,3,0.2541
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0042
TX-23,42.5,44.5,0.0,,0.0,0.0,1,0.2742
TX-34,42.0,44.5,0.0,,0.0,0.0,1,0.8507
VA-01,43.01,44.0,0.0,,0.0,0.0,2,0.1413
WA-03,45.0,44.0,0.0,,0.0,0.0,1,0.8507
WI-01,42.5,46.0,0.0,,0.0,0.0,1,0.3078
WI-03,48.47,47.37,0.0,,0.0,0.0,2,0.0871
