race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.83,39.6,60.4,Lean R,-13.18,3.19,-13.8,8.97,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.81,41.14,4,17.67,0.175,46.83,51.57,1.6,110718,121945,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.38,1.6,98.4,Safe R,-29.63,3.19,-30.88,8.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.81,61.19,0.0,615343,970220,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.43,0.4,99.6,Safe R,-30.5,3.19,-31.57,4.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.28,63.72,0.0,304580,534877,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.38,69.6,30.4,Lean D,-4.25,3.19,-5.59,10.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,38.56,8,6.809999999999995,0.233,52.69,47.31,0.0,1250090,1122434,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,26.51,99.4,0.6,Safe D,23.32,3.19,20.82,5.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.26,36.74,0.0,7020495,4078048,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.25,96.7,3.3,Safe D,11.58,3.19,11.29,7.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.62,40.38,0.0,1332540,902382,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.54,94.3,5.7,Likely D,15.88,3.19,14.76,1.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.27,41.73,0.0,717366,513773,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.94,22.4,77.6,Likely R,-10.56,3.19,-13.22,5.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.95,43.24,7,-8.29,0.223,46.03,53.97,0.0,3523478,4131348,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.38,33.8,66.2,Lean R,-1.71,3.19,-2.21,-2.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.81,52.19,0.0,1757121,1917926,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.58,99.8,0.2,Safe D,25.73,3.19,23.56,7.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.29,34.71,0.0,236157,125534,0,0,361691
