race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.3282
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.2031
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.1958
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.1039
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.0953
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0216
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1612
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0237
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0542
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0151
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0068
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.1371
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.7937
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.2618
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.4665
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1436
MA-SEN,53.92,30.95,0.0,,0.0,0.0,2,0.1282
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.7071
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.1939
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.2443
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.9117
MI-GOV,37.07,38.14,15.2,IND,0.0,0.01,8,0.2321
MI-SEN,39.47,46.04,0.0,,0.0,0.0,4,0.2712
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.0113
NC-SEN,47.54,34.49,0.0,,0.0,0.0,8,0.2423
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.125
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.0011
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.321
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0992
NH-SEN,47.43,42.5,0.0,,0.0,0.0,9,0.2668
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0036
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1636
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.3878
NY-GOV,50.19,34.06,2.61,LIB,0.0,0.0,4,0.4151
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.1166
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.0987
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0947
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0343
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.1223
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.071
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.1129
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0211
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0474
TX-GOV,42.3,50.2,0.0,,0.0,0.0,1,0.8123
TX-SEN,45.36,45.44,0.0,,0.0,0.0,4,0.2935
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0221
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.1039
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0735
