race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,47.65,45.85,0.0,,0.0,0.0,7,0.1024
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.5117
FL-SEN,38.0,45.0,0.0,,0.0,0.0,1,0.8312
GA-SEN,47.69,43.3,0.0,,0.0,0.0,6,0.1415
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.2618
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.3878
KY-SEN,37.0,49.5,0.0,,0.0,0.0,1,0.1539
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.262
ME-SEN,45.92,40.37,0.0,,0.0,0.0,10,0.4034
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1439
MN-SEN,46.0,44.0,0.0,,0.0,0.0,1,0.0175
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1217
NH-SEN,49.41,38.09,0.0,,0.0,0.0,8,0.0895
OH-SEN,48.87,47.22,0.0,,0.0,0.0,7,0.2584
SC-SEN,40.74,45.46,0.0,,0.0,0.0,2,0.3257
SD-SEN,31.79,49.32,0.0,,0.0,0.0,2,0.3493
TX-SEN,45.37,45.49,0.71,LIB,0.0,0.0,7,0.2436
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.067
AZ-GOV,43.26,37.22,0.0,,0.0,0.0,9,0.1138
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0078
FL-GOV,35.1,39.33,2.79,IND,0.0,0.0,7,0.2645
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0864
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.3244
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.2333
MI-GOV,40.99,39.28,8.25,IND,0.0,0.0,11,0.1294
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0327
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.2412
NY-GOV,50.23,33.04,1.24,OTH,0.0,0.0,9,0.3704
OH-GOV,49.69,44.1,0.0,,0.0,0.0,9,0.111
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.4559
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.3915
TN-GOV,32.0,51.0,0.0,,0.0,0.0,1,0.0061
TX-GOV,41.95,49.19,1.21,LIB,0.0,0.0,5,0.3663
WI-GOV,42.96,43.3,0.0,,0.0,0.0,2,0.0267
AK-01,38.0,48.0,0.0,,0.0,0.0,1,0.0054
AZ-01,43.47,41.41,0.0,,0.0,0.0,2,0.0646
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0071
CO-03,39.0,48.0,0.0,,0.0,0.0,1,0.2679
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0532
FL-27,34.0,45.0,0.0,,0.0,0.0,1,0.0054
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.933
IA-01,42.5,42.0,0.0,,0.0,0.0,1,0.0022
IA-03,49.0,41.0,0.0,,0.0,0.0,1,0.0452
ME-02,46.78,47.78,0.0,,0.0,0.0,2,0.3591
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0806
MI-07,45.0,41.0,0.0,,0.0,0.0,1,0.0463
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.4454
NC-01,42.5,43.0,4.5,LIB,0.0,0.0,1,0.4353
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0412
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1059
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0012
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.1279
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.6156
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.6156
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.6156
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0312
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0403
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0156
VA-01,43.5,44.0,0.0,,0.0,0.0,1,0.0073
WI-03,48.47,47.37,0.0,,0.0,0.0,2,0.3249
