race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-6.36,34.2,65.8,Lean R,-13.27,5.28,-9.05,0.0,0.0,-1.06,-13.8,7.44,True,False,,,0.0,0.0,,,0.0,presumptive,projected,46.99,37.94,3,8.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.02,48.98,8.0,101719,115811,18916,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-19.47,2.9,97.1,Safe R,-29.66,5.28,-21.49,0.0,3.37,-0.48,-30.88,11.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.99,49.01,2,-8.01,0.15,0,13792994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.27,59.73,0.0,638450,947113,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-25.97,0.6,99.4,Safe R,-30.62,5.28,-25.97,0.0,-0.13,-0.51,-31.57,5.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.01,62.99,0.0,310712,528744,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,8.13,78.5,21.5,Likely D,-4.25,5.28,8.34,0.94,6.01,0.36,-5.59,13.72,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,50.0,43.89,12,6.28,0.262,9827820,2787170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.06,45.94,0.0,1282678,1089845,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.69,99.7,0.3,Safe D,23.42,5.28,29.78,0.19,0.0,0.89,20.82,7.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.29,33.73,4,23.57,0.175,22373949,17445485,0,10580853,2163517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,35.65,0.0,7141561,3956983,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,17.79,95.8,4.2,Safe D,11.48,5.28,17.38,0.64,0.0,-0.01,11.29,6.5,False,False,IND,Greg Lopez,3.6,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,6951032,2935521,84692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.78,39.62,0.0,1268891,885573,0,80457,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,19.67,97.2,2.8,Safe D,15.88,5.28,20.05,0.0,-1.03,-0.09,14.76,4.91,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.61,31.46,2,18.15,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.84,40.16,0.0,736656,494483,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.58,26.1,73.9,Lean R,-10.43,5.28,-7.27,-2.16,-0.47,0.51,-13.22,6.64,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,38.12,42.8,16,-4.84,0.28,5531882,99442171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.71,53.29,0.0,3575644,4079182,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.65,56.4,43.6,Toss-up,-1.84,5.28,0.85,-2.47,0.0,-0.12,-2.21,3.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.2,45.86,7,4.64,0.225,2665880,73526815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.82,49.18,0.0,1867795,1807251,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.21,99.9,0.1,Safe D,25.72,5.28,32.21,0.0,1.67,-0.46,23.56,8.65,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,33.9,0.0,239094,122596,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.38,70.0,30.0,Lean D,-12.13,5.28,5.36,2.06,10.86,-0.71,-13.45,18.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.43,44.02,5,5.45,0.204,19860206,1218702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.69,47.31,0.0,613549,550905,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.67,0.0,100.0,Safe R,-36.27,5.28,-45.67,-1.82,-12.37,-0.49,-37.52,-8.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,29.0,50.5,1,-24.5,0.213,136953,2057743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17,72.83,0.0,172115,461427,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,20.05,97.4,2.6,Safe D,12.91,5.28,20.01,1.84,-0.02,0.0,11.14,8.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,25619035,2166962,0,3141018,127990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.03,39.97,0.0,2373844,1580893,0,0,3954737
KS-GOV,governor,KS,GOV,Cindy Holscher,Ty Masterson,DEM,REP,,DEM,-11.57,13.0,87.0,Likely R,-16.42,5.28,-11.57,0.0,0.0,-0.43,-16.41,4.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.21,55.79,0.0,410880,518434,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.45,99.9,0.1,Safe D,27.8,5.28,33.86,0.0,1.13,-0.34,25.91,5.54,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.79,31.4,6,22.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73,34.27,0.0,1598187,833380,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.43,100.0,0.0,Safe D,30.37,5.28,39.0,0.0,3.43,-0.08,29.51,6.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.0,31.0,1,24.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22,31.78,0.0,1450836,675998,0,0,2126834
