race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.4638
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.2144
AK-SEN,49.48,44.39,0.0,,0.0,5.85,9,0.145
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0094
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.5484
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0718
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0091
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.0794
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1333
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.001
CA-GOV,53.72,32.15,0.0,,0.0,0.0,2,0.8125
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1469
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0075
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0011
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.7236
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.4774
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.134
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1309
FL-GOV,40.81,43.6,0.18,IND,0.0,0.0,13,0.216
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.2174
GA-GOV,51.49,39.89,0.0,,0.0,0.0,2,0.6289
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0502
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0003
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.315
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1539
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.4353
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.1595
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.5599
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0121
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0544
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.4061
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0216
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.2472
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1018
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0327
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.2598
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.009
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.3733
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0422
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.1695
MI-SEN,41.11,42.15,0.0,,0.0,0.0,8,0.2949
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1082
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0636
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.2354
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.933
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.3008
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.5117
