race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.96,50.04,8.0,0.0,
AK-GOV,2,45.32,53.08,0.0,1.6,Other
AK-SEN,1,45.55,46.45,8.0,0.0,
AK-SEN,2,48.91,49.49,0.0,1.6,Other
ME-SEN,1,48.27,46.73,5.0,0.0,
ME-SEN,2,50.37,48.63,0.0,1.0,Other
AK-01,1,42.49,49.51,8.0,0.0,
AK-01,2,46.09,52.31,0.0,1.6,Other
ME-01,1,62.81,32.19,5.0,0.0,
ME-01,2,64.91,34.09,0.0,1.0,Other
ME-02,1,46.0,49.0,5.0,0.0,
ME-02,2,48.1,50.9,0.0,1.0,Other
