date,days_out,n_polls,gcb_naive_margin,gcb_quality_margin,gcb_correction,approve,disapprove,net_approval,approval_pred_margin,econ_pred_margin,fundamentals_blend,time_weight,gcb_margin,house_pv_dem,house_pv_rep,house_pv_oth,house_pv_margin
2026-02-06,270,333,3.96,3.92,-0.05,41.23,55.47,-14.24,5.75,0.34,2.6,0.418,3.15,56531025,51814689,68574,4.35
