race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.3597
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.1663
AK-SEN,49.44,44.3,0.0,,0.0,6.1,10,0.1863
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0073
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.4253
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0557
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.007
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.352
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1034
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0008
CA-GOV,53.72,32.15,0.0,,0.0,0.0,2,0.6301
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.114
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0058
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0009
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.5612
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.3703
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.1039
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1015
FL-GOV,38.23,41.57,1.8,NPA,0.0,0.0,14,0.2127
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.1686
GA-GOV,51.49,39.89,0.0,,0.0,0.0,2,0.4877
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0389
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0002
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.2443
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1194
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.3376
IA-SEN,46.24,45.44,0.0,,0.0,0.0,5,0.4196
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.4342
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0094
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0422
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.315
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0167
MA-GOV,55.88,30.95,0.0,,0.0,0.0,5,0.3443
MA-SEN,55.03,30.16,0.0,,0.0,0.0,6,0.2249
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0254
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.2015
ME-SEN,54.97,44.98,0.0,,0.0,0.0,2,0.4388
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.2896
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0327
MI-GOV,44.43,35.22,7.18,IND,0.0,0.0,16,0.1717
MI-SEN,43.72,42.01,0.0,,0.0,0.0,11,0.4025
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.0839
MN-GOV,48.65,38.98,0.0,,0.0,0.0,3,0.3368
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.1826
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.7236
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.2333
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.3969
MT-SEN,25.0,44.0,20.0,IND,0.0,0.0,1,0.933
NC-01,41.15,40.7,1.36,LIB,0.0,0.0,2,0.1964
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.114
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.114
NC-SEN,48.57,37.01,1.62,LIB,0.0,0.0,19,0.1756
NE-01,38.0,45.0,0.0,,0.0,0.0,1,0.4559
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0045
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.2078
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.1689
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.0354
NH-GOV,39.0,46.66,0.0,,0.0,0.0,2,0.209
NH-SEN,46.58,42.99,0.0,,0.0,0.0,13,0.0534
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0001
NJ-07,47.0,43.0,0.0,,0.0,0.0,1,0.6447
NM-02,43.0,41.0,0.0,,0.0,0.0,1,0.3376
NV-GOV,40.44,42.52,0.0,,0.0,0.0,5,0.1302
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0139
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.067
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.067
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.067
NY-21,44.0,45.0,0.0,,0.0,0.0,1,0.7236
NY-GOV,49.9,33.65,0.78,LIB,0.0,0.0,12,0.084
OH-09,43.0,47.0,3.0,LIB,0.0,0.0,1,0.2806
OH-GOV,49.37,48.39,0.25,LIB,0.0,0.0,14,0.1589
OH-SEN,51.66,45.44,0.25,LIB,0.0,0.0,12,0.1927
OR-GOV,45.0,43.56,0.0,,0.0,0.0,2,0.2581
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.0735
PA-08,46.0,45.0,0.0,,0.0,0.0,2,0.4671
PA-10,50.81,44.94,0.0,,0.0,0.0,3,0.1032
PA-GOV,51.13,30.63,0.0,,0.0,0.0,8,0.361
RI-GOV,38.9,20.8,18.9,IND,0.0,0.0,1,0.5117
RI-SEN,52.0,34.0,0.0,,0.0,0.0,1,0.2806
SD-SEN,39.47,44.25,0.0,,0.0,0.0,4,0.1959
TN-GOV,27.0,51.0,0.0,,0.0,0.0,2,0.1653
TX-15,47.96,45.98,0.0,,0.0,0.0,2,0.3158
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.1114
TX-34,40.0,41.0,0.0,,0.0,0.0,1,0.3455
TX-GOV,40.72,47.01,0.8,LIB,0.0,0.0,12,0.4154
TX-SEN,43.6,42.17,1.79,LIB,0.0,0.0,15,0.3399
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.0574
WA-03,34.0,41.0,0.0,,0.0,0.0,1,0.3455
WA-05,47.0,53.0,0.0,,0.0,0.0,1,0.63
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.125
WI-03,49.88,46.15,0.0,,0.0,0.0,3,0.2648
WI-06,39.0,61.0,0.0,,0.0,0.0,1,0.6752
WI-GOV,40.71,39.42,0.0,,0.0,0.0,1,0.134
