race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-3.26,40.6,59.4,Toss-up,-13.18,5.42,-13.8,10.53,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.26,42.66,6,9.600000000000001,0.21,47.59,50.81,1.6,112536,120127,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.49,2.4,97.6,Safe R,-29.63,5.42,-30.88,10.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,39.76,60.24,0.0,630370,955193,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-25.2,0.8,99.2,Safe R,-30.5,5.42,-31.57,6.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,37.4,62.6,0.0,313940,525517,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.97,74.9,25.1,Lean D,-4.25,5.42,-5.59,12.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.53,36.14,11,6.390000000000001,0.257,53.49,46.51,0.0,1268991,1103532,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.68,99.6,0.4,Safe D,23.32,5.42,20.82,6.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.05,33.37,2,21.68,0.15,63.84,36.16,0.0,7085460,4013083,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,21.14,97.9,2.1,Safe D,11.58,5.42,11.29,9.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,60.57,39.43,0.0,1353721,881200,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.43,96.2,3.8,Safe D,15.88,5.42,14.76,3.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,59.22,40.78,0.0,729035,502105,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-4.99,31.5,68.5,Lean R,-10.56,5.42,-13.22,8.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.22,42.62,16,-3.3999999999999986,0.28,47.5,52.5,0.0,3636351,4018475,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-0.54,47.9,52.1,Toss-up,-1.71,5.42,-2.21,1.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.23,41.68,2,8.549999999999997,0.15,49.73,50.27,0.0,1827578,1847469,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.81,99.9,0.1,Safe D,25.73,5.42,23.56,9.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,66.41,33.59,0.0,240190,121501,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.05,68.7,31.3,Lean D,-12.1,5.42,-13.45,18.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.37,40.41,3,9.96,0.15,52.52,47.48,0.0,611625,552829,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-43.22,0.0,100.0,Safe R,-36.28,5.42,-37.52,-5.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,28.39,71.61,0.0,179855,453688,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.61,96.3,3.7,Safe D,12.91,5.42,11.14,7.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,59.31,40.69,0.0,2345361,1609376,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-12.69,11.1,88.9,Likely R,-16.26,5.42,-16.41,3.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43.65,56.35,0.0,405684,523629,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,32.26,99.9,0.1,Safe D,27.69,5.42,25.91,6.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.17,30.34,6,24.830000000000002,0.21,66.13,33.87,0.0,1608024,823544,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.41,100.0,0.0,Safe D,30.41,5.42,29.51,6.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,68.21,31.79,0.0,1450619,676215,0,0,2126834
