race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.11,29.8,70.2,Lean R,-13.18,4.75,-9.49,0.0,0.0,-1.06,-13.8,4.69,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.72,53.68,1.6,105733,126930,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.01,2.2,97.8,Safe R,-29.63,4.75,-21.99,0.0,3.37,-0.48,-30.88,9.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.49,60.51,0.0,626188,959375,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.38,0.6,99.4,Safe R,-30.5,4.75,-26.38,0.0,-0.13,-0.51,-31.57,5.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.81,63.19,0.0,308987,530470,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.81,74.4,25.6,Lean D,-4.25,4.75,6.87,0.0,6.01,0.36,-5.59,12.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.7,36.79,11,6.65,0.257,0,0,0,53.41,46.59,0.0,1267049,1105474,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.96,99.7,0.3,Safe D,23.32,4.75,28.96,0.0,0.0,0.89,20.82,8.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,64.48,35.52,0.0,7156452,3942091,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,20.56,97.6,2.4,Safe D,11.58,4.75,22.02,0.0,5.7,-0.01,11.29,9.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,60.28,39.72,0.0,1347262,887659,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,19.51,97.0,3.0,Safe D,15.88,4.75,19.51,0.0,-1.03,-0.09,14.76,4.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.76,40.24,0.0,735689,495451,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.09,31.2,68.8,Lean R,-10.56,4.75,-5.77,0.0,-0.47,0.51,-13.22,8.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.77,43.75,13,-3.22,0.268,0,0,0,47.46,52.54,0.0,3632665,4022161,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.83,64.4,35.6,Lean D,-1.71,4.75,2.92,0.0,0.0,-0.12,-2.21,6.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.0,43.0,1,9.0,0.15,0,0,0,51.92,48.08,0.0,1907902,1767144,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.68,99.9,0.1,Safe D,25.73,4.75,31.68,0.0,1.67,-0.46,23.56,8.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.84,34.16,0.0,238146,123545,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.28,62.4,37.6,Lean D,-12.1,4.75,2.8,0.0,10.86,-0.71,-13.45,16.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,41.0,1,6.0,0.15,0,0,0,51.64,48.36,0.0,601337,563117,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.38,0.0,100.0,Safe R,-36.28,4.75,-44.38,0.0,-12.37,-0.49,-37.52,-6.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.81,72.19,0.0,176180,457362,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.04,95.8,4.2,Safe D,12.91,4.75,17.64,0.0,-0.02,0.0,11.14,6.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,59.02,40.98,0.0,2334100,1620637,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-11.94,12.6,87.4,Likely R,-16.26,4.75,-11.94,0.0,0.0,-0.43,-16.41,4.47,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,44.03,55.97,0.0,409154,520160,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.72,99.9,0.1,Safe D,27.69,4.75,33.23,0.0,1.13,-0.34,25.91,5.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.52,30.9,4,24.62,0.175,0,0,0,65.86,34.14,0.0,1601450,830118,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.02,100.0,0.0,Safe D,30.41,4.75,38.51,0.0,3.43,-0.08,29.51,6.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,68.01,31.99,0.0,1446407,680426,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.27,86.1,13.9,Likely D,7.49,4.75,11.27,0.0,0.0,-0.97,7.09,4.19,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.64,44.36,0.0,323789,258174,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,11.91,87.4,12.6,Likely D,-0.36,4.75,13.73,0.0,9.97,-0.63,-1.44,13.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.29,29.92,15,7.13,0.276,0,0,0,55.95,44.05,0.0,2218107,1746155,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,8.85,80.2,19.8,Likely D,4.94,4.75,8.85,0.0,-0.12,-0.72,4.34,4.5,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,54.42,45.58,0.0,1239617,1038127,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-17.97,4.2,95.8,Safe R,-20.75,4.75,-19.73,0.0,-3.25,-0.48,-20.84,2.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,41.02,58.98,0.0,271944,391067,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.55,13.4,86.6,Likely R,3.66,4.75,-12.24,0.0,-19.79,-0.86,2.82,-14.37,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,46.65,3,-7.64,0.15,0,0,0,44.22,55.78,0.0,255766,322566,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.94,74.7,25.3,Lean D,7.45,4.75,6.94,0.0,-6.39,1.12,6.14,0.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,53.47,46.53,0.0,345608,300769,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.86,60.8,39.2,Lean D,-1.54,4.75,4.45,0.0,0.85,0.4,-3.15,6.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.44,42.52,5,-3.74,0.194,0,0,0,51.43,48.57,0.0,534388,504679,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.73,90.6,9.4,Likely D,15.38,4.75,12.76,0.0,-7.5,0.13,12.68,1.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.87,33.71,12,16.45,0.262,0,0,0,56.86,43.14,0.0,3305745,2507754,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.35,33.8,66.2,Lean R,-10.26,4.75,-6.2,0.0,0.0,-0.69,-11.31,6.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.06,46.99,12,0.84,0.262,0,0,0,47.82,52.18,0.0,1929939,2105573,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.33,0.1,99.9,Safe R,-34.68,4.75,-31.33,0.0,-0.7,-0.7,-34.95,3.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,34.34,65.66,0.0,376399,719824,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.93,71.5,28.5,Lean D,15.34,4.75,6.34,0.0,-13.29,-0.46,14.89,-8.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,43.56,2,3.58,0.15,0,0,0,52.96,47.04,0.0,832466,739308,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,15.81,93.6,6.4,Likely D,-0.87,4.75,14.96,0.0,11.61,-0.53,-1.75,17.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.74,35.45,5,19.29,0.194,0,0,0,57.9,42.1,0.0,2850906,2072712,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.19,97.4,2.6,Safe D,15.7,4.75,21.92,0.0,1.67,-0.2,14.16,6.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.1,21.69,2,10.41,0.15,0,0,0,60.09,39.91,0.0,215949,143399,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-12.19,12.1,87.9,Likely R,-16.63,4.75,-12.19,0.0,0.07,-0.39,-18.12,5.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.9,56.1,0.0,783095,1000603,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-26.22,0.6,99.4,Safe R,-29.31,4.75,-26.22,0.0,-0.64,-1.02,-29.98,3.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.89,63.11,0.0,110110,188363,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-20.43,2.5,97.5,Safe R,-28.63,4.75,-20.68,0.0,3.73,-0.54,-30.12,9.69,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.78,60.22,0.0,853292,1291467,0,0,2144759
