race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.33,55.1,44.9,Toss-up,-12.1,3.28,-13.45,14.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.67,49.33,0.0,589986,574468,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.85,0.0,100.0,Safe R,-36.28,3.28,-37.52,-8.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.07,72.93,0.0,171524,462019,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.79,94.6,5.4,Likely D,12.91,3.28,11.14,5.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.4,41.6,0.0,2309393,1645344,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.41,10.0,90.0,Likely R,-16.26,3.28,-16.41,3.0,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.29,56.71,0.0,402323,526990,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.21,99.9,0.1,Safe D,27.69,3.28,25.91,5.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,0,0,0,65.61,34.39,0.0,1595258,836310,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.77,100.0,0.0,Safe D,30.41,3.28,29.51,5.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.38,32.62,0.0,1433120,693714,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,9.8,82.6,17.4,Likely D,7.49,3.28,7.09,2.72,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,54.9,45.1,0.0,319511,262451,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,9.39,81.5,18.5,Likely D,-0.36,3.28,-1.44,10.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.99,39.28,11,1.1,0.257,0,0,0,54.7,45.3,0.0,2168340,1795921,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.38,76.0,24.0,Likely D,4.94,3.28,4.34,3.03,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.69,46.31,0.0,1222875,1054869,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-21.2,2.1,97.9,Safe R,-20.75,3.28,-20.84,-0.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,39.4,60.6,0.0,261240,401771,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.65,13.3,86.7,Likely R,3.66,3.28,2.82,-14.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,43.0,1,0.0,0.15,0,0,0,44.17,55.83,0.0,255467,322865,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,5.47,69.9,30.1,Lean D,7.45,3.28,6.14,-0.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,52.73,47.27,0.0,340858,305520,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.0,57.6,42.4,Toss-up,-1.54,3.28,-3.15,5.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.81,43.7,3,-3.54,0.15,0,0,0,51.0,49.0,0.0,529944,509123,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.73,88.8,11.2,Likely D,15.38,3.28,12.68,0.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.17,32.7,8,17.47,0.233,0,0,0,56.36,43.64,0.0,3276773,2536726,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.46,33.5,66.5,Lean R,-10.26,3.28,-11.31,6.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.69,44.1,9,5.56,0.242,0,0,0,47.77,52.23,0.0,1927674,2107838,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.8,0.1,99.9,Safe R,-34.68,3.28,-34.95,2.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.6,66.4,0.0,368341,727881,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,4.89,68.0,32.0,Lean D,15.34,3.28,14.89,-10.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,0,0,0,52.45,47.55,0.0,824321,747454,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.16,91.2,8.8,Likely D,-0.87,3.28,-1.75,15.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.99,37.08,3,17.91,0.15,0,0,0,57.08,42.92,0.0,2810316,2113301,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.45,97.5,2.5,Safe D,15.7,3.28,14.16,6.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,60.22,39.78,0.0,216408,142939,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.66,9.6,90.4,Likely R,-16.63,3.28,-18.12,4.46,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.17,56.83,0.0,769984,1013714,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.69,0.4,99.6,Safe R,-29.31,3.28,-29.98,2.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.16,63.84,0.0,107916,190557,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.68,1.9,98.1,Safe R,-28.63,3.28,-30.12,8.44,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.16,60.84,0.0,839893,1304866,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.36,16.1,83.9,Likely R,-12.03,3.28,-13.88,3.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.95,49.19,5,-7.55,0.194,0,0,0,44.82,55.18,0.0,3577983,4405187,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.75,0.5,99.5,Safe R,33.5,3.28,32.77,-59.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.63,63.37,0.0,94714,163881,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,6.9,74.5,25.5,Lean D,-0.25,3.28,-0.87,7.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.96,43.3,2,-1.22,0.15,0,0,0,53.45,46.55,0.0,1280702,1115341,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-41.48,0.0,100.0,Safe R,-46.63,3.28,-46.96,5.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.26,70.74,0.0,55104,133230,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.82,41.3,58.7,Toss-up,-12.45,3.28,-13.8,9.98,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.32,51.08,1.6,111893,120770,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.15,0.6,99.4,Safe R,-27.48,3.28,-30.88,4.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.93,63.07,0.0,585494,1000069,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.81,0.4,99.6,Safe R,-29.57,3.28,-31.57,3.75,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.09,63.91,0.0,302989,536467,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.73,98.8,1.2,Safe D,13.59,3.28,11.29,12.44,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.87,38.13,0.0,1382675,852247,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.11,98.6,1.4,Safe D,15.61,3.28,14.84,8.27,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.56,38.44,0.0,220092,137451,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.71,26.1,73.9,Lean R,-8.81,3.28,-13.22,6.51,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.64,53.36,0.0,3570569,4084258,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.56,82.0,18.0,Likely D,-0.8,3.28,-2.21,11.77,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.78,45.22,0.0,2013226,1661820,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.41,37.2,62.8,Lean R,-8.4,3.28,-13.45,10.03,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,47.02,50.35,2.63,547560,586270,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.47,0.0,100.0,Safe R,-38.36,3.28,-37.52,-3.95,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.26,70.74,0.0,185403,448140,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.14,95.9,4.1,Safe D,14.33,3.28,11.14,7.0,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.07,40.93,0.0,2336071,1618666,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.58,6.8,93.2,Likely R,-15.51,3.28,-16.41,0.84,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.21,57.79,0.0,392285,537029,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.56,0.1,99.9,Safe R,-30.03,3.28,-31.03,-0.53,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.22,65.78,0.0,496936,955233,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.38,0.4,99.6,Safe R,-21.33,3.28,-22.36,-5.02,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.31,63.69,0.0,510099,894784,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.25,99.9,0.1,Safe D,29.02,3.28,25.91,7.34,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.41,27.95,4,28.06,0.175,3804689,1400141,0,66.63,33.37,0.0,1620085,811483,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-0.51,49.3,50.7,Toss-up,8.17,3.28,7.09,-7.6,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.43,39.97,7,7.72,0.223,16312222,12165046,0,49.25,49.75,1.0,286604,289539,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,4.11,65.3,34.7,Lean D,2.34,3.28,-1.44,5.54,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.98,43.36,5,-1.38,0.194,7646728,7676445,0,52.05,47.95,0.0,2063509,1900753,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.76,77.1,22.9,Likely D,5.69,3.28,4.34,3.42,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.88,46.12,0.0,1227258,1050486,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.51,5.7,94.3,Likely R,-21.5,3.28,-23.15,6.64,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.75,58.25,0.0,358844,500761,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-24.28,0.2,88.9,Safe R,-19.79,3.28,-20.58,-3.7,False,True,IND,Seth Bodnar,29.66,10.8,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,12.75,53.93,3.66,53824,227633,15448,125169,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.46,66.5,33.5,Lean D,-2.64,3.28,-3.27,7.73,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,48.53,36.72,9,10.63,0.242,26822373,8410252,0,51.25,46.88,1.87,2043716,1869186,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-9.98,30.9,69.1,Lean R,-20.84,3.28,-20.84,10.86,False,True,IND,Dan Osborn,45.01,30.9,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,54.99,0.0,0,364593,0,298418,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.77,79.9,20.1,Likely D,0.04,3.28,2.82,5.95,False,False,,,0.0,0.0,,,0.0,presumptive,projected,49.41,38.09,8,11.37,0.233,9860676,1664338,0,54.39,45.61,0.0,314526,263806,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.68,95.5,4.5,Safe D,8.13,3.28,5.63,12.06,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.84,41.16,0.0,1714439,1199247,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.44,94.2,5.8,Likely D,7.28,3.28,6.14,10.3,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.22,41.78,0.0,376321,270057,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-2.43,40.8,59.2,Toss-up,-8.55,3.28,-11.31,8.89,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,49.25,47.67,6,1.58,0.21,25979968,10527814,0,48.02,50.41,1.57,1937884,2034271,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-36.89,0.0,100.0,Safe R,-34.14,3.28,-34.95,-1.94,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.56,68.44,0.0,345929,750293,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,20.1,97.3,2.7,Safe D,12.84,3.28,14.89,5.21,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,60.05,39.95,0.0,943882,627893,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.0,98.9,1.1,Safe D,17.27,3.28,14.16,9.84,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,62.0,38.0,0.0,222787,136561,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.0,19.5,80.5,Likely R,-15.51,3.28,-18.12,9.13,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,37.5,41.5,1,-7.0,0.15,8059705,6157141,0,44.65,53.48,1.87,796437,953906,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-30.81,0.2,99.8,Safe R,-28.74,3.28,-29.98,-0.83,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.79,49.32,2,-20.53,0.15,209807,2646194,0,34.6,65.4,0.0,103258,195215,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.6,0.1,99.9,Safe R,-26.52,3.28,-30.12,-3.48,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.2,66.8,0.0,712084,1432676,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-2.53,40.4,59.6,Toss-up,-11.15,3.28,-13.88,11.34,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,44.94,45.62,6,-0.69,0.21,40284109,7605209,0,47.75,50.24,2.01,3812204,4010504,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,16.08,93.8,6.2,Likely D,6.87,3.28,5.89,10.19,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,58.04,41.96,0.0,1829624,1322678,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-44.31,0.0,100.0,Safe R,-41.99,3.28,-42.69,-1.62,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,27.85,72.15,0.0,148604,385069,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-45.09,0.0,100.0,Safe R,-45.26,3.28,-46.96,1.87,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,27.46,72.54,0.0,51708,136625,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-8.64,34.1,65.9,Lean R,-10.6,3.28,-13.8,5.15,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,44.95,53.45,1.6,106278,126385,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-29.01,0.3,99.7,Safe R,-32.15,3.28,-36.34,7.33,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,35.49,64.51,0.0,81511,148137,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-3.98,35.2,64.8,Lean R,-10.36,3.28,-14.46,10.48,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,48.01,51.99,0.0,98526,106696,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-44.19,0.0,100.0,Safe R,-42.91,3.28,-47.04,2.85,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,27.9,72.1,0.0,61805,159682,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-64.13,0.0,100.0,Safe R,-63.1,3.28,-66.99,2.86,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,17.94,82.06,0.0,40660,186042,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-26.24,0.6,99.4,Safe R,-26.57,3.28,-29.51,3.27,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,36.88,63.12,0.0,91280,156240,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-31.97,0.1,99.9,Safe R,-32.08,3.28,-34.79,2.82,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,34.02,65.98,0.0,83214,161417,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,32.1,99.9,0.1,Safe D,22.03,3.28,17.99,14.11,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,66.05,33.95,0.0,138942,71411,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-46.5,0.0,100.0,Safe R,-43.16,3.28,-46.4,-0.11,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,26.75,73.25,0.0,52380,143445,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-13.42,10.0,90.0,Likely R,-13.93,3.28,-16.22,2.79,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,43.29,56.71,0.0,97608,127868,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-29.28,0.3,99.7,Safe R,-24.09,3.28,-25.81,-3.47,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,35.36,64.64,0.0,78354,143244,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-42.56,0.0,100.0,Safe R,-37.53,3.28,-40.73,-1.82,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,28.72,71.28,0.0,56455,140103,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,4.61,67.0,33.0,Lean D,0.56,3.28,-3.14,7.74,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.32,46.8,1.88,161922,147660,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,-1.09,45.9,54.1,Toss-up,-10.66,3.28,-15.12,14.03,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,49.46,50.54,0.0,144180,147354,0,0,291534
AZ-03,house,AZ,03,Yassamin Ansari,Kirt Burgess,DEM,REP,DEM,DEM,60.31,100.0,0.0,Safe D,46.04,3.28,40.31,20.0,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1217963,0,0,80.16,19.84,0.0,119637,29618,0,0,149255
