race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.13,50.87,8.0,0.0,
AK-GOV,2,44.49,53.91,0.0,1.6,Other
AK-SEN,1,44.5,47.5,8.0,0.0,
AK-SEN,2,47.86,50.54,0.0,1.6,Other
ME-SEN,1,47.58,47.42,5.0,0.0,
ME-SEN,2,49.68,49.32,0.0,1.0,Other
AK-01,1,41.46,50.54,8.0,0.0,
AK-01,2,45.06,53.34,0.0,1.6,Other
ME-01,1,61.57,33.43,5.0,0.0,
ME-01,2,63.67,35.33,0.0,1.0,Other
ME-02,1,44.21,50.79,5.0,0.0,
ME-02,2,46.31,52.69,0.0,1.0,Other
