race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-4.08,41.1,58.9,Toss-up,-13.18,3.17,-13.8,9.72,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.81,41.14,4,17.67,0.175,47.19,51.21,1.6,111585,121078,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.4,1.6,98.4,Safe R,-29.63,3.17,-30.88,8.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.8,61.2,0.0,615208,970355,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.45,0.4,99.6,Safe R,-30.5,3.17,-31.57,4.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.27,63.73,0.0,304496,534961,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.37,69.6,30.4,Lean D,-4.25,3.17,-5.59,10.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.37,38.56,8,6.809999999999995,0.233,52.68,47.32,0.0,1249908,1122615,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,26.49,99.4,0.6,Safe D,23.32,3.17,20.82,5.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.25,36.75,0.0,7019385,4079158,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.23,96.7,3.3,Safe D,11.58,3.17,11.29,7.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.62,40.38,0.0,1332350,902572,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.52,94.3,5.7,Likely D,15.88,3.17,14.76,1.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.26,41.74,0.0,717262,513878,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-7.96,22.4,77.6,Likely R,-10.56,3.17,-13.22,5.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.95,43.24,7,-8.29,0.223,46.02,53.98,0.0,3522883,4131943,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.4,33.7,66.3,Lean R,-1.71,3.17,-2.21,-2.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.8,52.2,0.0,1756753,1918293,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.56,99.8,0.2,Safe D,25.73,3.17,23.56,7.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.28,34.72,0.0,236121,125570,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.93,57.3,42.7,Toss-up,-12.1,3.17,-13.45,15.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50.97,49.03,0.0,593479,570975,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.47,0.0,100.0,Safe R,-36.28,3.17,-37.52,-7.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.26,72.74,0.0,172728,460815,0,0,633543
