race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.0947
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.2639
AK-SEN,49.48,44.39,0.0,,0.0,5.85,9,0.1785
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0116
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.6752
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0884
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0112
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.0977
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1642
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0012
CA-GOV,52.0,31.0,0.0,,0.0,0.0,1,0.9772
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1809
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0092
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0013
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.8909
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.5878
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.1649
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1612
FL-GOV,40.81,43.6,0.18,IND,0.0,0.0,13,0.2659
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.2677
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.3455
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0618
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0004
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.3878
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1895
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.5359
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.1964
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,0.2031
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0149
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.067
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.5
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0266
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.3043
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1253
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0403
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.3199
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.011
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.1017
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.052
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.2087
MI-SEN,41.11,42.15,0.0,,0.0,0.0,8,0.3631
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1332
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0783
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.0292
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.3703
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.63
