race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.66,50.34,8.0,0.0,
AK-GOV,2,45.02,53.38,0.0,1.6,Other
AK-SEN,1,45.19,46.81,8.0,0.0,
AK-SEN,2,48.55,49.85,0.0,1.6,Other
ME-SEN,1,48.19,46.81,5.0,0.0,
ME-SEN,2,50.29,48.71,0.0,1.0,Other
AK-01,1,42.02,49.98,8.0,0.0,
AK-01,2,45.62,52.78,0.0,1.6,Other
ME-01,1,62.42,32.58,5.0,0.0,
ME-01,2,64.52,34.48,0.0,1.0,Other
ME-02,1,44.69,50.31,5.0,0.0,
ME-02,2,46.79,52.21,0.0,1.0,Other
