code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
MI-01,district,MI,-21.16,4.82,-16.34,-21.52,49.2,47.6,1.6,2.2,91.5,1.4,1.6,0.9,4.5,0.1
MI-02,district,MI,-29.82,4.82,-25.0,-30.54,52.7,44.0,8.7,2.0,89.8,2.8,3.8,0.9,2.7,0.1
MI-03,district,MI,7.85,4.82,12.67,7.95,36.4,60.4,-24.0,1.3,73.8,11.7,8.8,3.5,2.1,0.1
MI-04,district,MI,-5.33,4.82,-0.51,-5.61,42.1,54.6,-12.5,1.6,78.5,9.0,7.1,2.9,2.3,0.1
MI-05,district,MI,-26.57,4.82,-21.75,-27.41,51.3,45.4,6.0,2.0,87.1,4.9,4.2,1.2,2.5,0.1
MI-06,district,MI,24.58,4.82,29.4,23.92,29.3,67.4,-38.1,1.4,71.7,10.9,4.3,11.1,1.8,0.1
MI-07,district,MI,-0.82,4.82,4.0,-1.33,40.3,56.4,-16.2,1.8,82.3,6.8,4.8,3.8,2.2,0.1
MI-08,district,MI,-0.81,4.82,4.01,-2.01,40.5,56.3,-15.8,2.2,76.5,15.2,4.5,1.5,2.3,0.1
MI-09,district,MI,-32.12,4.82,-27.3,-32.75,53.7,43.0,10.7,2.1,90.3,2.7,3.2,1.7,2.0,0.1
MI-10,district,MI,-5.44,4.82,-0.62,-6.68,42.4,54.4,-12.0,2.1,76.0,13.1,2.6,6.5,1.7,0.1
MI-11,district,MI,17.18,4.82,22.0,16.42,32.6,64.2,-31.6,1.6,71.1,13.7,4.5,9.2,1.5,0.1
MI-12,district,MI,42.02,4.82,46.84,39.62,22.7,74.1,-51.4,2.9,47.3,45.6,2.8,2.6,1.6,0.1
MI-13,district,MI,44.59,4.82,49.41,42.28,21.1,75.6,-54.5,2.1,39.2,46.5,8.7,3.4,2.1,0.1
MN-01,district,MN,-11.68,4.82,-6.86,-12.23,44.8,51.9,-7.0,1.7,85.8,3.7,5.7,3.2,1.4,0.2
MN-02,district,MN,5.99,4.82,10.81,5.95,37.2,59.5,-22.3,1.4,79.3,6.2,6.4,6.2,1.8,0.1
MN-03,district,MN,21.33,4.82,26.15,21.72,30.8,66.0,-35.2,1.6,76.0,9.1,4.3,8.9,1.5,0.1
MN-04,district,MN,36.96,4.82,41.78,36.47,23.9,72.9,-49.0,1.0,67.8,11.0,6.2,12.8,2.1,0.2
MN-05,district,MN,63.83,4.82,68.65,63.54,12.5,84.2,-71.7,1.2,65.0,16.5,8.5,7.1,2.8,0.2
MN-06,district,MN,-19.84,4.82,-15.02,-20.07,48.5,48.2,0.2,2.0,87.3,4.4,3.1,3.5,1.6,0.1
MN-07,district,MN,-36.22,4.82,-31.4,-37.1,55.4,41.3,14.1,2.0,90.9,1.6,4.1,1.1,2.1,0.2
MN-08,district,MN,-13.67,4.82,-8.85,-14.53,46.0,50.8,-4.8,2.2,90.0,1.6,1.5,1.2,5.6,0.1
MO-01,district,MO,59.05,4.82,63.87,58.61,15.3,81.5,-66.2,2.7,45.1,44.9,3.9,4.2,1.8,0.1
MO-02,district,MO,-11.75,4.82,-6.93,-11.57,45.0,51.7,-6.7,2.0,86.6,3.6,2.4,5.2,2.0,0.1
MO-03,district,MO,-20.09,4.82,-15.27,-20.27,48.6,48.1,0.5,2.0,84.9,6.4,3.2,3.1,2.4,0.1
MO-04,district,MO,-20.95,4.82,-16.13,-21.37,48.9,47.9,1.0,1.9,81.9,7.7,4.8,2.2,3.1,0.2
MO-05,district,MO,-17.39,4.82,-12.57,-18.62,47.3,49.4,-2.1,1.8,69.8,17.9,7.0,1.6,3.2,0.4
MO-06,district,MO,-26.63,4.82,-21.81,-27.0,51.3,45.5,5.8,1.8,84.1,5.7,4.8,2.3,2.7,0.4
MO-07,district,MO,-42.99,4.82,-38.17,-43.18,58.2,38.6,19.6,1.7,85.4,2.6,5.0,1.9,4.6,0.4
MO-08,district,MO,-53.57,4.82,-48.75,-54.42,63.0,33.8,29.2,2.3,89.0,4.7,2.0,1.1,3.1,0.1
MS-01,district,MS,-36.17,4.82,-31.35,-37.53,55.7,41.0,14.7,2.6,66.9,27.1,3.1,1.3,1.6,0.1
MS-02,district,MS,22.22,4.82,27.04,20.59,31.4,65.4,-34.0,3.5,34.2,61.9,2.1,0.8,1.1,0.1
MS-03,district,MS,-28.33,4.82,-23.51,-29.5,52.5,44.2,8.3,2.8,61.6,32.5,2.4,1.5,2.0,0.1
MS-04,district,MS,-41.95,4.82,-37.13,-43.01,58.0,38.7,19.3,2.3,68.2,22.7,4.5,2.3,2.2,0.2
MT-01,district,MT,-10.93,4.82,-6.11,-11.92,44.6,52.1,-7.5,1.8,87.5,0.7,3.6,1.5,6.5,0.2
MT-02,district,MT,-29.81,4.82,-24.99,-30.51,52.6,44.1,8.4,1.7,84.8,1.0,3.5,1.3,9.2,0.2
NC-01,district,NC,-10.12,4.82,-5.3,-11.71,44.6,52.1,-7.6,2.5,59.5,32.2,4.6,1.3,2.2,0.2
NC-02,district,NC,34.76,4.82,39.58,34.41,24.8,71.9,-47.1,1.1,56.5,23.8,10.9,6.8,1.8,0.1
NC-03,district,NC,-12.19,4.82,-7.37,-13.76,45.0,51.7,-6.7,1.5,55.6,29.1,10.4,2.2,2.3,0.3
NC-04,district,NC,46.49,4.82,51.31,46.04,19.7,77.0,-57.3,0.9,55.5,21.6,9.7,11.2,1.8,0.1
NC-05,district,NC,-16.93,4.82,-12.11,-17.92,47.2,49.5,-2.4,1.9,70.4,18.6,6.4,2.4,2.0,0.1
NC-06,district,NC,-17.06,4.82,-12.24,-17.36,47.0,49.7,-2.7,1.5,65.8,19.2,8.8,3.7,2.3,0.1
NC-07,district,NC,-13.15,4.82,-8.33,-14.02,45.6,51.2,-5.6,1.8,67.2,20.0,6.6,1.9,4.2,0.2
NC-08,district,NC,-19.14,4.82,-14.32,-19.62,47.9,48.9,-1.0,1.4,63.4,17.6,7.8,3.7,7.4,0.1
NC-09,district,NC,-15.45,4.82,-10.63,-16.03,46.3,50.5,-4.2,1.3,61.5,22.1,10.4,2.5,3.2,0.3
NC-10,district,NC,-17.25,4.82,-12.43,-17.89,47.1,49.6,-2.5,1.4,69.2,16.5,9.2,2.8,2.2,0.1
NC-11,district,NC,-9.96,4.82,-5.14,-9.61,44.1,52.6,-8.5,1.6,84.9,3.9,6.2,1.3,3.5,0.2
NC-12,district,NC,48.09,4.82,52.91,47.04,19.0,77.7,-58.7,0.8,38.9,37.8,14.9,6.3,2.0,0.1
NC-13,district,NC,-16.7,4.82,-11.88,-16.71,46.8,49.9,-3.1,1.4,65.8,19.3,10.6,1.6,2.4,0.2
NC-14,district,NC,-15.5,4.82,-10.68,-15.22,46.4,50.3,-3.9,1.6,70.6,15.9,7.3,4.0,2.2,0.1
ND-01,district,ND,-36.76,4.82,-31.94,-37.39,55.6,41.1,14.4,1.8,84.5,3.6,3.6,2.2,5.9,0.2
NE-01,district,NE,-13.06,4.82,-8.24,-13.23,45.2,51.6,-6.4,1.2,81.0,4.0,9.0,3.7,2.1,0.2
NE-02,district,NE,4.8,4.82,9.62,4.68,37.5,59.2,-21.8,1.0,71.6,10.5,10.5,4.9,2.3,0.2
NE-03,district,NE,-53.98,4.82,-49.16,-54.43,62.6,34.2,28.4,1.1,84.4,1.6,10.0,1.1,2.8,0.2
NH-01,district,NH,2.66,4.82,7.48,2.02,38.9,57.9,-19.0,1.9,89.7,2.1,3.5,3.0,1.6,0.1
NH-02,district,NH,4.67,4.82,9.49,3.63,38.0,58.7,-20.7,1.9,89.5,1.8,3.6,3.1,1.8,0.1
NJ-01,district,NJ,20.58,4.82,25.4,19.0,30.7,66.0,-35.3,0.8,62.2,17.6,12.5,5.9,1.6,0.2
NJ-02,district,NJ,-11.32,4.82,-6.5,-13.29,44.1,52.6,-8.5,0.5,66.6,12.5,14.6,4.2,1.9,0.2
NJ-03,district,NJ,9.33,4.82,14.15,7.92,35.5,61.2,-25.7,0.9,65.5,14.1,9.7,9.1,1.4,0.1
NJ-04,district,NJ,-29.34,4.82,-24.52,-31.01,52.1,44.6,7.5,1.2,82.2,4.2,9.1,3.3,1.1,0.1
NJ-05,district,NJ,3.72,4.82,8.54,1.29,37.2,59.5,-22.3,-0.5,60.6,7.0,14.8,16.5,1.0,0.1
NJ-06,district,NJ,9.51,4.82,14.33,6.23,34.2,62.5,-28.3,-1.5,44.6,12.6,21.8,19.5,1.4,0.1
NJ-07,district,NJ,-1.06,4.82,3.76,-1.9,39.8,56.9,-17.1,0.6,73.5,5.9,10.8,8.7,1.1,0.1
NJ-08,district,NJ,33.55,4.82,38.37,28.85,22.4,74.3,-51.9,-4.8,26.1,10.9,47.6,13.0,2.2,0.2
NJ-09,district,NJ,3.87,4.82,8.69,-1.3,35.8,60.9,-25.1,-3.2,39.7,10.6,37.9,9.8,1.9,0.2
NJ-10,district,NJ,52.45,4.82,57.27,48.73,16.9,79.8,-62.8,0.4,19.9,51.6,19.6,7.3,1.4,0.2
NJ-11,district,NJ,9.79,4.82,14.61,7.93,34.8,61.9,-27.2,-0.2,63.6,7.8,15.1,12.4,1.0,0.1
NJ-12,district,NJ,26.17,4.82,30.99,23.58,27.4,69.3,-41.9,-1.0,42.9,17.4,18.9,19.2,1.4,0.2
NM-01,district,NM,13.35,4.82,18.17,13.0,31.9,64.8,-33.0,-3.0,48.4,3.6,36.8,3.8,7.1,0.3
NM-02,district,NM,0.29,4.82,5.11,-1.84,36.2,60.5,-24.3,-5.4,32.5,2.8,54.9,1.8,7.8,0.3
NM-03,district,NM,6.98,4.82,11.8,5.32,34.3,62.5,-28.2,-3.7,37.9,1.9,39.1,1.7,19.2,0.2
NV-01,district,NV,4.23,4.82,9.05,2.3,36.1,60.7,-24.6,-2.4,42.8,11.4,31.4,10.1,2.9,1.4
NV-02,district,NV,-13.48,4.82,-8.66,-14.26,44.5,52.3,-7.8,-0.6,66.3,2.8,19.6,5.9,4.5,0.9
NV-03,district,NV,1.28,4.82,6.1,-0.75,37.9,58.9,-21.0,-1.3,46.1,11.0,18.4,20.4,2.2,1.9
NV-04,district,NV,4.28,4.82,9.1,2.37,36.3,60.4,-24.1,-1.9,40.4,17.6,29.8,7.7,3.1,1.5
NY-01,district,NY,-8.67,4.82,-3.85,-10.19,43.0,53.7,-10.7,0.5,74.6,5.4,12.9,5.7,1.3,0.1
NY-02,district,NY,-11.64,4.82,-6.82,-14.08,43.6,53.1,-9.6,-0.8,59.0,11.2,24.1,3.8,1.8,0.1
NY-03,district,NY,-0.83,4.82,3.99,-4.35,39.0,57.7,-18.8,-0.8,57.0,4.8,13.6,23.6,0.9,0.1
NY-04,district,NY,4.36,4.82,9.18,1.29,37.0,59.7,-22.7,-0.3,52.2,18.7,20.0,7.7,1.3,0.1
NY-05,district,NY,48.06,4.82,52.88,42.8,18.4,78.3,-59.9,-0.4,13.1,46.9,19.4,17.3,2.8,0.5
NY-06,district,NY,12.73,4.82,17.55,6.53,31.8,65.0,-33.2,-3.7,23.7,5.5,23.2,45.8,1.5,0.2
NY-07,district,NY,51.57,4.82,56.39,47.19,15.7,81.0,-65.3,-2.9,35.3,13.9,33.6,14.6,2.3,0.3
NY-08,district,NY,48.12,4.82,52.94,44.77,19.0,77.7,-58.7,0.8,27.9,46.2,14.4,9.8,1.3,0.2
NY-09,district,NY,44.87,4.82,49.69,41.39,20.6,76.1,-55.4,1.3,29.8,47.7,10.9,10.2,1.2,0.2
NY-10,district,NY,64.76,4.82,69.58,61.89,10.8,85.9,-75.1,-1.4,48.7,8.0,18.1,23.4,1.5,0.3
NY-11,district,NY,-20.84,4.82,-16.02,-24.83,47.4,49.3,-1.9,-1.0,53.0,8.0,16.1,21.2,1.4,0.2
NY-12,district,NY,66.94,4.82,71.76,64.9,10.7,86.1,-75.4,0.1,65.8,6.5,10.9,15.7,0.9,0.3
NY-13,district,NY,65.26,4.82,70.08,60.27,9.5,87.2,-77.7,-3.6,15.2,30.3,45.5,6.0,2.6,0.3
NY-14,district,NY,38.62,4.82,43.44,32.37,20.4,76.4,-56.0,-4.6,19.0,18.2,47.1,12.5,2.9,0.3
NY-15,district,NY,54.89,4.82,59.71,48.81,14.0,82.7,-68.7,-3.4,9.3,38.1,45.9,3.9,2.5,0.3
NY-16,district,NY,36.22,4.82,41.04,33.31,23.1,73.6,-50.5,-1.1,40.4,24.5,26.1,7.2,1.7,0.2
NY-17,district,NY,2.86,4.82,7.68,0.56,37.8,59.0,-21.2,-0.2,65.2,9.3,18.2,5.9,1.3,0.1
NY-18,district,NY,4.4,4.82,9.22,3.35,37.4,59.4,-22.0,0.3,65.9,12.2,15.9,3.8,2.0,0.1
NY-19,district,NY,2.28,4.82,7.1,1.8,38.9,57.9,-19.0,1.6,82.0,5.6,5.9,4.3,2.0,0.1
NY-20,district,NY,15.3,4.82,20.12,14.32,33.3,63.4,-30.1,1.5,75.0,10.6,6.0,6.4,1.9,0.2
NY-21,district,NY,-19.65,4.82,-14.83,-20.76,48.5,48.3,0.2,2.1,89.1,3.6,3.2,1.3,2.7,0.1
NY-22,district,NY,8.5,4.82,13.32,7.69,36.4,60.4,-24.0,1.8,79.1,9.8,4.7,4.4,2.0,0.1
NY-23,district,NY,-20.86,4.82,-16.04,-21.19,49.0,47.8,1.2,2.1,90.4,2.9,3.0,1.4,2.2,0.1
NY-24,district,NY,-22.71,4.82,-17.89,-23.24,49.7,47.0,2.8,2.1,89.7,3.4,3.5,1.1,2.2,0.1
NY-25,district,NY,19.13,4.82,23.95,18.65,31.7,65.1,-33.4,1.5,70.3,15.4,7.8,4.9,1.4,0.1
NY-26,district,NY,20.69,4.82,25.51,19.56,31.1,65.6,-34.5,1.7,68.1,18.3,6.0,5.9,1.6,0.1
OH-01,district,OH,-1.9,4.82,2.92,-2.62,41.0,55.8,-14.8,2.2,72.3,18.4,3.1,4.4,1.7,0.1
OH-02,district,OH,-41.46,4.82,-36.64,-42.48,57.9,38.9,19.0,2.4,92.6,2.8,1.3,1.0,2.3,0.1
OH-03,district,OH,41.54,4.82,46.36,40.65,22.4,74.4,-52.0,1.9,59.2,27.1,5.3,6.5,1.7,0.1
OH-04,district,OH,-42.22,4.82,-37.4,-43.01,58.1,38.6,19.5,2.3,88.1,6.1,2.2,1.6,1.9,0.2
OH-05,district,OH,-22.91,4.82,-18.09,-23.97,49.7,47.1,2.6,1.8,84.8,5.7,6.1,1.4,1.9,0.1
OH-06,district,OH,-33.22,4.82,-28.4,-34.9,54.3,42.4,11.9,2.3,87.9,6.9,2.6,0.7,1.9,0.1
OH-07,district,OH,-10.64,4.82,-5.82,-11.15,44.6,52.2,-7.6,2.0,88.4,3.6,3.0,3.4,1.5,0.1
OH-08,district,OH,-15.64,4.82,-10.82,-15.78,46.7,50.0,-3.3,2.0,76.4,13.6,3.8,4.2,1.9,0.2
OH-09,district,OH,-9.32,4.82,-4.5,-10.68,44.0,52.8,-8.8,1.9,78.3,12.4,5.7,1.6,1.9,0.1
OH-10,district,OH,-7.27,4.82,-2.45,-7.86,43.3,53.5,-10.2,2.2,73.9,17.3,3.3,3.1,2.2,0.2
OH-11,district,OH,56.79,4.82,61.61,55.47,16.1,80.7,-64.6,2.3,44.1,43.9,6.8,3.6,1.5,0.1
OH-12,district,OH,-29.93,4.82,-25.11,-30.36,52.9,43.9,9.0,2.2,88.4,4.6,1.7,3.3,1.9,0.1
OH-13,district,OH,4.27,4.82,9.09,3.32,38.4,58.4,-20.0,2.3,78.2,13.9,2.2,3.7,1.9,0.1
OH-14,district,OH,-19.37,4.82,-14.55,-20.53,48.4,48.3,0.1,2.3,89.2,5.2,2.5,1.3,1.8,0.1
OH-15,district,OH,-9.42,4.82,-4.6,-10.11,44.0,52.8,-8.8,1.8,76.8,11.5,4.9,4.5,2.1,0.1
OK-01,district,OK,-22.16,4.82,-17.34,-22.0,48.7,48.0,0.7,0.5,61.6,10.2,11.3,3.8,12.9,0.2
OK-02,district,OK,-55.47,4.82,-50.65,-56.51,63.2,33.6,29.6,1.1,65.0,4.2,4.3,1.0,25.3,0.2
OK-03,district,OK,-45.19,4.82,-40.37,-45.69,58.2,38.6,19.6,-0.1,64.0,6.2,16.8,2.0,10.5,0.5
OK-04,district,OK,-33.22,4.82,-28.4,-33.57,53.7,43.1,10.6,1.0,67.4,9.1,8.3,3.4,11.5,0.4
OK-05,district,OK,-18.9,4.82,-14.08,-18.66,47.6,49.1,-1.4,1.1,65.2,13.0,8.1,4.1,9.4,0.2
OR-01,district,OR,39.57,4.82,44.39,39.2,22.2,74.5,-52.3,0.0,68.8,3.0,12.7,11.5,3.2,0.8
OR-02,district,OR,-27.33,4.82,-22.51,-27.9,51.0,45.7,5.3,0.7,79.0,1.2,11.9,1.9,5.4,0.6
OR-03,district,OR,48.17,4.82,52.99,47.61,18.7,78.0,-59.3,0.3,67.4,6.7,11.9,9.3,3.6,1.0
OR-04,district,OR,12.67,4.82,17.49,12.44,34.3,62.5,-28.2,1.2,81.7,1.6,7.4,4.1,4.6,0.6
OR-05,district,OR,8.9,4.82,13.72,8.92,35.8,60.9,-25.1,1.1,81.8,1.5,8.4,4.3,3.4,0.6
OR-06,district,OR,12.06,4.82,16.88,11.74,33.8,62.9,-29.2,-0.3,70.4,2.0,17.3,5.0,4.1,1.1
PA-01,district,PA,1.35,4.82,6.17,0.33,39.3,57.5,-18.2,1.6,82.5,4.5,5.0,6.7,1.1,0.1
PA-02,district,PA,38.58,4.82,43.4,36.13,22.3,74.4,-52.1,-0.6,40.5,25.7,21.7,10.4,1.4,0.2
PA-03,district,PA,79.48,4.82,84.3,78.22,6.4,90.3,-83.9,2.3,34.9,50.3,5.3,8.1,1.3,0.2
PA-04,district,PA,16.69,4.82,21.51,15.97,32.8,63.9,-31.1,1.7,78.6,9.0,4.8,6.4,1.0,0.1
PA-05,district,PA,29.91,4.82,34.73,28.94,27.3,69.5,-42.2,1.8,61.3,24.6,5.3,7.6,1.1,0.1
PA-06,district,PA,12.21,4.82,17.03,11.53,34.1,62.7,-28.6,0.5,72.0,7.3,13.9,5.2,1.5,0.1
PA-07,district,PA,-2.29,4.82,2.53,-3.24,40.2,56.6,-16.4,0.3,71.8,7.2,16.0,3.5,1.4,0.1
PA-08,district,PA,-7.4,4.82,-2.58,-8.58,42.7,54.0,-11.3,1.1,77.6,7.6,10.8,2.4,1.4,0.1
PA-09,district,PA,-37.92,4.82,-33.1,-38.27,56.1,40.6,15.5,1.9,89.6,3.1,4.7,1.2,1.4,0.1
PA-10,district,PA,-5.13,4.82,-0.31,-5.29,41.9,54.8,-12.9,1.4,74.3,11.4,7.8,4.9,1.5,0.1
PA-11,district,PA,-21.57,4.82,-16.75,-21.57,48.9,47.8,1.1,1.5,83.8,4.5,7.7,2.5,1.3,0.1
PA-12,district,PA,19.79,4.82,24.61,19.36,31.8,65.0,-33.2,2.2,75.9,15.1,2.4,5.2,1.2,0.1
PA-13,district,PA,-45.64,4.82,-40.82,-45.91,59.5,37.2,22.4,2.2,91.6,3.0,2.9,1.0,1.5,0.1
PA-14,district,PA,-32.91,4.82,-28.09,-33.59,54.3,42.5,11.8,2.5,92.4,4.0,1.3,0.9,1.3,0.1
PA-15,district,PA,-37.75,4.82,-32.93,-38.3,56.2,40.5,15.7,2.2,91.3,2.6,2.1,2.5,1.4,0.1
PA-16,district,PA,-22.29,4.82,-17.47,-22.97,49.7,47.1,2.6,2.3,89.9,4.9,2.1,1.6,1.4,0.1
PA-17,district,PA,5.67,4.82,10.49,5.56,37.8,59.0,-21.2,2.3,84.7,8.4,2.0,3.6,1.2,0.1
RI-01,district,RI,24.25,4.82,29.07,22.62,28.9,67.9,-39.0,0.3,67.5,10.1,15.9,4.5,1.8,0.2
RI-02,district,RI,8.38,4.82,13.2,6.97,35.8,60.9,-25.0,0.7,76.1,5.7,12.4,3.8,1.9,0.2
SC-01,district,SC,-12.46,4.82,-7.64,-13.29,45.3,51.5,-6.2,1.8,71.2,17.4,6.8,2.5,1.9,0.2
SC-02,district,SC,-13.6,4.82,-8.78,-14.16,45.9,50.9,-5.0,2.1,63.7,25.3,5.9,2.7,2.2,0.2
SC-03,district,SC,-42.12,4.82,-37.3,-43.62,58.0,38.7,19.3,2.2,74.0,17.6,4.7,1.5,2.1,0.1
SC-04,district,SC,-22.97,4.82,-18.15,-23.95,49.6,47.2,2.4,1.5,66.9,19.0,9.0,3.1,2.0,0.1
SC-05,district,SC,-21.91,4.82,-17.09,-23.1,49.5,47.2,2.3,2.3,66.4,24.6,4.5,2.3,2.1,0.1
SC-06,district,SC,25.65,4.82,30.47,23.24,29.5,67.3,-37.8,2.7,44.3,46.6,5.3,2.1,1.6,0.2
SC-07,district,SC,-24.62,4.82,-19.8,-26.62,50.7,46.0,4.7,2.4,67.1,25.4,4.0,1.4,2.0,0.1
SD-01,district,SD,-29.31,4.82,-24.49,-29.98,52.4,44.4,8.0,1.7,83.1,2.2,3.6,1.9,9.1,0.2
TN-01,district,TN,-57.65,4.82,-52.83,-58.44,64.6,32.2,32.4,2.0,89.8,2.7,3.8,1.1,2.5,0.1
TN-02,district,TN,-33.55,4.82,-28.73,-34.33,54.3,42.5,11.8,1.9,84.5,6.3,4.4,2.2,2.5,0.1
TN-03,district,TN,-35.33,4.82,-30.51,-36.21,55.0,41.7,13.4,2.0,79.9,10.4,4.8,1.9,2.8,0.1
TN-04,district,TN,-22.48,4.82,-17.66,-24.28,49.1,47.6,1.5,1.1,67.1,15.5,11.1,3.7,2.4,0.1
TN-05,district,TN,-20.62,4.82,-15.8,-23.39,49.0,47.7,1.3,2.4,63.5,27.8,4.7,1.7,2.0,0.2
TN-06,district,TN,-25.43,4.82,-20.61,-26.87,50.8,46.0,4.8,1.9,79.1,10.6,5.5,2.4,2.3,0.1
TN-07,district,TN,-21.72,4.82,-16.9,-22.73,49.2,47.5,1.7,1.9,74.8,14.4,5.8,2.5,2.3,0.2
TN-08,district,TN,-19.55,4.82,-14.73,-20.43,48.4,48.3,0.1,2.1,62.7,26.5,5.7,3.1,1.8,0.1
TN-09,district,TN,-18.61,4.82,-13.79,-21.42,48.1,48.7,-0.6,2.3,58.1,31.6,5.6,2.8,1.8,0.1
TX-01,district,TX,-48.58,4.82,-43.76,-49.91,60.1,36.6,23.5,0.8,62.9,18.5,14.2,1.5,2.7,0.1
TX-02,district,TX,-23.24,4.82,-18.42,-23.13,48.3,48.5,-0.2,-1.3,52.1,12.2,25.5,7.2,2.7,0.3
TX-03,district,TX,-23.24,4.82,-18.42,-23.98,48.7,48.0,0.7,-0.4,57.4,11.3,17.1,11.1,2.9,0.2
TX-04,district,TX,-24.11,4.82,-19.29,-25.16,49.4,47.4,2.0,0.1,60.6,9.8,10.9,15.6,2.9,0.2
TX-05,district,TX,-20.87,4.82,-16.05,-21.84,47.4,49.3,-1.9,-1.0,50.8,16.3,25.9,3.8,3.0,0.2
TX-06,district,TX,-22.89,4.82,-18.07,-23.28,48.0,48.7,-0.7,-1.5,50.1,12.7,27.9,5.8,3.1,0.3
TX-07,district,TX,26.31,4.82,31.13,24.12,26.4,70.3,-43.9,-2.9,30.7,16.2,32.3,18.6,2.1,0.2
TX-08,district,TX,-25.8,4.82,-20.98,-27.99,49.0,47.7,1.3,-1.9,41.3,17.3,30.8,7.6,2.8,0.2
TX-09,district,TX,-16.82,4.82,-12.0,-20.07,43.5,53.2,-9.8,-5.4,27.6,10.0,57.4,1.9,2.9,0.1
TX-10,district,TX,-21.42,4.82,-16.6,-22.93,48.0,48.7,-0.7,-0.3,62.2,9.9,18.8,6.6,2.4,0.2
TX-11,district,TX,-33.96,4.82,-29.14,-34.78,52.2,44.5,7.7,-2.5,50.5,7.0,34.9,4.6,2.7,0.2
TX-12,district,TX,-22.99,4.82,-18.17,-24.15,48.0,48.8,-0.8,-1.7,53.2,9.8,29.5,4.3,2.9,0.2
TX-13,district,TX,-46.47,4.82,-41.65,-46.67,58.3,38.4,19.9,-0.9,61.3,7.6,24.4,3.1,3.4,0.2
TX-14,district,TX,-23.9,4.82,-19.08,-24.57,48.9,47.8,1.1,-0.6,53.1,16.3,21.4,6.6,2.4,0.2
TX-15,district,TX,-13.01,4.82,-8.19,-18.02,40.4,56.3,-15.9,-8.3,17.7,1.9,77.4,1.3,1.6,0.1
TX-16,district,TX,21.85,4.82,26.67,16.63,25.5,71.2,-45.7,-8.5,12.7,4.0,78.5,2.1,2.4,0.3
TX-17,district,TX,-20.84,4.82,-16.02,-21.95,47.6,49.1,-1.5,-0.6,58.5,11.3,21.3,5.8,2.8,0.2
TX-18,district,TX,58.36,4.82,63.18,55.72,13.5,83.2,-69.7,-1.5,14.4,44.0,31.4,8.0,2.0,0.2
TX-19,district,TX,-50.95,4.82,-46.13,-52.17,59.6,37.2,22.4,-2.3,53.1,7.3,34.4,2.4,2.6,0.2
TX-20,district,TX,31.95,4.82,36.77,28.88,22.2,74.6,-52.4,-6.6,17.8,10.4,64.7,3.7,3.0,0.3
TX-21,district,TX,-21.29,4.82,-16.47,-22.09,47.1,49.7,-2.6,-2.0,56.3,4.8,31.3,4.2,2.7,0.7
TX-22,district,TX,-21.87,4.82,-17.05,-22.66,47.4,49.4,-2.0,-1.9,45.5,11.3,26.8,14.2,2.2,0.1
TX-23,district,TX,-12.94,4.82,-8.12,-14.97,41.9,54.9,-13.0,-5.4,32.8,5.1,55.8,3.7,2.2,0.3
TX-24,district,TX,-16.17,4.82,-11.35,-16.39,45.8,50.9,-5.1,-0.2,63.0,7.7,15.8,10.4,2.6,0.5
TX-25,district,TX,-22.54,4.82,-17.72,-24.34,48.3,48.4,-0.1,-0.6,50.3,19.6,23.5,3.5,2.8,0.2
TX-26,district,TX,-23.58,4.82,-18.76,-24.12,48.9,47.9,1.0,-0.4,58.5,10.6,17.9,9.7,3.1,0.2
TX-27,district,TX,-20.73,4.82,-15.91,-21.44,46.3,50.4,-4.1,-3.0,47.6,7.4,40.0,2.2,2.6,0.2
TX-28,district,TX,-3.58,4.82,1.24,-10.45,35.7,61.1,-25.4,-9.8,8.5,0.7,88.4,0.8,1.5,0.1
TX-29,district,TX,34.46,4.82,39.28,30.84,22.0,74.7,-52.7,-4.7,12.4,26.4,53.9,4.0,3.0,0.3
TX-30,district,TX,50.28,4.82,55.1,47.81,17.0,79.7,-62.7,-1.3,15.1,45.6,31.6,5.1,2.5,0.2
TX-31,district,TX,-21.67,4.82,-16.85,-22.14,48.1,48.6,-0.6,-0.3,55.9,15.2,20.2,4.9,3.0,0.9
TX-32,district,TX,-16.67,4.82,-11.85,-18.11,45.7,51.1,-5.4,-0.9,51.9,13.4,21.5,10.2,2.8,0.2
TX-33,district,TX,36.33,4.82,41.15,33.34,21.4,75.4,-54.0,-4.4,26.2,15.3,49.1,6.2,3.1,0.1
TX-34,district,TX,-6.22,4.82,-1.4,-10.22,37.9,58.9,-21.0,-7.7,21.0,2.4,72.7,2.0,1.8,0.1
TX-35,district,TX,-8.59,4.82,-3.77,-10.56,40.3,56.4,-16.2,-4.8,33.7,8.0,52.5,2.5,2.9,0.3
TX-36,district,TX,-23.62,4.82,-18.8,-25.28,48.7,48.1,0.6,-0.9,48.0,18.5,23.6,7.4,2.3,0.1
TX-37,district,TX,59.19,4.82,64.01,57.7,12.7,84.1,-71.4,-2.5,46.3,9.3,33.4,8.0,2.8,0.2
TX-38,district,TX,-20.96,4.82,-16.14,-21.3,47.3,49.5,-2.2,-1.4,51.2,10.6,24.1,11.5,2.4,0.2
UT-01,district,UT,25.11,4.82,29.93,24.33,28.0,68.8,-40.8,-0.8,65.6,2.8,20.7,5.9,2.6,2.4
