race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.1194
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.3325
AK-SEN,50.58,44.98,0.0,,0.0,3.88,8,0.1221
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0146
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.8507
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.1114
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0141
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.1231
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.2068
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0016
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.2279
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0116
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0017
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.7405
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.2078
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.2031
FL-GOV,39.47,44.17,0.28,IND,0.0,0.0,12,0.2291
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.3373
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.4353
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0778
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0005
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.4886
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.2387
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.6752
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.2474
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,0.2558
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0188
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.0844
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.63
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0335
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.3834
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1579
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0508
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.403
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0139
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.1281
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0655
MI-GOV,37.03,30.32,17.84,IND,0.0,0.0,14,0.1585
MI-SEN,40.79,43.28,0.0,,0.0,0.0,7,0.2445
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1678
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0986
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.0368
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.4665
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.7937
NC-01,41.15,40.7,1.36,LIB,0.0,0.0,2,0.3928
