race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.6156
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.6015
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.1215
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0752
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.5743
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0725
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0385
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.1372
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.008
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0597
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0088
FL-GOV,35.05,39.25,2.82,IND,0.0,0.0,7,0.298
FL-SEN,38.0,46.0,0.0,,0.0,0.0,1,0.933
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.1381
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0025
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0508
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.2939
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0969
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.4353
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.1727
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.3642
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.2941
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.2618
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.6752
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0718
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0905
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.3376
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.2431
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1616
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.5
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.5085
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.1899
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.4886
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1366
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0463
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.262
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1189
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0367
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.1335
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0013
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.2707
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.1436
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.691
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.691
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.691
NY-GOV,50.21,32.6,1.55,LIB,0.0,0.0,8,0.3655
OH-GOV,49.69,44.11,0.0,,0.0,0.0,9,0.1246
OH-SEN,48.04,48.13,0.0,,0.0,0.0,6,0.1597
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.5117
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0351
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0127
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0453
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.4395
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.2636
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0078
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0175
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.5107
TX-SEN,45.38,45.48,0.71,LIB,0.0,0.0,6,0.3169
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0082
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.3647
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0272
