race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-3.22,42.4,57.6,Toss-up,-13.18,3.46,-13.8,10.58,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,47.62,50.78,1.6,112588,120074,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.15,1.7,98.3,Safe R,-29.63,3.46,-30.88,8.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.92,61.08,0.0,617163,968400,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.16,0.5,99.5,Safe R,-30.5,3.46,-31.57,4.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.42,63.58,0.0,305713,533744,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.64,70.5,29.5,Lean D,-4.25,3.46,-5.59,11.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,52.82,47.18,0.0,1253117,1119406,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,26.78,99.5,0.5,Safe D,23.32,3.46,20.82,5.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.39,36.61,0.0,7035478,4063065,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.48,96.9,3.1,Safe D,11.58,3.46,11.29,8.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.74,40.26,0.0,1335104,899817,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.77,94.6,5.4,Likely D,15.88,3.46,14.76,2.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.38,41.62,0.0,718779,512361,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.09,28.0,72.0,Lean R,-10.56,3.46,-13.22,7.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.32,36.97,10,-1.6499999999999986,0.25,46.95,53.05,0.0,3594295,4060531,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.11,34.7,65.3,Lean R,-1.71,3.46,-2.21,-1.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.95,52.05,0.0,1762082,1912964,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.85,99.8,0.2,Safe D,25.73,3.46,23.56,7.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.43,34.57,0.0,236645,125046,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,2.22,58.4,41.6,Toss-up,-12.1,3.46,-13.45,15.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,51.11,48.89,0.0,595168,569287,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.18,0.0,100.0,Safe R,-36.28,3.46,-37.52,-7.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.41,72.59,0.0,173646,459896,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,16.94,94.7,5.3,Likely D,12.91,3.46,11.14,5.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.47,41.53,0.0,2312418,1642319,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.65,8.1,91.9,Likely R,-16.26,3.46,-16.41,1.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.67,57.33,0.0,396577,532736,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.39,99.9,0.1,Safe D,27.69,3.46,25.91,5.48,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.76,27.56,4,27.2,0.175,65.69,34.31,0.0,1597410,834157,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.75,100.0,0.0,Safe D,30.41,3.46,29.51,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.37,32.63,0.0,1432902,693932,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,10.95,85.3,14.7,Likely D,7.49,3.46,7.09,3.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55.48,44.52,0.0,322858,259105,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.17,83.5,16.5,Likely D,-0.36,3.46,-1.44,11.61,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.57,37.78,11,1.7899999999999991,0.257,55.09,44.91,0.0,2183785,1780476,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,9.56,82.0,18.0,Likely D,4.94,3.46,4.34,5.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.55,34.74,3,16.809999999999995,0.15,54.78,45.22,0.0,1247704,1030040,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.54,2.5,97.5,Safe R,-20.75,3.46,-20.84,0.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.73,60.27,0.0,263428,399583,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.22,12.1,87.9,Likely R,3.66,3.46,2.82,-15.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.85,48.5,3,-9.649999999999999,0.15,43.89,56.11,0.0,253837,324495,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,4.53,66.8,33.2,Lean D,7.45,3.46,6.14,-1.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.26,47.74,0.0,337820,308558,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.06,57.8,42.2,Toss-up,-1.54,3.46,-3.15,5.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.8,43.69,3,-1.8900000000000006,0.15,51.03,48.97,0.0,530258,508809,0,0,1039067
