race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.95,50.05,8.0,0.0,
AK-GOV,2,45.31,53.09,0.0,1.6,Other
AK-SEN,1,45.57,46.43,8.0,0.0,
AK-SEN,2,48.93,49.47,0.0,1.6,Other
ME-SEN,1,48.4,46.6,5.0,0.0,
ME-SEN,2,50.5,48.5,0.0,1.0,Other
AK-01,1,42.55,49.45,8.0,0.0,
AK-01,2,46.15,52.25,0.0,1.6,Other
ME-01,1,62.8,32.2,5.0,0.0,
ME-01,2,64.9,34.1,0.0,1.0,Other
ME-02,1,45.01,49.99,5.0,0.0,
ME-02,2,47.11,51.89,0.0,1.0,Other
