race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-0.28,48.6,51.4,Toss-up,-11.63,5.44,-2.93,0.21,4.11,-1.06,-13.8,13.52,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.45,44.36,10,5.04,0.25,8661662,6500847,0,49.06,49.34,1.6,116010,116653,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.53,1.2,98.8,Safe R,-27.02,5.44,-23.53,-2.4,0.93,-0.48,-30.88,7.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,38.24,61.76,0.0,606245,979318,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.52,0.7,99.3,Safe R,-29.03,5.44,-26.67,-0.9,-1.67,-0.51,-31.57,6.05,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,37.24,62.76,0.0,312622,526835,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,26.35,99.4,0.6,Safe D,14.05,5.44,26.35,3.32,3.55,-0.01,11.29,15.06,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,63.18,36.82,0.0,1411952,822969,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,25.27,99.2,0.8,Safe D,15.61,5.44,25.27,2.84,1.67,-0.28,14.84,10.43,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.64,37.36,0.0,223953,133589,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.38,33.7,66.3,Lean R,-8.4,5.44,-4.14,-0.02,-1.67,0.51,-13.22,8.84,False,False,,,0.0,0.0,,,0.0,projected,confirmed,41.55,45.86,9,-5.14,0.242,8188392,8407064,0,47.81,52.19,0.0,3659665,3995161,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.14,87.9,12.1,Likely D,0.02,5.44,13.94,1.88,6.73,-0.12,-2.21,14.34,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,56.07,43.93,0.0,2060513,1614533,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-0.31,48.8,51.2,Toss-up,-7.77,5.44,-0.78,3.19,-0.93,-0.71,-13.45,13.14,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,48.53,48.84,2.63,565157,568672,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.77,0.0,100.0,Safe R,-37.82,5.44,-38.77,-2.93,-2.97,-0.49,-37.52,-1.25,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,30.61,69.39,0.0,193956,439587,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.76,97.7,2.3,Safe D,14.78,5.44,20.76,0.53,0.0,0.0,11.14,9.62,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,60.38,39.62,0.0,2387829,1566908,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-13.28,10.1,89.9,Likely R,-14.97,5.44,-14.21,-3.16,-1.09,-0.43,-16.41,3.13,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,43.36,56.64,0.0,402949,526365,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.72,0.2,99.8,Safe R,-30.03,5.44,-32.23,-2.04,-4.86,-0.75,-31.03,1.3,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,35.14,64.86,0.0,510267,941902,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-25.22,0.8,99.2,Safe R,-21.33,5.44,-25.22,-1.95,-7.1,-0.28,-22.36,-2.86,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,37.39,62.61,0.0,525271,879611,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,34.35,100.0,0.0,Safe D,29.29,5.44,36.79,0.73,1.67,-0.34,25.91,8.44,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.1,30.99,5,24.26,0.194,3804689,1400141,0,67.18,32.82,0.0,1633412,798155,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,1.99,54.4,45.6,Toss-up,8.71,5.44,-0.15,0.22,-13.55,-0.97,7.09,-5.1,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,48.76,41.6,16,7.16,0.28,16312222,12165046,0,50.49,48.51,1.0,293812,282330,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,6.61,73.8,26.2,Lean D,3.28,5.44,8.53,-0.0,0.44,-0.63,-1.44,8.05,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.11,42.15,8,0.31,0.233,7646728,7676445,0,53.3,46.7,0.0,2113147,1851115,0,0,3964262
