race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.95,50.05,8.0,0.0,
AK-GOV,2,45.31,53.09,0.0,1.6,Other
AK-SEN,1,45.54,46.46,8.0,0.0,
AK-SEN,2,48.9,49.5,0.0,1.6,Other
ME-SEN,1,48.27,46.73,5.0,0.0,
ME-SEN,2,50.37,48.63,0.0,1.0,Other
AK-01,1,42.45,49.55,8.0,0.0,
AK-01,2,46.05,52.35,0.0,1.6,Other
ME-01,1,62.73,32.27,5.0,0.0,
ME-01,2,64.83,34.17,0.0,1.0,Other
ME-02,1,44.96,50.04,5.0,0.0,
ME-02,2,47.06,51.94,0.0,1.0,Other
