race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.84,29.3,70.7,Lean R,-13.18,3.87,-13.8,3.96,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.36,54.04,1.6,104889,127774,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.76,1.8,98.2,Safe R,-29.63,3.87,-30.88,9.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.12,60.88,0.0,620258,965305,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.26,0.4,99.6,Safe R,-30.5,3.87,-31.57,4.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.37,63.63,0.0,305293,534164,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.12,75.3,24.7,Likely D,-4.25,3.87,-5.59,12.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.18,36.48,10,10.51,0.25,0,0,0,53.56,46.44,0.0,1270684,1101839,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.08,99.6,0.4,Safe D,23.32,3.87,20.82,7.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,64.04,35.96,0.0,7107619,3990925,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.82,97.1,2.9,Safe D,11.58,3.87,11.29,8.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.91,40.09,0.0,1338904,896018,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.63,96.3,3.7,Safe D,15.88,3.87,14.76,3.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.32,40.68,0.0,730272,500868,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.02,28.2,71.8,Lean R,-10.56,3.87,-13.22,7.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.52,43.95,11,-4.2,0.257,0,0,0,46.99,53.01,0.0,3596930,4057897,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.08,61.6,38.4,Lean D,-1.71,3.87,-2.21,5.29,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.0,43.0,1,9.0,0.15,0,0,0,51.54,48.46,0.0,1894157,1780889,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.8,99.8,0.2,Safe D,25.73,3.87,23.56,7.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.4,34.6,0.0,236555,125136,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,2.53,59.6,40.4,Toss-up,-12.1,3.87,-13.45,15.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,41.0,1,6.0,0.15,0,0,0,51.27,48.73,0.0,596982,567472,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.26,0.0,100.0,Safe R,-36.28,3.87,-37.52,-7.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.37,72.63,0.0,173393,460150,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.29,95.1,4.9,Safe D,12.91,3.87,11.14,6.16,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.65,41.35,0.0,2319309,1635428,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-12.82,10.9,89.1,Likely R,-16.26,3.87,-16.41,3.59,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.59,56.41,0.0,405065,524249,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.78,99.8,0.2,Safe D,27.69,3.87,25.91,4.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.67,30.79,3,21.88,0.15,0,0,0,65.39,34.61,0.0,1589975,841592,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.27,100.0,0.0,Safe D,30.41,3.87,29.51,5.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.63,32.37,0.0,1438453,688381,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,10.39,84.1,15.9,Likely D,7.49,3.87,7.09,3.31,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.2,44.8,0.0,321228,260734,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.45,84.2,15.8,Likely D,-0.36,3.87,-1.44,11.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.14,30.51,13,3.9,0.268,0,0,0,55.23,44.77,0.0,2189331,1774931,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,7.97,77.8,22.2,Likely D,4.94,3.87,4.34,3.62,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,53.98,46.02,0.0,1229595,1048149,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.71,3.6,96.4,Safe R,-20.75,3.87,-20.84,2.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,40.64,59.36,0.0,269465,393547,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.3,11.9,88.1,Likely R,3.66,3.87,2.82,-15.12,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,46.65,3,-7.64,0.15,0,0,0,43.85,56.15,0.0,253603,324729,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.06,71.9,28.1,Lean D,7.45,3.87,6.14,-0.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,53.03,46.97,0.0,342764,303613,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.65,60.1,39.9,Lean D,-1.54,3.87,-3.15,5.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,40.23,4,-1.67,0.175,0,0,0,51.33,48.67,0.0,533326,505741,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.1,89.6,10.4,Likely D,15.38,3.87,12.68,0.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.21,33.99,11,16.63,0.257,0,0,0,56.55,43.45,0.0,3287447,2526051,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-5.0,31.6,68.4,Lean R,-10.26,3.87,-11.31,6.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.06,46.99,12,0.84,0.262,0,0,0,47.5,52.5,0.0,1916844,2118668,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.21,0.1,99.9,Safe R,-34.68,3.87,-34.95,2.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,33.9,66.1,0.0,371575,724647,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.39,69.8,30.2,Lean D,15.34,3.87,14.89,-9.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,0,0,0,52.7,47.3,0.0,828262,743513,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,15.1,92.6,7.4,Likely D,-0.87,3.87,-1.75,16.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.74,35.45,5,19.29,0.194,0,0,0,57.55,42.45,0.0,2833454,2090163,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,19.83,97.1,2.9,Safe D,15.7,3.87,14.16,5.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,28.0,15.0,1,13.0,0.15,0,0,0,59.91,40.09,0.0,215303,144045,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.07,10.5,89.5,Likely R,-16.63,3.87,-18.12,5.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.46,56.54,0.0,775246,1008452,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-27.1,0.5,99.5,Safe R,-29.31,3.87,-29.98,2.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.45,63.55,0.0,108797,189676,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.18,2.1,97.9,Safe R,-28.63,3.87,-30.12,8.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.41,60.59,0.0,845271,1299488,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-9.48,18.2,81.8,Likely R,-12.03,3.87,-13.88,4.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.66,45.7,7,-6.1,0.223,0,0,0,45.26,54.74,0.0,3613119,4370050,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-26.16,0.6,99.4,Safe R,33.5,3.87,32.77,-58.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.92,63.08,0.0,95477,163118,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,8.51,79.3,20.7,Likely D,-0.25,3.87,-0.87,9.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.24,40.63,4,6.56,0.175,0,0,0,54.26,45.74,0.0,1299982,1096060,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-40.89,0.0,100.0,Safe R,-46.63,3.87,-46.96,6.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.55,70.45,0.0,55660,132674,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.63,46.7,53.3,Toss-up,-12.19,3.87,-13.8,12.16,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.51,44.93,9,5.48,0.242,8661662,6500847,0,48.4,50.0,1.6,114431,118232,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-25.43,0.7,99.3,Safe R,-27.35,3.87,-30.88,5.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.28,62.72,0.0,591162,994401,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.19,0.5,99.5,Safe R,-29.42,3.87,-31.57,4.38,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.41,63.59,0.0,305621,533836,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.45,99.0,1.0,Safe D,13.71,3.87,11.29,13.16,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.22,37.78,0.0,1390664,844257,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.7,98.9,1.1,Safe D,15.61,3.87,14.84,8.86,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.85,38.15,0.0,221147,136396,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.07,28.0,72.0,Lean R,-8.76,3.87,-13.22,7.15,False,False,,,0.0,0.0,,,0.0,projected,confirmed,39.77,45.88,6,-6.07,0.21,8188392,8407064,0,46.96,53.04,0.0,3595069,4059757,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,10.6,84.5,15.5,Likely D,-0.39,3.87,-2.21,12.81,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.3,44.7,0.0,2032305,1642741,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-1.93,42.7,57.3,Toss-up,-8.1,3.87,-13.45,11.52,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,47.75,49.62,2.63,555990,577839,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-40.73,0.0,100.0,Safe R,-38.21,3.87,-37.52,-3.21,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.63,70.37,0.0,187739,445804,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.86,96.5,3.5,Safe D,14.45,3.87,11.14,7.72,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.43,40.57,0.0,2350209,1604527,0,0,3954737
