race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.58,0.0,100.0,Safe R,-36.28,4.55,-37.52,-7.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.71,72.29,0.0,175547,457996,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.87,95.7,4.3,Safe D,12.91,4.55,11.14,6.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.94,41.06,0.0,2330738,1623999,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-12.14,12.2,87.8,Likely R,-16.26,4.55,-16.41,4.27,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.93,56.07,0.0,408225,521089,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.56,99.9,0.1,Safe D,27.69,4.55,25.91,5.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.52,30.9,4,24.62,0.175,0,0,0,65.78,34.22,0.0,1599444,832124,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.85,100.0,0.0,Safe D,30.41,4.55,29.51,6.34,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.92,32.08,0.0,1444600,682234,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.07,85.6,14.4,Likely D,7.49,4.55,7.09,3.99,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.54,44.46,0.0,323207,258756,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,11.76,87.1,12.9,Likely D,-0.36,4.55,-1.44,13.2,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.29,29.92,15,7.13,0.276,0,0,0,55.88,44.12,0.0,2215238,1749024,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,8.65,79.7,20.3,Likely D,4.94,4.55,4.34,4.3,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,54.32,45.68,0.0,1237339,1040405,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.14,4.1,95.9,Safe R,-20.75,4.55,-20.84,2.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,40.93,59.07,0.0,271381,391631,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.72,13.0,87.0,Likely R,3.66,4.55,2.82,-14.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,46.65,3,-7.64,0.15,0,0,0,44.14,55.86,0.0,255275,323058,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.74,74.1,25.9,Lean D,7.45,4.55,6.14,0.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,53.37,46.63,0.0,344962,301415,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.22,62.1,37.9,Lean D,-1.54,4.55,-3.15,6.37,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,40.23,4,-1.67,0.175,0,0,0,51.61,48.39,0.0,536241,502827,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.58,90.4,9.6,Likely D,15.38,4.55,12.68,0.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.87,33.71,12,16.45,0.262,0,0,0,56.79,43.21,0.0,3301457,2512041,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.5,33.3,66.7,Lean R,-10.26,4.55,-11.31,6.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.06,46.99,12,0.84,0.262,0,0,0,47.75,52.25,0.0,1926963,2108549,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.53,0.1,99.9,Safe R,-34.68,4.55,-34.95,3.42,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,34.24,65.76,0.0,375302,720920,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.97,71.7,28.3,Lean D,15.34,4.55,14.89,-8.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,40.0,1,5.0,0.15,0,0,0,52.98,47.02,0.0,832804,738970,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,15.64,93.3,6.7,Likely D,-0.87,4.55,-1.75,17.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.74,35.45,5,19.29,0.194,0,0,0,57.82,42.18,0.0,2846939,2076678,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.41,97.5,2.5,Safe D,15.7,4.55,14.16,6.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,28.0,15.0,1,13.0,0.15,0,0,0,60.2,39.8,0.0,216341,143006,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-12.39,11.7,88.3,Likely R,-16.63,4.55,-18.12,5.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.8,56.2,0.0,781311,1002387,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-26.42,0.6,99.4,Safe R,-29.31,4.55,-29.98,3.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.79,63.21,0.0,109811,188662,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-20.6,2.4,97.6,Safe R,-28.63,4.55,-30.12,9.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.7,60.3,0.0,851469,1293290,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.91,19.6,80.4,Likely R,-12.03,4.55,-13.88,4.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.42,46.45,8,-6.08,0.233,0,0,0,45.55,54.45,0.0,3635957,4347213,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-25.48,0.7,99.3,Safe R,33.5,4.55,32.77,-58.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.26,62.74,0.0,96356,162239,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,9.07,80.8,19.2,Likely D,-0.25,4.55,-0.87,9.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.24,40.63,4,6.56,0.175,0,0,0,54.54,45.46,0.0,1306703,1089339,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-40.21,0.0,100.0,Safe R,-46.63,4.55,-46.96,6.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,29.89,70.11,0.0,56300,132034,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.62,45.8,54.2,Toss-up,-11.88,4.55,-13.8,12.17,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.51,44.93,9,5.48,0.242,8661662,6500847,0,48.4,50.0,1.6,114444,118219,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-24.61,0.9,99.1,Safe R,-27.21,4.55,-30.88,6.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.7,62.3,0.0,597702,987861,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-26.46,0.6,99.4,Safe R,-29.25,4.55,-31.57,5.1,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.77,63.23,0.0,308653,530804,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,25.27,99.2,0.8,Safe D,13.86,4.55,11.29,13.98,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.64,37.36,0.0,1399883,835038,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.38,99.0,1.0,Safe D,15.61,4.55,14.84,9.54,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.19,37.81,0.0,222362,135180,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-5.42,30.1,69.9,Lean R,-8.64,4.55,-13.22,7.8,False,False,,,0.0,0.0,,,0.0,projected,confirmed,39.79,46.04,7,-5.98,0.223,8188392,8407064,0,47.29,52.71,0.0,3619785,4035041,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,11.24,86.0,14.0,Likely D,-0.24,4.55,-2.21,13.45,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.62,44.38,0.0,2044088,1630958,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-1.23,45.3,54.7,Toss-up,-7.96,4.55,-13.45,12.22,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,48.09,49.28,2.63,559965,573864,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-39.88,0.0,100.0,Safe R,-38.04,4.55,-37.52,-2.36,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,30.06,69.94,0.0,190432,443111,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,19.68,97.1,2.9,Safe D,14.6,4.55,11.14,8.54,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.84,40.16,0.0,2366523,1588214,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-14.23,8.6,91.4,Likely R,-15.2,4.55,-16.41,2.19,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.89,57.11,0.0,398555,530759,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-30.48,0.2,99.8,Safe R,-30.03,4.55,-31.03,0.55,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.76,65.24,0.0,504774,947395,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-26.11,0.6,99.4,Safe R,-21.33,4.55,-22.36,-3.75,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.94,63.06,0.0,519020,885863,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.49,99.9,0.1,Safe D,29.1,4.55,25.91,7.58,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.1,30.99,5,24.26,0.194,3804689,1400141,0,66.74,33.26,0.0,1622908,808659,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,1.37,53.3,46.7,Toss-up,8.49,4.55,7.09,-5.72,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.81,40.77,13,7.49,0.268,16312222,12165046,0,50.18,48.82,1.0,292017,284125,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.11,68.8,31.2,Lean D,2.94,4.55,-1.44,6.55,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,40.79,43.28,7,-2.49,0.223,7646728,7676445,0,52.56,47.44,0.0,2083486,1880776,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,9.11,80.9,19.1,Likely D,6.01,4.55,4.34,4.77,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,54.56,45.44,0.0,1242626,1035118,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.85,9.2,90.8,Likely R,-21.5,4.55,-23.15,9.29,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,39.0,42.0,1,-6.0,0.15,1619368,3394175,0,43.07,56.93,0.0,370259,489346,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-23.32,0.0,90.8,Safe R,-19.79,4.55,-20.58,-2.74,False,True,IND,Seth Bodnar,29.97,9.2,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,13.08,53.29,3.66,55227,224909,15448,126491,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.23,69.2,30.8,Lean D,-2.64,4.55,-3.27,8.49,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,49.32,39.94,17,9.03,0.283,26822373,8410252,0,51.63,46.5,1.87,2058694,1854208,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-7.97,32.4,67.6,Lean R,-20.07,4.55,-20.84,12.87,False,True,IND,Dan Osborn,46.02,32.4,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,53.98,0.0,0,357912,0,305099,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,9.5,81.9,18.1,Likely D,0.03,4.55,2.82,6.68,False,False,,,0.0,0.0,,,0.0,presumptive,projected,48.95,38.67,11,10.29,0.257,9860676,1664338,0,54.75,45.25,0.0,316651,261681,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,18.95,96.6,3.4,Safe D,8.13,4.55,5.63,13.33,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,59.48,40.52,0.0,1732941,1180746,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,18.03,95.8,4.2,Safe D,7.6,4.55,6.14,11.88,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,59.01,40.99,0.0,381451,264926,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-1.97,42.5,57.5,Toss-up,-8.56,4.55,-11.31,9.35,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.04,49.19,10,-1.24,0.25,25979968,10527814,0,48.25,50.18,1.57,1946995,2025159,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-35.3,0.0,100.0,Safe R,-33.82,4.55,-34.95,-0.35,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,32.35,67.65,0.0,354630,741592,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.64,98.1,1.9,Safe D,13.11,4.55,14.89,6.75,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,60.82,39.18,0.0,955985,615790,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,25.26,99.2,0.8,Safe D,17.26,4.55,14.16,11.1,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,62.63,37.37,0.0,225051,134297,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-7.76,22.8,77.2,Likely R,-15.2,4.55,-18.12,10.37,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,40.74,45.46,2,-7.72,0.15,8059705,6157141,0,45.26,52.87,1.87,807301,943041,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-29.46,0.2,99.8,Safe R,-28.42,4.55,-29.98,0.52,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.79,49.32,2,-20.53,0.15,209807,2646194,0,35.27,64.73,0.0,105271,193202,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-32.06,0.1,99.9,Safe R,-26.25,4.55,-30.12,-1.94,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.97,66.03,0.0,728598,1416161,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.14,50.5,49.5,Toss-up,-10.78,4.55,-13.88,14.02,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,43.7,39.08,11,4.49,0.257,40284109,7605209,0,49.06,48.93,2.01,3916862,3905846,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.35,95.2,4.8,Safe D,6.87,4.55,5.89,11.46,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,58.68,41.32,0.0,1849641,1302661,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-43.04,0.0,100.0,Safe R,-41.99,4.55,-42.69,-0.35,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,28.48,71.52,0.0,151993,381680,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.5,0.0,100.0,Safe R,-44.94,4.55,-46.96,3.46,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,28.25,71.75,0.0,53203,135130,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-7.43,34.4,65.7,Lean R,-9.71,4.55,-13.8,6.36,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,45.54,52.86,1.6,107684,124978,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-27.22,0.4,99.6,Safe R,-31.63,4.55,-36.34,9.13,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,36.39,63.61,0.0,83571,146077,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-2.19,41.7,58.3,Toss-up,-9.84,4.55,-14.46,12.28,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,48.91,51.09,0.0,100366,104855,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-42.4,0.0,100.0,Safe R,-42.38,4.55,-47.04,4.64,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,28.8,71.2,0.0,63792,157695,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-62.34,0.0,100.0,Safe R,-62.58,4.55,-66.99,4.65,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,18.83,81.17,0.0,42694,184009,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-24.45,0.9,99.1,Safe R,-26.05,4.55,-29.51,5.06,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,37.77,62.23,0.0,93500,154020,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-30.17,0.2,99.8,Safe R,-31.56,4.55,-34.79,4.62,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,34.91,65.09,0.0,85409,159223,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,33.9,99.9,0.1,Safe D,22.55,4.55,17.99,15.91,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,66.95,33.05,0.0,140828,69524,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-44.71,0.0,100.0,Safe R,-42.64,4.55,-46.4,1.69,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,27.65,72.35,0.0,54137,141689,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-11.63,13.2,86.8,Likely R,-13.4,4.55,-16.22,4.59,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,44.19,55.81,0.0,99630,125846,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-27.49,0.4,99.6,Safe R,-23.57,4.55,-25.81,-1.68,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,36.26,63.74,0.0,80342,141256,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-40.76,0.0,100.0,Safe R,-37.01,4.55,-40.73,-0.03,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,29.62,70.38,0.0,58218,138340,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,5.92,71.5,28.5,Lean D,0.84,4.55,-3.14,9.06,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,51.97,46.15,1.88,163958,145624,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.46,51.8,48.2,Toss-up,-10.38,4.55,-15.12,15.58,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,50.23,49.77,0.0,146435,145098,0,0,291534
