race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-3.29,42.9,57.1,Toss-up,-13.18,3.73,-13.8,10.5,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,47.58,50.82,1.6,112502,120161,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.92,1.8,98.2,Safe R,-29.63,3.73,-30.88,8.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,39.04,60.96,0.0,618982,966581,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.89,0.5,99.5,Safe R,-30.5,3.73,-31.57,4.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.55,63.45,0.0,306846,532611,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.84,71.2,28.8,Lean D,-4.25,3.73,-5.59,11.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,52.92,47.08,0.0,1255544,1116979,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.05,99.5,0.5,Safe D,23.32,3.73,20.82,6.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,63.53,36.47,0.0,7050461,4048082,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.71,97.0,3.0,Safe D,11.58,3.73,11.29,8.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.85,40.15,0.0,1337669,897253,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.0,94.8,5.2,Likely D,15.88,3.73,14.76,2.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.5,41.5,0.0,720192,510948,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.27,27.4,72.6,Lean R,-10.56,3.73,-13.22,6.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.85,41.13,11,-3.280000000000001,0.257,46.87,53.13,0.0,3587475,4067352,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-3.84,35.7,64.3,Lean R,-1.71,3.73,-2.21,-1.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,48.08,51.92,0.0,1767043,1908003,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.12,99.9,0.1,Safe D,25.73,3.73,23.56,7.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.56,34.44,0.0,237133,124557,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.32,62.5,37.5,Lean D,-12.1,3.73,-13.45,16.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,51.66,48.34,0.0,601549,562905,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.91,0.0,100.0,Safe R,-36.28,3.73,-37.52,-7.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.54,72.46,0.0,174502,459041,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.17,95.0,5.0,Likely D,12.91,3.73,11.14,6.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.59,41.41,0.0,2316956,1637781,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.38,8.4,91.6,Likely R,-16.26,3.73,-16.41,2.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.81,57.19,0.0,397832,531482,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.61,99.9,0.1,Safe D,27.69,3.73,25.91,5.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.76,27.56,4,27.2,0.175,65.81,34.19,0.0,1600118,831449,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,34.97,100.0,0.0,Safe D,30.41,3.73,29.51,5.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.49,32.51,0.0,1435343,691491,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,11.22,85.9,14.1,Likely D,7.49,3.73,7.09,4.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55.61,44.39,0.0,323643,258319,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.89,85.2,14.8,Likely D,-0.36,3.73,-1.44,12.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.51,31.31,13,4.199999999999999,0.268,55.45,44.55,0.0,2198035,1766226,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,9.79,82.6,17.4,Likely D,4.94,3.73,4.34,5.44,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.55,34.74,3,16.809999999999995,0.15,54.89,45.11,0.0,1250318,1027426,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.27,2.6,97.4,Safe R,-20.75,3.73,-20.84,0.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39.87,60.13,0.0,264323,398688,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.02,12.5,87.5,Likely R,3.66,3.73,2.82,-14.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.16,46.4,4,-10.240000000000002,0.175,43.99,56.01,0.0,254401,323931,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,4.8,67.7,32.3,Lean D,7.45,3.73,6.14,-1.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,52.4,47.6,0.0,338692,307685,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,3.11,61.7,38.3,Lean D,-1.54,3.73,-3.15,6.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.4,33.9,4,3.5,0.175,51.56,48.44,0.0,535712,503356,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,12.84,89.1,10.9,Likely D,15.38,3.73,12.68,0.15,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.22,34.39,20,15.829999999999998,0.292,56.42,43.58,0.0,3279941,2533557,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-3.91,35.4,64.6,Lean R,-10.26,3.73,-11.31,7.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.5,44.54,10,3.960000000000001,0.25,48.05,51.95,0.0,1938908,2096604,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.65,0.1,99.9,Safe R,-34.68,3.73,-34.95,3.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,34.18,65.82,0.0,374645,721578,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.96,71.6,28.4,Lean D,15.34,3.73,14.89,-8.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.33,37.33,1,7.0,0.15,52.98,47.02,0.0,832757,739017,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,15.42,93.0,7.0,Likely D,-0.87,3.73,-1.75,17.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.83,35.5,5,19.33,0.194,57.71,42.29,0.0,2841380,2082237,0,0,4923617
