race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-0.13,50.9,49.1,Toss-up,-11.78,5.38,-3.13,0.21,4.11,-1.06,-13.8,13.67,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.43,44.29,11,5.11,0.257,8661662,6500847,0,49.14,49.26,1.6,116185,116478,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.6,1.2,98.8,Safe R,-27.03,5.38,-23.6,-2.4,0.93,-0.48,-30.88,7.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,38.2,61.8,0.0,605670,979893,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.58,0.7,99.3,Safe R,-29.04,5.38,-26.74,-0.9,-1.67,-0.51,-31.57,5.98,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,37.21,62.79,0.0,312355,527102,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,26.28,99.4,0.6,Safe D,14.04,5.38,26.28,3.32,3.55,-0.01,11.29,14.99,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,63.14,36.86,0.0,1411142,823780,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,25.21,99.2,0.8,Safe D,15.61,5.38,25.21,2.84,1.67,-0.28,14.84,10.37,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.61,37.39,0.0,223846,133696,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.44,33.5,66.5,Lean R,-8.41,5.38,-4.21,-0.02,-1.67,0.51,-13.22,8.79,False,False,,,0.0,0.0,,,0.0,projected,confirmed,41.55,45.86,9,-5.14,0.242,8188392,8407064,0,47.78,52.22,0.0,3657635,3997191,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.08,87.8,12.2,Likely D,0.0,5.38,13.87,1.88,6.73,-0.12,-2.21,14.29,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,56.04,43.96,0.0,2059442,1615604,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-0.59,47.7,52.3,Toss-up,-7.78,5.38,-0.86,3.19,-0.93,-0.71,-13.45,12.85,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,45.45,45.89,4,-2.35,0.175,3463099,0,0,48.4,48.97,2.63,563559,570270,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.57,0.0,100.0,Safe R,-37.83,5.38,-38.85,-2.93,-2.97,-0.49,-37.52,-1.05,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,15.0,55.0,1,-37.0,0.15,8642,2864280,0,30.72,69.28,0.0,194595,438947,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.69,97.7,2.3,Safe D,14.77,5.38,20.69,0.53,0.0,0.0,11.14,9.55,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,60.34,39.66,0.0,2386395,1568342,0,0,3954737
