race_code,round,cand_id,name,party,slot,pct,votes,status,exhausted_pct
AK-GOV,1,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,45.61,107852,active,0.0
AK-GOV,1,C-0074,Bernadette Wilson,REP,rep,21.41,50628,active,0.0
AK-GOV,1,C-1061,Dave Bronson,REP,,17.34,41008,active,0.0
AK-GOV,1,C-1068,Treg Taylor,REP,,15.63,36958,eliminated,0.0
AK-GOV,2,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,47.44,112179,active,4.54
AK-GOV,2,C-0074,Bernadette Wilson,REP,rep,26.53,62724,active,4.54
AK-GOV,2,C-1061,Dave Bronson,REP,,21.49,50807,eliminated,4.54
AK-GOV,3,C-0073,Jonathan Kreiss-Tomkins,DEM,dem,49.96,118127,elected,10.78
AK-GOV,3,C-0074,Bernadette Wilson,REP,rep,39.26,92824,active,10.78
AK-SEN,1,C-0001,Mary Peltola,DEM,dem,47.77,112960,active,0.0
AK-SEN,1,C-0002,Dan S. Sullivan,REP,rep,48.55,114802,active,0.0
AK-SEN,1,C-1062,Daniel J. Sullivan Jr.,NPA,,2.5,5911,active,0.0
AK-SEN,1,C-1066,Gerald L. Heikes,REP,,1.17,2773,eliminated,0.0
AK-SEN,2,C-0001,Mary Peltola,DEM,dem,47.84,113121,active,0.53
AK-SEN,2,C-0002,Dan S. Sullivan,REP,rep,48.95,115745,active,0.53
AK-SEN,2,C-1062,Daniel J. Sullivan Jr.,NPA,,2.67,6315,eliminated,0.53
AK-SEN,3,C-0001,Mary Peltola,DEM,dem,48.57,114839,active,1.75
AK-SEN,3,C-0002,Dan S. Sullivan,REP,rep,49.68,117463,elected,1.75
AK-01,1,C-0145,Nick Begich III,REP,rep,49.8,117741,active,0.0
AK-01,1,C-1013,Bill Hill,IND,ind,45.2,106883,active,0.0
AK-01,1,C-1063,Eric Hafner,DEM,,3.8,8985,active,0.0
AK-01,1,C-1071,"James C. ""Jim"" McDermott",LIB,,1.2,2837,eliminated,0.0
AK-01,2,C-0145,Nick Begich III,REP,rep,50.27,118855,active,0.24
AK-01,2,C-1013,Bill Hill,IND,ind,45.59,107795,active,0.24
AK-01,2,C-1063,Eric Hafner,DEM,,3.9,9228,eliminated,0.24
AK-01,3,C-0145,Nick Begich III,REP,rep,50.83,120178,elected,1.02
AK-01,3,C-1013,Bill Hill,IND,ind,48.15,113855,active,1.02
