race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_party,ind_party_label,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
OH-11,house,OH,11,Shontel Brown,Mike Kirchner,DEM,REP,DEM,DEM,70.9,100.0,0.0,Safe D,60.4,5.56,70.9,0.0,4.98,-0.04,55.47,15.43,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1183643,0,0,1156556,0,0,0,0,882901,0,0,39308,0,0,723196,0,0,0,0,0,0,0,0,85.45,14.55,0.0,191715,32650,0,0,224365
OH-12,house,OH,12,Jerrad Christian,Troy Balderson,DEM,REP,REP,REP,-25.47,0.6,99.4,Safe R,-26.37,5.56,-25.47,-1.94,-1.79,-0.93,-30.36,4.88,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,84378,1743281,0,18925,1982352,0,0,0,69210,767354,0,54369,16715,0,2250,1040300,0,0,0,0,0,0,0,37.26,62.74,0.0,106984,180117,0,0,287101
OH-13,house,OH,13,Emilia Sykes,Carey Coleman,DEM,REP,DEM,DEM,18.93,97.0,3.0,Safe D,7.9,5.56,19.01,2.15,4.16,-0.76,3.32,15.61,False,False,IND,0,,0.0,Sandeep Dixit,IND,Independent,1.57,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3137440,127109,58496,1897462,77727,6171,0,10921,1362656,49382,53808,414139,32140,7740,1006777,8000,0,0,51000,24000,0,57778,8000,58.53,39.9,0.0,159935,109023,0,4290,273248
OH-14,house,OH,14,Maria Jukic,David Joyce,DEM,REP,REP,REP,-19.61,2.6,97.4,Safe R,-15.72,5.56,-19.61,-1.93,-6.65,-0.87,-20.53,0.92,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,61678,1410643,0,33693,3121595,0,0,12000,19515,1031924,0,23317,20291,0,0,967101,0,80,0,0,9012,0,0,40.19,59.81,0.0,116325,173080,0,0,289404
OH-15,house,OH,15,Don Leonard,Mike Carey,DEM,REP,REP,REP,-4.17,33.5,66.5,Lean R,-5.78,5.56,-5.39,-1.18,-3.35,-0.65,-10.11,5.95,False,False,LIB,0,,0.0,Brennan Barrington,LIB,Libertarian,7.95,0.0,,,0.0,confirmed,confirmed,37.88,42.17,2,-6.52,0.191,606658,3299678,0,252402,2056713,0,125143,0,354256,1404260,0,90488,51245,0,11250,1742650,0,11920,0,0,10000,0,0,44.11,47.94,0.0,111350,121033,0,20070,252454
OK-01,house,OK,01,John Croisant,Mark Tedford,DEM,REP,,REP,-17.65,4.0,96.0,Safe R,-20.95,5.56,-17.65,-1.7,0.0,-0.56,-22.0,4.35,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,141972,1763830,0,36579,173735,0,0,95000,105393,1590095,0,46686,6010,0,0,61000,0,1000,1300369,0,0,1200369,0,41.18,58.82,0.0,90790,129707,0,0,220496
OK-02,house,OK,02,Brandon Wade,Josh Brecheen,DEM,REP,REP,REP,-51.55,0.0,100.0,Safe R,-54.21,5.56,-51.44,-1.2,-0.28,-1.31,-56.51,4.96,False,False,IND,0,,0.0,Ronnie Hopkins,IND,Independent,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4290,218894,0,86,76064,0,0,0,2002,213526,0,2730,4729,0,0,110008,0,1060,0,0,0,0,0,23.72,74.21,0.0,54076,169140,0,4718,227935
OK-03,house,OK,03,Suzie Byrd,Frank Lucas,DEM,REP,REP,REP,-43.08,0.0,100.0,Safe R,-43.92,5.56,-43.08,0.0,-4.46,-0.26,-45.69,2.61,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,907279,0,0,532512,0,0,0,0,993052,0,0,4066,0,0,674481,0,0,0,0,0,0,0,28.46,71.54,0.0,54759,137641,0,0,192401
OK-04,house,OK,04,Mitchell Jacob,Tom Cole,DEM,REP,REP,REP,-34.75,0.0,100.0,Safe R,-31.95,5.56,-34.62,-2.65,-4.87,-0.71,-33.57,-1.18,False,False,IND,0,,0.0,Rocco Bonacci,IND,Independent,2.65,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65289,3827891,0,4166,2599733,0,0,250000,61123,3008432,0,15682,109109,0,0,1568079,0,23231,0,0,22500,0,0,31.76,65.59,0.0,69208,142939,0,5775,217922
OK-05,house,OK,05,Jena Nelson,Stephanie Bice,DEM,REP,REP,REP,-16.82,4.7,95.3,Safe R,-17.7,5.56,-16.67,-1.04,-2.87,-0.62,-18.66,1.84,False,False,IND,0,,0.0,Robert P. Henri,IND,Independent,3.04,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,449421,1943507,6361,17334,2021981,4185,0,0,432087,1007476,2176,174155,41602,150,3500,973750,0,0,0,6211,38312,0,0,40.33,56.63,0.0,95761,134489,0,7219,237469
OR-01,house,OR,01,Suzanne Bonamici,Barbara Kahl,DEM,REP,DEM,DEM,50.01,100.0,0.0,Safe D,38.9,5.56,50.01,2.08,3.85,-0.38,39.2,10.8,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,816770,4466,0,572435,212,0,0,0,790299,3555,0,58564,1246,0,423600,500,0,0,0,0,0,10870,0,75.0,25.0,0.0,193228,64397,0,0,257626
OR-02,house,OR,02,Chris Beck,Cliff Bentz,DEM,REP,REP,REP,-28.47,0.3,99.7,Safe R,-27.92,5.56,-28.47,-1.49,-4.12,-0.49,-27.9,-0.57,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,94774,1011413,0,53777,1420775,0,0,0,40996,646983,0,20945,44713,0,7850,561542,0,0,0,0,1307,0,0,35.77,64.23,0.0,91990,165208,0,0,257197
OR-03,house,OR,03,Maxine Dexter,Loran Ayles,DEM,REP,DEM,DEM,55.71,100.0,0.0,Safe D,47.47,5.56,55.71,0.0,3.05,-0.37,47.61,8.1,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1038514,0,0,173687,0,0,0,0,887314,0,0,92790,0,0,350972,0,0,0,0,0,0,0,0,77.86,22.14,0.0,191639,54505,0,0,246143
OR-04,house,OR,04,Val Hoyle,Monique DeSpain,DEM,REP,DEM,DEM,16.38,94.8,5.2,Likely D,11.98,5.56,17.55,0.47,0.25,-0.71,12.44,3.94,False,False,GRN,0,,0.0,Justin Filip,GRN,Green,4.7,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1222922,677571,0,520840,387695,0,292419,0,791472,289876,0,65059,93427,0,609627,24999,0,0,30434,0,0,30000,0,55.45,39.85,0.0,151899,109143,0,12874,273916
OR-05,house,OR,05,Janelle Bynum,Patti Adair,DEM,REP,DEM,DEM,16.0,94.4,5.6,Likely D,8.2,5.56,17.17,1.57,2.47,-0.63,8.92,7.08,False,False,GRN,0,,0.0,Andrea Townsend,GRN,Green,4.69,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3760212,423922,0,2715860,135365,0,60445,0,1089484,288556,0,476165,103182,0,1145915,3750,0,0,7144,0,0,27361,0,55.28,40.03,0.0,160813,116455,0,13644,290912
OR-06,house,OR,06,Andrea Salinas,David Russ,DEM,REP,DEM,DEM,18.54,96.7,3.3,Safe D,11.43,5.56,18.54,2.46,-0.75,-0.15,11.74,6.8,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1613394,12791,0,611103,1855,0,0,0,1063766,25206,0,183489,284,0,669120,5000,0,7,2000,0,0,2000,0,59.27,40.73,0.0,145795,100185,0,0,245980
PA-01,house,PA,01,Bob Harvie,Brian Fitzpatrick,DEM,REP,REP,REP,-1.29,44.3,55.7,Toss-up,6.2,5.56,0.09,-0.9,-10.04,-0.73,0.33,-1.63,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,44.9,47.78,4,-5.19,0.231,2007499,6734931,0,794921,6355534,0,18922,221338,1212578,4801927,0,410843,116186,0,200963,2240827,0,0,0,0,0,24750,0,49.35,50.65,0.0,163666,167959,0,0,331625
PA-02,house,PA,02,Brendan Boyle,Jessica Arriaga,DEM,REP,DEM,DEM,56.36,100.0,0.0,Safe D,43.48,5.56,56.36,0.0,6.83,0.49,36.13,20.23,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2451958,0,0,5560518,0,0,0,0,729723,0,0,18411,0,0,970785,0,0,0,0,0,0,0,0,78.18,21.82,0.0,161316,45023,0,0,206340
PA-03,house,PA,03,Chris Rabb,(no Republican filed),DEM,REP,,DEM,89.7,100.0,0.0,Safe D,84.25,5.56,89.77,0.0,0.0,-0.04,78.22,11.48,False,False,IND,0,,0.0,Dennis Joseph Mahoney,IND,The Independent Party,1.5,0.0,,,0.0,confirmed,,,,0,,0.0,1329253,0,10800,21452,0,8252,2602769,0,1307802,0,2548,310928,0,0,89113,0,0,0,0,1000,42000,0,0,93.43,5.07,0.0,256507,13933,0,4118,274558
PA-04,house,PA,04,Madeleine Dean,Aurora Stuski,DEM,REP,DEM,DEM,30.13,99.9,0.1,Safe D,21.49,5.56,30.13,0.0,3.75,-0.67,15.97,14.16,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1371536,0,0,1184807,0,0,0,0,1155470,0,0,140831,0,0,725200,0,0,0,0,0,0,0,0,65.07,34.93,0.0,213074,114397,0,0,327471
PA-05,house,PA,05,Mary Gay Scanlon,Nicholas Manganaro,DEM,REP,DEM,DEM,45.08,100.0,0.0,Safe D,34.72,5.56,45.08,2.15,3.07,-0.42,28.94,16.14,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,990586,9296,0,448590,5930,0,0,0,859742,3366,0,73979,71,0,449092,0,0,0,5425,0,0,5425,0,72.54,27.46,0.0,212617,80484,0,0,293101
PA-06,house,PA,06,Chrissy Houlahan,Marty Young,DEM,REP,DEM,DEM,26.43,99.5,0.5,Safe D,17.02,5.56,26.43,1.03,3.03,-0.21,11.53,14.9,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1763415,411270,0,4037759,213449,0,0,0,1131269,197822,0,131686,10915,0,523250,3548,0,0,100000,0,0,25000,0,63.21,36.79,0.0,188099,109457,0,0,297555
PA-07,house,PA,07,Bob Brooks,Ryan Mackenzie,DEM,REP,REP,REP,3.43,63.8,36.2,Lean D,2.53,5.56,3.86,-0.22,-3.92,-0.09,-3.24,6.67,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,47.0,43.0,1,1.84,0.15,2392215,4357405,0,1018423,2938717,0,2793986,415315,1373792,1521928,0,599387,554134,0,408000,1047913,0,3500,0,0,15000,22583,0,51.72,48.28,0.0,148775,138906,0,0,287681
PA-08,house,PA,08,Paige Cognetti,Rob Bresnahan,DEM,REP,REP,REP,1.16,55.1,44.9,Toss-up,-2.5,5.56,1.64,-0.05,-1.0,-0.37,-8.58,9.73,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,46.51,45.0,3,-0.66,0.155,4609589,5234586,0,3406710,2608048,0,1035500,219075,1202879,2679690,0,620354,608195,0,436327,1383927,0,0,55536,0,0,777068,0,50.58,49.42,0.0,138412,135244,0,0,273657
PA-09,house,PA,09,Rachel Wallace,Dan Meuser,DEM,REP,REP,REP,-32.0,0.1,99.9,Safe R,-33.2,5.56,-32.0,-0.72,-2.87,-0.77,-38.27,6.27,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,697865,1903078,0,386883,170733,0,0,0,310982,1765991,0,171661,6655,0,42800,792000,0,0,0,0,0,250000,0,34.0,66.0,0.0,94844,184099,0,0,278943
PA-10,house,PA,10,Janelle Stelson,Scott Perry,DEM,REP,REP,REP,9.97,84.2,15.8,Likely D,-0.4,5.56,11.22,0.15,6.4,-0.48,-5.29,15.26,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,50.81,44.94,3,4.28,0.15,6364069,5194925,0,4478639,2845976,0,264126,312223,1900667,2430869,0,1057743,1408838,0,495435,655127,0,0,0,0,0,335158,0,54.99,45.01,0.0,158510,129766,0,0,288275
PA-11,house,PA,11,Nancy Mannion,Lloyd Smucker,DEM,REP,REP,REP,-16.23,5.3,94.7,Likely R,-16.89,5.56,-16.23,-1.34,-2.99,-0.58,-21.57,5.34,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,214230,1524161,0,47150,810787,0,0,0,167079,1617466,0,51165,5708,0,7250,803667,0,47457,0,0,0,0,0,41.88,58.12,0.0,120943,167825,0,0,288768
PA-12,house,PA,12,Summer Lee,James Hayes,DEM,REP,DEM,DEM,30.17,99.9,0.1,Safe D,24.48,5.56,30.17,2.12,-1.29,-0.71,19.36,10.81,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1466287,40139,0,1649288,9521,0,43068,0,828578,31303,0,381058,12084,0,207105,5200,0,0,25,0,0,12253,0,65.08,34.92,0.0,195576,104918,0,0,300494
PA-13,house,PA,13,Beth Farnham,John Joyce,DEM,REP,REP,REP,-40.21,0.0,100.0,Safe R,-40.97,5.56,-40.21,-2.37,-1.57,-0.87,-45.91,5.7,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55347,2418119,0,16053,3759995,0,0,0,40056,1258262,0,22129,1699,0,2217,1402618,0,168,0,0,0,0,0,29.89,70.11,0.0,86464,202782,0,0,289246
PA-14,house,PA,14,Alan Bradstock,Guy Reschenthaler,DEM,REP,REP,REP,-26.7,0.4,99.6,Safe R,-28.18,5.56,-26.7,-2.12,-1.01,-0.94,-33.59,6.9,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,201421,4209644,0,34707,990681,0,0,0,166713,3768044,0,56725,1004693,0,17908,1167150,0,2000,0,0,0,0,0,36.65,63.35,0.0,108165,186949,0,0,295114
PA-15,house,PA,15,Ray Bilger,Glenn Thompson,DEM,REP,REP,REP,-34.22,0.0,100.0,Safe R,-33.06,5.56,-34.22,-1.73,-4.07,-0.92,-38.3,4.09,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,139521,1851459,0,87343,829752,0,1788,0,52178,1813501,0,41802,38674,0,2250,1037568,0,1100,0,0,0,0,0,32.89,67.11,0.0,91561,186806,0,0,278366
PA-16,house,PA,16,Justin Wagner,Mike Kelly,DEM,REP,REP,REP,-17.37,4.2,95.8,Safe R,-17.54,5.56,-17.37,-1.76,-2.74,-0.89,-22.97,5.6,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,66591,1168433,0,37534,1329347,0,0,0,34058,881774,0,30195,2279,0,50,874667,0,620,0,0,0,90000,0,41.31,58.69,0.0,120816,171621,0,0,292436
PA-17,house,PA,17,Chris Deluzio,Tony Guy,DEM,REP,DEM,DEM,21.78,98.4,1.6,Safe D,10.36,5.56,21.78,2.12,4.58,-0.84,5.56,16.22,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2776943,117530,0,1073975,35849,0,0,0,2056640,81682,0,749578,9344,0,512370,5100,0,0,0,0,0,15275,0,60.89,39.11,0.0,194838,125149,0,0,319987
RI-01,house,RI,01,Gabriel Amo,Kellie Keenan,DEM,REP,DEM,DEM,43.83,100.0,0.0,Safe D,27.77,5.56,43.99,2.51,8.21,-0.06,22.62,21.21,False,False,IND,0,,0.0,Pedro Junior Soares De Souza,IND,Independent,3.09,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1725081,12771,0,1851028,2332,0,0,0,808701,10439,0,37179,2421,0,654422,0,0,0,8100,0,0,8100,0,69.69,27.22,0.0,115073,44939,0,5102,165114
RI-02,house,RI,02,Seth Magaziner,Victor Mellor,DEM,REP,DEM,DEM,18.23,96.5,3.5,Safe D,11.91,5.56,18.23,-0.57,1.67,-0.33,6.97,11.26,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1382796,3018775,0,1512712,280079,0,0,0,747050,3889178,0,52412,19553,0,520000,0,0,0,2930334,0,0,2175000,0,59.12,40.88,0.0,114824,79410,0,0,194234
SC-01,house,SC,01,Nancy Lacore,Jenny Costa Honeycutt,DEM,REP,,REP,-2.52,39.6,60.4,Lean R,-8.5,5.56,-2.67,0.72,0.0,-0.45,-13.29,10.77,False,False,LIB,0,,0.0,Bill Reeside,LIB,Libertarian,2.5,0.0,,,0.0,confirmed,confirmed,40.06,41.08,2,-3.94,0.254,2279585,556418,113822,412020,78533,9011,770636,1155075,1867565,477885,104811,1066621,12145,1761,75250,74500,0,0,13500,105500,0,10000,105500,47.52,49.98,0.0,133447,140337,0,7020,280804
SC-02,house,SC,02,Zyon Khalifa,Joe Wilson,DEM,REP,REP,REP,-11.02,13.4,86.6,Likely R,-9.68,5.56,-10.92,-2.01,-4.4,-0.39,-14.16,3.14,False,False,OTH,0,,0.0,Dayna Alane Smith,OTH,Workers,2.04,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12410,861105,0,218,182912,0,0,0,12192,722706,0,1827,15147,0,0,261000,0,0,200000,0,2000,0,0,43.58,54.38,0.0,111552,139186,0,5222,255960
SC-03,house,SC,03,Eunice Lehmacher,Sheri Biggs,DEM,REP,REP,REP,-40.58,0.0,100.0,Safe R,-38.14,5.56,-40.92,-1.36,-6.42,-0.56,-43.62,3.04,False,False,LIB,0,,0.0,Brian Corriea,LIB,Libertarian,1.71,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,40413,505333,0,17299,218741,0,0,5979,23114,390677,0,19631,6400,0,333,291476,0,100,0,0,100,395000,0,29.2,69.09,0.0,72883,172435,0,4268,249586
SC-04,house,SC,04,Courtney McClain,William Timmons,DEM,REP,REP,REP,-16.91,4.6,95.4,Safe R,-18.98,5.56,-17.36,-2.31,-1.32,-0.31,-23.95,7.03,False,False,LIB,0,,0.0,Jessica Ethridge,LIB,Libertarian,2.24,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,32993,1595725,409,1207,77225,324,0,487316,37392,1538615,85,32993,2566,0,0,637500,0,0,650000,409,0,0,0,40.61,57.15,0.0,100685,141681,0,5553,247920
SC-05,house,SC,05,Mallory Dittmer,Wes Climer,DEM,REP,,REP,-14.06,8.0,92.0,Likely R,-17.96,5.56,-14.06,-1.2,0.0,-0.47,-23.1,9.04,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,139717,884284,0,74508,599621,0,0,0,65209,284663,0,41306,11650,0,100,236000,0,1209,5630,0,0,0,0,42.97,57.03,0.0,112204,148922,0,0,261126
SC-06,house,SC,06,Jim Clyburn,John Peterson,DEM,REP,DEM,DEM,36.84,100.0,0.0,Safe D,29.77,5.56,36.84,0.0,1.6,-0.09,23.24,13.61,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1225051,0,0,1634793,0,0,0,0,1429385,0,0,164655,0,0,720491,0,0,0,0,0,0,0,0,68.42,31.58,0.0,149826,69150,0,0,218975
SC-07,house,SC,07,John Vincent,Russell Fry,DEM,REP,REP,REP,-18.63,3.2,96.8,Safe R,-20.55,5.56,-20.81,-1.22,-4.12,-0.48,-26.62,7.99,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,36.7,41.1,1,-6.73,0.163,297264,1720803,0,62378,1038817,0,0,0,234885,1243169,0,145946,88678,0,3500,697914,0,10750,0,0,0,0,0,40.68,59.32,0.0,109572,159756,0,0,269328
SD-01,house,SD,01,Nikki Gronli,Marty Jackley,DEM,REP,,REP,-24.95,0.7,99.3,Safe R,-28.29,5.56,-24.95,-1.2,0.0,-1.02,-29.98,5.03,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,261764,1438706,0,110978,1062725,0,0,186020,150786,375981,0,88621,17640,0,12933,181250,0,1500,1000,0,0,0,0,37.52,62.48,0.0,111996,186477,0,0,298473
TN-01,house,TN,01,Kristi Burke,Diana Harshbarger,DEM,REP,REP,REP,-54.23,0.0,100.0,Safe R,-54.72,5.56,-54.15,-1.63,-2.51,-0.85,-58.44,4.21,False,False,IND,0,,0.0,Billy Cody,IND,Independent,1.63,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,101984,1274194,0,14106,1985063,0,0,13375,87877,739900,0,71203,92875,0,250,683250,0,10,0,0,0,1456793,0,22.51,75.86,0.0,54893,184969,0,3975,243837
TN-02,house,TN,02,Michaela Barnett,Tim Burchett,DEM,REP,REP,REP,-31.59,0.1,99.9,Safe R,-30.56,5.56,-31.48,-1.28,-4.43,-0.77,-34.33,2.74,False,False,IND,0,,0.0,Adam Heimerman,IND,Independent,2.16,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,397584,2428734,0,56230,967447,0,0,0,341354,2189477,0,153957,1377489,0,250,141525,0,6415,0,0,6000,23687,0,33.47,64.37,0.0,85921,165277,0,5546,256744
TN-03,house,TN,03,Anna Golladay,Chuck Fleischmann,DEM,REP,REP,REP,-33.36,0.1,99.9,Safe R,-32.37,5.56,-33.26,-2.34,-3.43,-0.69,-36.21,2.84,False,False,IND,0,,0.0,Dean Arnold,IND,Independent,2.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55555,2330803,0,33870,4835525,0,0,0,28352,752331,0,24937,4395,0,0,642250,0,0,0,0,0,0,0,32.65,65.35,0.0,83016,166146,0,5085,254248
TN-04,house,TN,04,Victoria Broderick,Scott DesJarlais,DEM,REP,REP,REP,-15.74,5.9,94.1,Likely R,-19.34,5.56,-15.63,-1.26,-0.33,-0.26,-24.28,8.54,False,False,IND,0,,0.0,Jacob Kristopher Anders,IND,Independent,2.23,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59772,536843,27150,8490,495126,26766,0,0,58974,407735,384,39700,1452,26730,1250,307000,0,500,0,420,0,0,0,41.19,56.58,0.0,87836,120654,0,4755,213245
TN-05,house,TN,05,Chaz Molder,Charlie Hatcher,DEM,REP,,REP,-11.29,12.8,87.2,Likely R,-17.42,5.56,-11.32,0.96,0.0,-0.41,-23.39,12.1,False,False,IND,0,,0.0,James A. Johnson,IND,Independent,1.0,0.0,,,0.0,confirmed,confirmed,40.0,48.0,1,-10.43,0.252,2599775,719503,0,1482196,104821,0,306721,0,1117579,614682,0,296295,14584,0,215921,3500,0,0,133713,0,32786,0,0,43.91,55.09,0.0,96528,121091,0,2198,219818
TN-06,house,TN,06,Mike Croley,Johnny Garrett,DEM,REP,,REP,-19.61,2.6,97.4,Safe R,-22.38,5.56,-19.5,-2.06,0.0,-0.63,-26.87,7.27,False,False,IND,0,,0.0,Angus Purdy,IND,Independent,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35380,2380327,0,2431,287585,0,252636,600268,33199,2092742,0,18521,217059,0,0,103200,0,0,1202292,0,0,1200000,0,39.37,58.56,0.0,99778,148444,0,5247,253469
TN-07,house,TN,07,Darden Copeland,Matt Van Epps,DEM,REP,REP,REP,-16.13,5.4,94.6,Likely R,-18.76,5.56,-16.02,-0.6,-1.67,-0.56,-22.73,6.6,False,False,IND,0,,0.0,Andrew J. Koontz,IND,Independent,2.16,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,868615,2300690,5100,78689,207954,4970,1658286,2781936,789926,2092736,130,119534,419392,0,3000,589605,0,229136,0,5100,165000,60000,5100,41.03,56.81,0.0,103856,143806,0,5468,253129
TN-08,house,TN,08,Heidi Kuhn,David Kustoff,DEM,REP,REP,REP,-19.36,2.7,97.3,Safe R,-16.55,5.56,-19.27,-2.43,-5.48,-0.37,-20.43,1.07,False,False,IND,0,,0.0,Horace Taylor,IND,Independent,1.81,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39805,2232874,2164,13478,3006838,805,0,0,26327,1285497,1459,5905,3350,164,1500,1028850,0,0,0,1000,0,146500,0,39.59,58.6,0.0,89059,131827,0,4072,224958
TN-09,house,TN,09,Justin J. Pearson,Brent Taylor,DEM,REP,,DEM,-9.11,18.0,82.0,Likely R,-15.41,5.56,-9.91,0.24,0.0,-0.3,-21.42,12.31,False,False,IND,0,,0.0,Dennis Clark,IND,Independent,1.66,0.0,,,0.0,confirmed,confirmed,44.0,48.0,1,-6.48,0.302,2344947,1549482,0,844733,417377,0,68292,475814,1500214,1132104,0,1218046,3347,0,32694,82300,0,278,1000000,0,0,1000000,0,44.69,53.65,0.0,100690,120883,0,3740,225313
TX-01,house,TX,01,Yolanda Prince,Nathaniel Moran,DEM,REP,REP,REP,-43.22,0.0,100.0,Safe R,-44.49,5.56,-43.22,-2.58,-1.67,-0.04,-49.91,6.69,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,9245,1797848,0,394,777546,0,0,0,3752,1401248,0,124,259260,0,0,779600,0,7038,0,0,9636,0,0,28.39,71.61,0.0,64737,163274,0,0,228011
TX-02,house,TX,02,Shaun Finnie,Steve Toth,DEM,REP,,REP,-12.37,10.7,89.3,Likely R,-19.28,5.56,-12.37,0.88,0.0,0.47,-23.13,10.76,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2729677,824450,0,1469201,152935,0,1842767,519477,1260476,671515,0,58184,48980,0,1000,67800,0,1961000,13000,0,1961000,0,0,43.81,56.19,0.0,103380,132576,0,0,235956
TX-03,house,TX,03,Evan Hunt,Keith Self,DEM,REP,REP,REP,-15.46,6.2,93.8,Likely R,-19.09,5.56,-15.46,-0.25,-1.67,-0.01,-23.98,8.52,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,446506,645503,0,43878,212694,0,0,0,402628,542149,0,189126,130447,0,5500,178673,0,75000,1851,0,75581,0,0,42.27,57.73,0.0,109587,149660,0,0,259246
TX-04,house,TX,04,Jason Pearce,Pat Fallon,DEM,REP,REP,REP,-20.89,1.9,98.1,Safe R,-19.93,5.56,-20.89,-1.91,-4.23,-0.38,-25.16,4.27,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,16271,790505,0,2086,1097026,0,0,0,14185,353558,0,4774,2939,0,0,300080,0,8797,0,0,8797,25000,0,39.55,60.45,0.0,101820,155601,0,0,257421
TX-05,house,TX,05,Chelsey Hockett,Lance Gooden,DEM,REP,REP,REP,-15.15,6.6,93.4,Likely R,-16.77,5.56,-15.15,-2.33,-2.16,0.55,-21.84,6.69,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12666,1341647,0,5129,1329417,0,0,0,-13258,729587,0,6132,5258,0,0,523533,0,0,0,0,0,0,0,42.43,57.57,0.0,87133,118245,0,0,205379
