race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.82,29.9,70.1,Lean R,-13.18,3.22,-11.02,0.0,0.0,-1.06,-13.8,2.98,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.88,54.52,1.6,103744,128919,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.31,1.6,98.4,Safe R,-29.63,3.22,-23.52,0.0,3.37,-0.48,-30.88,8.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,38.84,61.16,0.0,615878,969685,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.91,0.4,99.6,Safe R,-30.5,3.22,-27.91,0.0,-0.13,-0.51,-31.57,3.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.04,63.96,0.0,302565,536892,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.19,72.3,27.7,Lean D,-4.25,3.22,5.34,0.0,6.01,0.36,-5.59,11.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.85,37.84,8,9.01,0.233,0,0,0,53.1,46.9,0.0,1259726,1112797,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.43,99.6,0.4,Safe D,23.32,3.22,27.43,0.0,0.0,0.89,20.82,6.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.72,36.28,0.0,7071549,4026995,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.26,96.7,3.3,Safe D,11.58,3.22,20.49,0.0,5.7,-0.01,11.29,7.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.63,40.37,0.0,1332730,902192,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.98,95.7,4.3,Safe D,15.88,3.22,17.98,0.0,-1.03,-0.09,14.76,3.22,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,58.99,41.01,0.0,726271,504869,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.27,27.5,72.5,Lean R,-10.56,3.22,-7.3,0.0,-0.47,0.51,-13.22,6.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.14,36.47,6,-2.38,0.21,0,0,0,46.87,53.13,0.0,3587526,4067300,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.39,55.3,44.7,Toss-up,-1.71,3.22,1.39,0.0,0.0,-0.12,-2.21,3.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.69,49.31,0.0,1863023,1812023,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.15,99.8,0.2,Safe D,25.73,3.22,30.15,0.0,1.67,-0.46,23.56,6.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.08,34.92,0.0,235379,126312,0,0,361691
