race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.63,50.37,8.0,0.0,
AK-GOV,2,44.99,53.41,0.0,1.6,Other
AK-SEN,1,45.2,46.8,8.0,0.0,
AK-SEN,2,48.56,49.84,0.0,1.6,Other
ME-SEN,1,48.11,46.89,5.0,0.0,
ME-SEN,2,50.21,48.79,0.0,1.0,Other
AK-01,1,42.05,49.95,8.0,0.0,
AK-01,2,45.65,52.75,0.0,1.6,Other
ME-01,1,62.36,32.64,5.0,0.0,
ME-01,2,64.46,34.54,0.0,1.0,Other
ME-02,1,44.64,50.36,5.0,0.0,
ME-02,2,46.74,52.26,0.0,1.0,Other
