race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-10.35,29.4,70.6,Lean R,-13.18,3.53,-13.8,3.45,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.11,54.29,1.6,104294,128369,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.05,1.7,98.3,Safe R,-29.63,3.53,-30.88,8.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,38.97,61.03,0.0,617967,967596,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.6,0.4,99.6,Safe R,-30.5,3.53,-31.57,3.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.2,63.8,0.0,303866,535591,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.74,70.9,29.1,Lean D,-4.25,3.53,-5.59,11.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,0,0,0,52.87,47.13,0.0,1254367,1118157,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.74,99.6,0.4,Safe D,23.32,3.53,20.82,6.93,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.87,36.13,0.0,7088751,4009792,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.53,96.9,3.1,Safe D,11.58,3.53,11.29,8.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.76,40.24,0.0,1335674,899247,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.29,96.0,4.0,Safe D,15.88,3.53,14.76,3.53,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.15,40.85,0.0,728179,502961,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.38,27.1,72.9,Lean R,-10.56,3.53,-13.22,6.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.1,39.33,7,-4.25,0.223,0,0,0,46.81,53.19,0.0,3583205,4071622,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.7,56.5,43.5,Toss-up,-1.71,3.53,-2.21,3.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.85,49.15,0.0,1868720,1806327,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.46,99.8,0.2,Safe D,25.73,3.53,23.56,6.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.23,34.77,0.0,235940,125751,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.58,56.0,44.0,Toss-up,-12.1,3.53,-13.45,15.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.79,49.21,0.0,591441,573013,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.6,0.0,100.0,Safe R,-36.28,3.53,-37.52,-8.08,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.2,72.8,0.0,172316,461227,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.0,94.8,5.2,Likely D,12.91,3.53,11.14,5.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.5,41.5,0.0,2313594,1641142,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.16,10.4,89.6,Likely R,-16.26,3.53,-16.41,3.25,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.42,56.58,0.0,403485,525829,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.42,99.9,0.1,Safe D,27.69,3.53,25.91,5.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,0,0,0,65.71,34.29,0.0,1597841,833726,0,0,2431568
