race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,42.85,49.15,8.0,0.0,
AK-GOV,2,46.21,52.19,0.0,1.6,Other
AK-SEN,1,44.92,47.08,8.0,0.0,
AK-SEN,2,48.28,50.12,0.0,1.6,Other
ME-01,1,61.91,33.09,5.0,0.0,
ME-01,2,64.01,34.99,0.0,1.0,Other
ME-02,1,44.72,50.28,5.0,0.0,
ME-02,2,46.82,52.18,0.0,1.0,Other
