race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,40.91,51.09,8.0,0.0,
AK-GOV,2,44.27,54.13,0.0,1.6,Other
AK-SEN,1,44.0,48.0,8.0,0.0,
AK-SEN,2,47.36,51.04,0.0,1.6,Other
ME-SEN,1,46.55,48.45,5.0,0.0,
ME-SEN,2,48.65,50.35,0.0,1.0,Other
AK-01,1,41.15,50.85,8.0,0.0,
AK-01,2,44.75,53.65,0.0,1.6,Other
ME-01,1,61.07,33.93,5.0,0.0,
ME-01,2,63.17,35.83,0.0,1.0,Other
ME-02,1,43.21,51.79,5.0,0.0,
ME-02,2,45.31,53.69,0.0,1.0,Other
