race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-4.42,41.4,58.6,Toss-up,-12.52,3.05,-6.2,0.21,4.11,-1.06,-13.8,9.37,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.2,45.46,6,1.54,0.21,8661662,6500847,0,47.02,51.38,1.6,111184,121478,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.43,0.6,99.4,Safe R,-27.53,3.05,-26.43,-2.4,0.93,-0.48,-30.88,4.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.79,63.21,0.0,583274,1002289,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.66,0.2,99.8,Safe R,-29.63,3.05,-29.66,-0.9,-1.67,-0.51,-31.57,1.91,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.17,64.83,0.0,295255,544202,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.46,98.7,1.3,Safe D,13.54,3.05,23.46,3.32,3.55,-0.01,11.29,12.16,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.73,38.27,0.0,1379574,855348,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.88,98.6,1.4,Safe D,15.61,3.05,22.88,2.84,1.67,-0.28,14.84,8.04,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.44,38.56,0.0,219681,137862,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.38,24.1,75.9,Likely R,-9.25,3.05,-7.38,-0.02,-1.67,0.51,-13.22,5.85,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.31,53.69,0.0,3545116,4109710,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.33,81.3,18.7,Likely D,-0.85,3.05,10.68,1.88,6.73,-0.12,-2.21,11.54,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.67,45.33,0.0,2008971,1666076,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.66,36.3,63.7,Lean R,-8.46,3.05,-3.86,3.19,-0.93,-0.71,-13.45,9.79,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.9,50.47,2.63,546174,587655,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.76,0.0,100.0,Safe R,-38.42,3.05,-41.76,-2.93,-2.97,-0.49,-37.52,-4.23,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.12,70.88,0.0,184492,449051,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.86,95.6,4.4,Safe D,14.28,3.05,17.86,0.53,0.0,0.0,11.14,6.72,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,58.93,41.07,0.0,2330535,1624202,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-17.2,5.0,95.0,Likely R,-15.57,3.05,-17.2,-3.16,-1.09,-0.43,-16.41,-0.79,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,0,3331963,0,41.4,58.6,0.0,384737,544577,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.76,0.1,99.9,Safe R,-30.03,3.05,-34.62,-2.04,-4.86,-0.75,-31.03,-0.73,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.12,65.88,0.0,495516,956653,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.61,0.4,99.6,Safe R,-21.33,3.05,-27.61,-1.95,-7.1,-0.28,-22.36,-5.25,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.19,63.81,0.0,508483,896399,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.31,99.9,0.1,Safe D,28.85,3.05,33.96,0.73,1.67,-0.34,25.91,6.4,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.92,30.95,2,22.96,0.15,3804689,1400141,0,66.16,33.84,0.0,1608616,822952,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.92,46.2,53.8,Toss-up,8.12,3.05,-3.14,0.22,-13.55,-0.97,7.09,-9.01,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.86,42.88,5,1.63,0.194,16312222,12165046,0,48.55,50.45,1.0,282534,293609,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,3.03,61.4,38.6,Lean D,2.21,3.05,5.07,-0.0,0.44,-0.63,-1.44,4.47,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,39.47,46.04,4,-6.57,0.175,7646728,7676445,0,51.52,48.48,0.0,2042244,1922018,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.52,76.4,23.6,Likely D,5.64,3.05,9.02,1.05,0.0,-0.72,4.34,3.17,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.76,46.24,0.0,1224475,1053269,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.74,5.5,94.5,Likely R,-21.5,3.05,-16.74,-0.54,2.62,-0.37,-23.15,6.41,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.63,58.37,0.0,357855,501750,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-25.34,0.5,88.3,Safe R,-19.79,3.05,-19.86,-2.11,0.0,-1.01,-20.58,-4.76,False,True,IND,Seth Bodnar,28.94,11.1,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,13.11,54.28,3.66,55354,229110,15448,122163,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,2.63,59.9,40.1,Toss-up,-2.64,3.05,2.87,0.87,1.9,-0.3,-3.27,5.9,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,46.98,41.22,7,3.88,0.223,26822373,8410252,0,50.36,47.77,1.87,2007922,1904980,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-10.46,30.2,69.8,Lean R,-20.9,3.05,-23.39,-3.44,-1.62,-0.48,-20.84,10.38,False,True,IND,Dan Osborn,44.77,30.2,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,55.23,0.0,0,366187,0,296824,663011
