code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
FL-02,district,FL,-16.49,3.15,-13.34,-18.33,49.7,47.0,2.6,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,3.15,-16.3,-21.26,50.5,46.2,4.4,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,3.15,-7.63,-11.96,47.2,49.5,-2.3,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,3.15,-17.48,-21.69,50.9,45.8,5.0,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,3.15,-25.42,-30.31,54.5,42.2,12.3,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,3.15,-7.77,-12.62,46.2,50.4,-4.2,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,3.15,-11.91,-16.4,48.3,48.3,-0.0,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.15,-11.66,-17.93,46.7,49.9,-3.2,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.15,29.95,24.29,29.6,67.1,-37.5,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.15,-11.22,-15.84,47.6,49.1,-1.5,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.15,-9.84,-15.55,46.7,50.0,-3.2,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.15,-8.85,-13.46,47.3,49.4,-2.1,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.15,-5.64,-10.62,44.9,51.8,-6.9,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.15,-14.51,-20.09,49.4,47.3,2.2,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.15,-8.52,-13.81,47.1,49.6,-2.6,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.15,-17.04,-22.24,50.8,45.9,4.9,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.15,-12.04,-17.1,47.8,48.9,-1.2,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.15,-25.28,-30.42,53.7,43.0,10.8,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,3.15,43.73,37.5,24.4,72.3,-47.9,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,3.15,-11.31,-16.36,48.1,48.6,-0.5,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,3.15,-3.88,-10.6,43.8,52.9,-9.2,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,3.15,20.56,13.94,33.9,62.8,-28.8,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,3.15,47.52,39.08,21.8,74.9,-53.2,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,3.15,-2.09,-9.22,43.2,53.5,-10.3,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,3.15,-9.58,-18.5,43.3,53.4,-10.1,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,3.15,-6.63,-14.7,42.0,54.7,-12.6,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,3.15,-16.28,-25.63,46.3,50.4,-4.2,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,3.15,-12.13,-15.92,49.2,47.5,1.7,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,3.15,11.72,7.66,39.4,57.3,-17.9,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,3.15,-26.93,-29.88,55.5,41.2,14.4,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,3.15,57.62,53.04,18.8,77.9,-59.1,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,3.15,76.19,72.33,11.6,85.0,-73.4,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,3.15,53.35,50.34,21.3,75.4,-54.1,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,3.15,-19.07,-22.27,51.4,45.3,6.1,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,3.15,-26.87,-30.76,55.5,41.1,14.4,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,3.15,-31.16,-34.33,56.5,40.2,16.2,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,3.15,-18.0,-20.93,51.6,45.0,6.6,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,3.15,-20.52,-23.52,52.2,44.4,7.8,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,3.15,-10.06,-14.2,48.5,48.1,0.4,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,3.15,45.02,42.65,24.5,72.1,-47.6,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,3.15,-34.34,-37.03,58.2,38.4,19.8,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,3.15,30.13,25.17,28.7,67.9,-39.2,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,3.15,27.71,22.06,30.2,66.5,-36.2,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,3.15,-3.86,-8.59,45.6,51.1,-5.5,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,3.15,-5.41,-10.13,46.4,50.3,-3.9,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,3.15,-0.26,-4.46,43.9,52.8,-8.9,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,3.15,-27.38,-31.9,55.3,41.3,14.0,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,3.15,-41.53,-46.2,61.2,35.5,25.7,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,3.15,-23.6,-27.56,53.4,43.3,10.1,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,3.15,38.64,32.27,27.8,68.9,-41.1,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,3.15,38.92,33.6,27.3,69.4,-42.1,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,3.15,37.99,31.81,25.0,71.7,-46.7,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,3.15,36.76,28.79,24.3,72.4,-48.1,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,3.15,41.79,37.55,25.4,71.2,-45.8,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,3.15,10.2,5.67,39.0,57.7,-18.7,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,3.15,71.79,66.13,12.9,83.7,-70.8,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,3.15,12.49,7.01,37.1,59.6,-22.5,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,3.15,41.9,37.04,25.2,71.4,-46.2,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,3.15,26.61,22.34,31.3,65.4,-34.1,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,3.15,15.69,11.6,36.3,60.4,-24.2,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,3.15,-40.56,-44.13,61.4,35.3,26.1,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,3.15,14.17,10.63,38.0,58.7,-20.7,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,3.15,9.99,5.26,38.6,58.1,-19.5,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,3.15,-36.85,-40.5,59.8,36.9,22.9,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,3.15,-19.58,-23.07,52.2,44.5,7.7,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,3.15,8.98,4.81,39.9,56.8,-16.9,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,3.15,5.99,0.4,40.9,55.8,-14.9,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,3.15,-22.82,-26.92,53.4,43.3,10.1,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,3.15,-28.36,-31.73,56.0,40.7,15.2,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,3.15,-26.82,-29.88,55.2,41.5,13.7,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,3.15,-14.07,-17.13,50.0,46.7,3.2,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,3.15,-29.99,-33.1,56.6,40.0,16.6,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,3.15,45.53,42.16,24.3,72.3,-48.0,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,3.15,-32.49,-36.49,57.9,38.7,19.2,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,3.15,-26.45,-30.39,55.3,41.4,13.9,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,3.15,-28.43,-31.85,55.4,41.3,14.1,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,3.15,-16.06,-20.06,50.4,46.3,4.1,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,3.15,7.0,4.17,40.6,56.1,-15.5,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,3.15,-20.38,-23.7,52.1,44.6,7.5,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,3.15,-43.6,-47.91,62.7,34.0,28.7,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,3.15,-37.73,-41.93,60.1,36.6,23.5,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,3.15,23.06,19.27,34.1,62.6,-28.4,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,3.15,-32.43,-36.16,57.8,38.8,19.0,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,3.15,-60.27,-64.67,69.8,26.8,43.0,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,3.15,-11.47,-15.31,48.8,47.8,1.0,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,3.15,-36.05,-39.08,58.9,37.8,21.2,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,3.15,53.2,48.71,21.6,75.1,-53.5,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,3.15,-32.36,-36.65,57.9,38.7,19.2,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,3.15,-30.1,-34.59,57.0,39.6,17.4,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,3.15,-29.75,-34.39,57.0,39.7,17.3,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,3.15,-29.08,-32.4,56.4,40.3,16.1,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,3.15,18.96,13.91,35.1,61.5,-26.4,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,3.15,28.93,24.29,31.1,65.5,-34.4,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,3.15,24.39,19.39,32.4,64.3,-32.0,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,3.15,25.2,20.13,33.0,63.6,-30.6,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,3.15,50.68,46.35,21.7,75.0,-53.3,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,3.15,25.46,21.09,32.7,64.0,-31.2,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,3.15,70.62,65.14,12.7,83.9,-71.2,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,3.15,31.96,26.99,30.1,66.6,-36.5,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,3.15,15.48,10.94,37.4,59.3,-21.9,1.9,87.2,4.6,5.0,1.7,1.4,0.1
MD-01,district,MD,-17.13,3.15,-13.98,-17.31,50.0,46.7,3.3,2.1,74.9,15.5,4.5,3.1,1.9,0.1
MD-02,district,MD,19.11,3.15,22.26,18.95,34.5,62.2,-27.7,1.9,62.2,24.3,5.1,6.8,1.6,0.1
MD-03,district,MD,24.34,3.15,27.49,24.49,31.9,64.8,-32.9,1.1,60.3,18.3,7.6,11.8,1.8,0.2
MD-04,district,MD,77.68,3.15,80.83,75.67,8.8,87.9,-79.0,0.3,11.9,58.0,21.3,6.2,2.4,0.2
MD-05,district,MD,34.17,3.15,37.32,34.05,28.3,68.4,-40.1,2.3,45.1,42.4,6.0,4.2,2.2,0.2
MD-06,district,MD,6.52,3.15,9.67,5.93,39.2,57.5,-18.3,0.6,63.1,13.8,11.5,9.4,2.0,0.2
MD-07,district,MD,61.65,3.15,64.8,60.49,16.6,80.0,-63.4,2.4,32.1,54.1,7.1,4.8,1.8,0.1
MD-08,district,MD,59.43,3.15,62.58,58.06,16.1,80.6,-64.5,-0.6,46.4,18.1,17.8,15.9,1.7,0.2
ME-01,district,ME,22.36,3.15,25.51,22.33,33.3,63.4,-30.1,2.2,91.8,2.4,1.8,2.1,1.8,0.1
ME-02,district,ME,-8.86,3.15,-5.71,-9.72,46.6,50.1,-3.5,2.3,93.0,1.6,1.4,1.2,2.7,0.1
MI-01,district,MI,-21.16,3.15,-18.01,-21.52,51.8,44.9,6.9,2.2,91.5,1.4,1.6,0.9,4.5,0.1
MI-02,district,MI,-29.82,3.15,-26.67,-30.54,55.4,41.3,14.0,2.0,89.8,2.8,3.8,0.9,2.7,0.1
MI-03,district,MI,7.85,3.15,11.0,7.95,39.0,57.7,-18.7,1.3,73.8,11.7,8.8,3.5,2.1,0.1
