code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,3.33,-9.59,0.27,-13.8,46.9,49.8,-3.0,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,3.33,-30.3,1.2,-36.34,57.0,39.7,17.3,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,3.33,-8.3,1.4,-14.46,47.9,48.8,-0.9,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,3.33,-41.1,1.15,-47.04,61.6,35.1,26.4,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,3.33,-61.66,0.78,-66.99,69.8,26.9,43.0,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,3.33,-24.97,0.94,-29.51,54.4,42.3,12.1,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,3.33,-30.4,1.03,-34.79,56.8,39.9,17.0,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,3.33,24.28,1.59,17.99,34.3,62.5,-28.2,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,3.33,-40.21,1.12,-46.4,61.2,35.5,25.6,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,3.33,-11.09,1.0,-16.22,48.6,48.1,0.5,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,3.33,-22.19,0.06,-25.81,52.0,44.7,7.3,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,3.33,-34.73,0.96,-40.73,58.6,38.1,20.5,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,3.33,1.2,0.09,-3.14,42.1,54.6,-12.5,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,3.33,-10.25,-0.14,-15.12,46.6,50.1,-3.6,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,3.33,44.04,-2.54,40.31,19.9,76.8,-57.0,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,3.33,10.15,-0.53,6.76,37.3,59.4,-22.1,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,3.33,-16.25,-0.05,-20.19,49.3,47.4,1.9,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,3.33,2.36,-0.35,-0.76,40.9,55.8,-14.8,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,3.33,26.16,-2.48,22.39,27.6,69.1,-41.5,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.0,3.33,-12.82,-0.15,-16.48,47.7,49.0,-1.4,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.21,3.33,-27.49,-0.61,-31.34,53.2,43.5,9.7,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.97,3.33,16.77,-0.53,12.63,34.5,62.2,-27.6,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.43,3.33,29.83,0.07,25.45,29.9,66.8,-36.9,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.4,3.33,14.47,-0.26,10.55,35.9,60.8,-24.9,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.77,3.33,19.12,-0.98,14.96,32.8,63.9,-31.0,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,3.33,-17.17,-0.75,-21.2,48.6,48.1,0.5,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,3.33,12.67,-0.49,8.67,36.3,60.4,-24.1,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
