race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.74,50.26,8.0,0.0,
AK-GOV,2,45.1,53.3,0.0,1.6,Other
AK-SEN,1,44.75,47.25,8.0,0.0,
AK-SEN,2,48.11,50.29,0.0,1.6,Other
ME-SEN,1,47.55,47.45,5.0,0.0,
ME-SEN,2,49.65,49.35,0.0,1.0,Other
AK-01,1,42.18,49.82,8.0,0.0,
AK-01,2,45.78,52.62,0.0,1.6,Other
ME-01,1,62.42,32.58,5.0,0.0,
ME-01,2,64.52,34.48,0.0,1.0,Other
ME-02,1,44.72,50.28,5.0,0.0,
ME-02,2,46.82,52.18,0.0,1.0,Other
