code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,3.9,-11.4,-2.12,-13.8,45.5,51.2,-5.7,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,3.9,-32.04,-1.12,-36.34,55.7,41.1,14.6,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,3.9,-9.7,-0.57,-14.46,46.5,50.2,-3.7,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,3.9,-42.9,-1.22,-47.04,60.2,36.5,23.7,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,3.9,-63.21,-1.34,-66.99,68.5,28.2,40.2,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,3.9,-26.46,-1.12,-29.51,53.0,43.7,9.4,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,3.9,-31.94,-1.09,-34.79,55.5,41.2,14.3,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,3.9,23.02,-0.24,17.99,32.9,63.8,-30.9,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,3.9,-42.1,-1.35,-46.4,59.8,36.9,22.9,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,3.9,-12.57,-1.05,-16.22,47.2,49.5,-2.3,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,3.9,-22.37,-0.69,-25.81,50.6,46.1,4.5,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,3.9,-36.1,-0.97,-40.73,57.2,39.5,17.7,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,3.9,1.08,-0.6,-3.14,40.7,56.0,-15.3,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,3.9,-10.88,-1.34,-15.12,45.2,51.5,-6.3,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,3.9,51.36,4.21,40.31,18.5,78.2,-59.7,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,3.9,11.67,0.41,6.76,36.0,60.7,-24.8,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,3.9,-16.03,-0.39,-20.19,47.9,48.8,-0.8,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,3.9,3.49,0.21,-0.76,39.6,57.1,-17.6,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,3.9,32.94,3.72,22.39,26.2,70.5,-44.2,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.0,3.9,-12.19,-0.09,-16.48,46.3,50.4,-4.1,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.21,3.9,-25.61,0.71,-31.34,51.9,44.8,7.0,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.97,3.9,18.09,0.23,12.63,33.2,63.5,-30.4,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.43,3.9,29.48,-0.85,25.45,28.5,68.2,-39.6,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.4,3.9,15.04,-0.26,10.55,34.5,62.2,-27.7,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.77,3.9,21.45,0.78,14.96,31.5,65.2,-33.7,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,3.9,-15.29,0.55,-21.2,47.3,49.4,-2.2,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,3.9,13.85,0.12,8.67,34.9,61.8,-26.9,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.12,3.9,19.29,0.27,13.26,32.4,64.4,-32.0,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.61,3.9,42.68,1.17,35.19,22.4,74.3,-51.9,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,3.9,21.12,1.74,11.8,31.4,65.4,-34.0,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,3.9,39.8,-0.14,34.75,23.6,73.1,-49.5,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,3.9,75.88,-0.62,70.62,8.0,88.7,-80.6,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,3.9,83.79,0.52,77.64,5.1,91.7,-86.6,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,3.9,13.03,4.17,0.51,34.4,62.3,-27.8,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,3.9,43.21,0.24,36.2,21.4,75.3,-54.0,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,3.9,56.64,0.52,49.64,15.7,81.0,-65.3,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,3.9,55.23,-0.21,49.91,16.7,80.0,-63.4,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,3.9,47.01,-0.5,40.75,19.4,77.4,-58.0,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,3.9,41.35,4.15,29.37,22.2,74.5,-52.3,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,3.9,41.32,0.21,35.64,22.9,73.8,-51.0,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,3.9,-26.47,1.47,-32.98,51.9,44.9,7.0,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,3.9,18.01,4.17,6.17,32.3,64.4,-32.1,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,3.9,12.15,5.29,-1.86,34.8,62.0,-27.2,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,3.9,-12.26,2.13,-19.9,45.9,50.8,-4.9,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,3.9,32.14,1.45,25.76,26.9,69.8,-42.8,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,3.9,16.51,3.85,5.97,33.2,63.5,-30.2,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,3.9,23.35,1.9,15.73,30.5,66.2,-35.7,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,3.9,19.03,2.57,10.06,32.4,64.3,-31.9,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,3.9,32.78,0.61,26.17,25.8,70.9,-45.1,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,3.9,47.59,4.18,34.71,19.8,76.9,-57.1,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,3.9,47.62,0.31,41.41,20.5,76.2,-55.7,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,3.9,23.49,3.44,12.61,29.8,66.9,-37.2,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,3.9,32.65,0.41,25.76,26.8,69.9,-43.1,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,3.9,22.39,4.1,10.12,30.7,66.0,-35.3,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,3.9,65.29,4.28,53.04,11.9,84.8,-73.0,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,3.9,19.92,3.78,8.0,31.5,65.2,-33.7,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,3.9,45.51,-0.38,40.42,21.3,75.4,-54.0,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,3.9,73.82,3.8,62.31,9.4,87.3,-78.0,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,3.9,24.77,3.74,12.8,28.9,67.8,-38.9,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,3.9,22.21,4.21,9.85,30.8,65.9,-35.2,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,3.9,-6.76,1.04,-12.6,43.5,53.2,-9.8,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,3.9,25.69,3.96,14.61,29.0,67.7,-38.7,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,3.9,20.17,1.02,13.57,32.0,64.7,-32.6,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,3.9,63.08,4.22,50.59,13.8,82.9,-69.1,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,3.9,50.63,5.13,36.32,18.4,78.3,-59.9,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,3.9,11.86,1.2,4.07,34.5,62.3,-27.8,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,3.9,28.22,4.05,16.7,27.7,69.0,-41.3,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,3.9,15.36,-0.33,10.47,33.7,63.0,-29.2,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,3.9,9.76,1.72,3.52,36.4,60.3,-23.9,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,3.9,17.03,0.02,12.48,33.5,63.2,-29.7,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,3.9,22.98,-0.28,18.83,30.9,65.8,-35.0,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,3.9,24.49,0.64,18.79,30.4,66.3,-35.9,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,3.9,30.56,4.01,18.06,26.9,69.8,-42.8,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,3.9,63.39,0.68,57.61,14.1,82.6,-68.4,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,3.9,43.84,-0.8,40.92,22.6,74.1,-51.5,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,3.9,-5.66,0.22,-9.98,43.4,53.3,-9.9,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,3.9,-16.16,-0.84,-18.71,48.1,48.6,-0.5,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,3.9,-6.68,-0.33,-9.34,44.1,52.6,-8.6,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,3.9,24.95,0.21,20.36,30.6,66.2,-35.6,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,3.9,17.94,-0.72,15.41,33.6,63.1,-29.6,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,3.9,4.82,1.52,-1.88,38.6,58.1,-19.4,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,3.9,28.38,0.02,23.27,29.4,67.3,-37.9,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,3.9,11.16,-1.18,7.86,36.7,60.0,-23.3,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,3.9,19.25,-0.16,14.34,33.3,63.4,-30.1,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,3.9,29.64,0.42,23.73,28.7,68.0,-39.3,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
