race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Bernadette Wilson,DEM,REP,,REP,-4.31,38.9,61.1,Lean R,-13.27,5.14,-9.19,0.0,0.0,-1.06,-13.8,9.49,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.86,23.31,2,16.28,0.15,0,0,0,47.08,51.32,1.6,111321,121342,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-20.71,2.3,97.7,Safe R,-29.66,5.14,-21.63,0.0,3.37,-0.48,-30.88,10.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.65,60.35,0.0,628600,956963,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.11,0.6,99.4,Safe R,-30.62,5.14,-26.11,0.0,-0.13,-0.51,-31.57,5.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.94,63.06,0.0,310125,529332,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.1,75.4,24.6,Likely D,-4.25,5.14,7.26,0.0,6.01,0.36,-5.59,12.69,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.7,36.79,11,6.65,0.257,0,0,0,53.55,46.45,0.0,1270539,1101985,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.45,99.7,0.3,Safe D,23.42,5.14,29.45,0.0,0.0,0.89,20.82,7.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.2,32.44,3,22.76,0.15,0,0,0,64.23,35.77,0.0,7128051,3970493,0,0,11098543
CO-GOV,governor,CO,GOV,Phil Weiser,Victor Marx,DEM,REP,,DEM,15.96,93.9,6.1,Likely D,11.48,5.14,16.61,0.0,0.0,-0.01,11.29,4.67,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,50.1,37.8,1,12.3,0.15,0,0,0,57.98,42.02,0.0,1295802,939120,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.87,96.6,3.4,Safe D,15.88,5.14,19.91,0.0,-1.03,-0.09,14.76,4.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.0,36.0,1,13.0,0.15,0,0,0,59.44,40.56,0.0,731732,499408,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-4.83,32.0,68.0,Lean R,-10.43,5.14,-5.24,0.0,-0.47,0.51,-13.22,8.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.78,41.34,14,-3.73,0.272,0,0,0,47.58,52.42,0.0,3642457,4012370,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.52,63.3,36.7,Lean D,-1.84,5.14,3.18,0.0,0.0,-0.12,-2.21,5.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.22,46.32,4,5.11,0.175,0,0,0,51.76,48.24,0.0,1902219,1772828,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,32.07,99.9,0.1,Safe D,25.72,5.14,32.07,0.0,1.67,-0.46,23.56,8.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,66.03,33.97,0.0,238841,122850,0,0,361691
