race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.3,62.5,37.5,Lean D,-12.1,4.77,-13.45,16.74,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,41.0,1,6.0,0.15,0,0,0,51.65,48.35,0.0,601436,563018,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.36,0.0,100.0,Safe R,-36.28,4.77,-37.52,-6.84,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.82,72.18,0.0,176244,457299,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.06,95.9,4.1,Safe D,12.91,4.77,11.14,6.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,59.03,40.97,0.0,2334436,1620301,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-11.92,12.6,87.4,Likely R,-16.26,4.77,-16.41,4.49,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,44.04,55.96,0.0,409247,520067,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.74,99.9,0.1,Safe D,27.69,4.77,25.91,5.83,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.52,30.9,4,24.62,0.175,0,0,0,65.87,34.13,0.0,1601650,829917,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.03,100.0,0.0,Safe D,30.41,4.77,29.51,6.52,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,68.02,31.98,0.0,1446588,680246,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.29,86.1,13.9,Likely D,7.49,4.77,7.09,4.21,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.65,44.35,0.0,323847,258116,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.66,88.8,11.2,Likely D,-0.36,4.77,-1.44,14.1,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.4,32.63,16,9.86,0.28,0,0,0,56.33,43.67,0.0,2233062,1731200,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Kendall Qualls,DEM,REP,,DEM,8.87,80.3,19.7,Likely D,4.94,4.77,4.34,4.52,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,54.43,45.57,0.0,1239845,1037899,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-17.95,4.2,95.8,Safe R,-20.75,4.77,-20.84,2.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,41.03,58.97,0.0,272001,391011,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-11.53,13.4,86.6,Likely R,3.66,4.77,2.82,-14.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.0,46.65,3,-7.64,0.15,0,0,0,44.23,55.77,0.0,255815,322517,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.96,74.8,25.2,Lean D,7.45,4.77,6.14,0.81,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,53.48,46.52,0.0,345673,300704,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.88,60.9,39.1,Lean D,-1.54,4.77,-3.15,6.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.44,42.52,5,-3.74,0.194,0,0,0,51.44,48.56,0.0,534472,504596,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.74,90.7,9.3,Likely D,15.38,4.77,12.68,1.06,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.87,33.71,12,16.45,0.262,0,0,0,56.87,43.13,0.0,3306173,2507325,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.34,33.8,66.2,Lean R,-10.26,4.77,-11.31,6.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.06,46.99,12,0.84,0.262,0,0,0,47.83,52.17,0.0,1930237,2105275,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.31,0.1,99.9,Safe R,-34.68,4.77,-34.95,3.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,34.35,65.65,0.0,376508,719714,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.94,71.6,28.4,Lean D,15.34,4.77,14.89,-8.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,43.56,2,3.58,0.15,0,0,0,52.97,47.03,0.0,832600,739174,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,16.43,94.3,5.7,Likely D,-0.87,4.77,-1.75,18.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.09,32.23,6,21.86,0.21,0,0,0,58.21,41.79,0.0,2866238,2057380,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.21,97.4,2.6,Safe D,15.7,4.77,14.16,6.05,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.1,21.69,2,10.41,0.15,0,0,0,60.1,39.9,0.0,215979,143368,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-12.17,12.1,87.9,Likely R,-16.63,4.77,-18.12,5.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,43.91,56.09,0.0,783273,1000425,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-26.2,0.6,99.4,Safe R,-29.31,4.77,-29.98,3.78,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.9,63.1,0.0,110140,188333,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-20.41,2.5,97.5,Safe R,-28.63,4.77,-30.12,9.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,51.0,1,-19.0,0.15,0,0,0,39.79,60.21,0.0,853475,1291285,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.63,20.3,79.7,Likely R,-12.03,4.77,-13.88,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.94,46.48,10,-5.88,0.25,0,0,0,45.68,54.32,0.0,3646994,4336176,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-25.26,0.8,99.2,Safe R,33.5,4.77,32.77,-58.03,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,37.37,62.63,0.0,96641,161955,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,9.25,81.3,18.7,Likely D,-0.25,4.77,-0.87,10.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.24,40.63,4,6.56,0.175,0,0,0,54.63,45.37,0.0,1308878,1087165,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-39.99,0.0,100.0,Safe R,-46.63,4.77,-46.96,6.97,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,30.0,70.0,0.0,56507,131826,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.73,45.8,54.2,Toss-up,-11.94,4.77,-13.8,12.07,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.45,44.36,10,5.04,0.25,8661662,6500847,0,48.35,50.05,1.6,114321,118342,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-24.34,1.0,99.0,Safe R,-27.16,4.77,-30.88,6.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.83,62.17,0.0,599803,985760,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-26.23,0.6,99.4,Safe R,-29.2,4.77,-31.57,5.34,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.89,63.11,0.0,309634,529823,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,25.54,99.3,0.7,Safe D,13.91,4.77,11.29,14.25,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.77,37.23,0.0,1402873,832049,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.6,99.1,0.9,Safe D,15.61,4.77,14.84,9.76,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.3,37.7,0.0,222756,134787,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.98,31.6,68.4,Lean R,-8.53,4.77,-13.22,8.24,False,False,,,0.0,0.0,,,0.0,projected,confirmed,41.55,45.86,9,-5.14,0.242,8188392,8407064,0,47.51,52.49,0.0,3636683,4018144,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,11.45,86.5,13.5,Likely D,-0.2,4.77,-2.21,13.66,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.72,44.28,0.0,2047909,1627137,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-1.0,46.2,53.8,Toss-up,-7.91,4.77,-13.45,12.45,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,48.2,49.17,2.63,561242,572587,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-39.61,0.0,100.0,Safe R,-37.99,4.77,-37.52,-2.08,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,30.2,69.8,0.0,191303,442240,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,19.95,97.2,2.8,Safe D,14.64,4.77,11.14,8.81,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.97,40.03,0.0,2371763,1582974,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-13.99,8.9,91.1,Likely R,-15.14,4.77,-16.41,2.42,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,43.0,57.0,0.0,399641,529673,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-30.29,0.2,99.8,Safe R,-30.03,4.77,-31.03,0.74,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.85,65.15,0.0,506132,946037,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-25.89,0.6,99.4,Safe R,-21.33,4.77,-22.36,-3.53,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,37.05,62.95,0.0,520565,884317,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.7,99.9,0.1,Safe D,29.15,4.77,25.91,7.79,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.1,30.99,5,24.26,0.194,3804689,1400141,0,66.85,33.15,0.0,1625504,806064,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,0.92,52.3,47.7,Toss-up,8.55,4.77,7.09,-6.16,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,48.76,41.6,16,7.16,0.28,16312222,12165046,0,49.96,49.04,1.0,290734,285409,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,6.0,71.8,28.2,Lean D,3.16,4.77,-1.44,7.44,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.11,42.15,8,0.31,0.233,7646728,7676445,0,53.0,47.0,0.0,2101141,1863120,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,9.34,81.6,18.4,Likely D,6.07,4.77,4.34,5.0,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,54.67,45.33,0.0,1245288,1032456,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.67,9.4,90.6,Likely R,-21.5,4.77,-23.15,9.48,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,39.0,42.0,1,-6.0,0.15,1619368,3394175,0,43.17,56.83,0.0,371063,488542,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-23.13,0.0,91.2,Safe R,-19.79,4.77,-20.58,-2.55,False,True,IND,Seth Bodnar,30.24,8.8,,,0.0,projected,confirmed,44.0,56.0,1,-12.0,0.15,23884,1184127,2113231,12.73,53.37,3.66,53724,225265,15448,127637,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,5.47,70.1,29.9,Lean D,-2.64,4.77,-3.27,8.74,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,49.38,39.79,18,9.28,0.286,26822373,8410252,0,51.75,46.38,1.87,2063442,1849460,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-7.6,31.7,68.3,Lean R,-20.03,4.77,-20.84,13.24,False,True,IND,Dan Osborn,46.2,31.7,,,0.0,,confirmed,42.0,49.0,1,-7.0,0.15,0,4866649,3856315,0.0,53.8,0.0,0,356698,0,306313,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,9.7,82.5,17.5,Likely D,0.08,4.77,2.82,6.88,False,False,,,0.0,0.0,,,0.0,presumptive,projected,48.95,38.67,11,10.29,0.257,9860676,1664338,0,54.85,45.15,0.0,317226,261106,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,19.17,96.7,3.3,Safe D,8.13,4.77,5.63,13.55,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,59.59,40.41,0.0,1736146,1177541,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,18.3,96.1,3.9,Safe D,7.66,4.77,6.14,12.16,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,59.15,40.85,0.0,382340,264037,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-1.77,43.2,56.8,Toss-up,-8.52,4.77,-11.31,9.54,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.04,49.19,10,-1.24,0.25,25979968,10527814,0,48.34,50.09,1.57,1950905,2021249,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-35.02,0.0,100.0,Safe R,-33.77,4.77,-34.95,-0.08,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,32.49,67.51,0.0,356137,740085,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,21.86,98.2,1.8,Safe D,13.1,4.77,14.89,6.96,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,60.93,39.07,0.0,957655,614120,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,25.43,99.3,0.7,Safe D,17.21,4.77,14.16,11.27,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,62.71,37.29,0.0,225357,133991,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-7.52,23.5,76.5,Likely R,-15.14,4.77,-18.12,10.6,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,40.74,45.46,2,-7.72,0.15,8059705,6157141,0,45.37,52.76,1.87,809347,940996,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-29.23,0.2,99.8,Safe R,-28.36,4.77,-29.98,0.75,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.79,49.32,2,-20.53,0.15,209807,2646194,0,35.39,64.61,0.0,105620,192853,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-31.79,0.1,99.9,Safe R,-26.2,4.77,-30.12,-1.67,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,34.1,65.9,0.0,731467,1413293,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,0.3,51.1,48.9,Toss-up,-10.72,4.77,-13.88,14.18,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,44.74,40.32,13,4.03,0.268,40284109,7605209,0,49.14,48.85,2.01,3923027,3899681,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Bert Mizusawa,DEM,REP,DEM,DEM,17.57,95.5,4.5,Safe D,6.87,4.77,5.89,11.68,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,14719667,192041,0,58.79,41.21,0.0,1853108,1299193,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-42.82,0.0,100.0,Safe R,-41.99,4.77,-42.69,-0.13,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,22447,3906186,0,28.59,71.41,0.0,152580,381093,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-43.23,0.0,100.0,Safe R,-44.89,4.77,-46.96,3.73,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,9653,1555543,0,28.39,71.61,0.0,53462,134871,0,0,188334
AK-01,house,AK,01,Matt Schultz,Nick Begich III,DEM,REP,REP,REP,-7.57,32.7,67.3,Lean R,-9.77,4.77,-13.8,6.23,True,False,,Bill Hill,0.0,0.0,,,0.0,confirmed,confirmed,38.0,48.0,1,-13.0,0.15,0,0,0,45.48,52.92,1.6,107525,125138,3783,0,236446
AL-01,house,AL,01,Clyde Jones,Rhett Marques,DEM,REP,,REP,-26.91,0.5,99.5,Safe R,-31.54,4.77,-36.34,9.44,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,37487,0,0,36.55,63.45,0.0,83927,145721,0,0,229648
AL-02,house,AL,02,Shomari Figures,Hampton Harris,DEM,REP,DEM,DEM,-1.88,42.8,57.2,Toss-up,-9.75,4.77,-14.46,12.59,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827549,214719,0,49.06,50.94,0.0,100685,104537,0,0,205222
AL-03,house,AL,03,Victor McInnis,Mike Rogers,DEM,REP,REP,REP,-42.09,0.0,100.0,Safe R,-42.29,4.77,-47.04,4.95,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,39858,1846490,0,28.96,71.04,0.0,64135,157352,0,0,221487
AL-04,house,AL,04,Amanda Pusczek,Robert Aderholt,DEM,REP,REP,REP,-62.03,0.0,100.0,Safe R,-62.49,4.77,-66.99,4.96,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,13797,832268,0,18.99,81.01,0.0,43045,183658,0,0,226703
AL-05,house,AL,05,Andrew Sneed,Dale Strong,DEM,REP,REP,REP,-24.14,1.0,99.0,Safe R,-25.96,4.77,-29.51,5.37,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,484501,1352249,0,37.93,62.07,0.0,93884,153636,0,0,247520
AL-06,house,AL,06,Elizabeth Anderson,Gary Palmer,DEM,REP,REP,REP,-29.86,0.2,99.8,Safe R,-31.47,4.77,-34.79,4.93,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,15899,783587,0,35.07,64.93,0.0,85788,158843,0,0,244631
AL-07,house,AL,07,Terri Sewell,Republican candidate (AL-07),DEM,REP,DEM,DEM,34.21,100.0,0.0,Safe D,22.64,4.77,17.99,16.22,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1552149,0,0,67.1,32.9,0.0,141154,69198,0,0,210352
AR-01,house,AR,01,Terri Green,Eric Crawford,DEM,REP,REP,REP,-44.4,0.0,100.0,Safe R,-42.54,4.77,-46.4,2.0,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,38601,762876,0,27.8,72.2,0.0,54442,141383,0,0,195826
AR-02,house,AR,02,Chris Jones,French Hill,DEM,REP,REP,REP,-11.31,13.8,86.2,Likely R,-13.31,4.77,-16.22,4.9,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,798208,3790112,0,44.34,55.66,0.0,99982,125494,0,0,225476
AR-03,house,AR,03,Robb Ryerse,Steve Womack,DEM,REP,REP,REP,-27.18,0.4,99.6,Safe R,-23.48,4.77,-25.81,-1.36,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,88315,1547665,0,36.41,63.59,0.0,80687,140910,0,0,221598
AR-04,house,AR,04,James Russell,Bruce Westerman,DEM,REP,REP,REP,-40.45,0.0,100.0,Safe R,-36.92,4.77,-40.73,0.28,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,2197868,0,29.77,70.23,0.0,58525,138033,0,0,196558
AZ-01,house,AZ,01,Amish Shah,Gina Swoboda,DEM,REP,,REP,6.14,72.3,27.7,Lean D,0.88,4.77,-3.14,9.28,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,43.47,41.41,2,1.35,0.15,1290456,222185,0,52.07,46.05,1.88,164300,145282,5932,0,315514
AZ-02,house,AZ,02,Jonathan Nez,Eli Crane,DEM,REP,REP,REP,0.72,52.8,47.2,Toss-up,-10.34,4.77,-15.12,15.84,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2341970,7449412,0,50.36,49.64,0.0,146814,144719,0,0,291534
