race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.17,43.1,56.9,Toss-up,-12.2,3.77,-5.16,0.21,4.11,-1.06,-13.8,10.63,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,51.01,47.09,8,3.66,0.233,8661662,6500847,0,47.64,50.76,1.6,112649,120014,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-25.55,0.7,99.3,Safe R,-27.37,3.77,-25.55,-2.4,0.93,-0.48,-30.88,5.33,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,37.22,62.78,0.0,590191,995372,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.29,0.4,99.6,Safe R,-29.45,3.77,-28.76,-0.9,-1.67,-0.51,-31.57,4.27,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,36.35,63.65,0.0,305175,534282,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.33,99.0,1.0,Safe D,13.69,3.77,24.33,3.32,3.55,-0.01,11.29,13.04,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,62.16,37.84,0.0,1389323,845598,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,23.6,98.8,1.2,Safe D,15.61,3.77,23.6,2.84,1.67,-0.28,14.84,8.76,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.8,38.2,0.0,220968,136575,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-6.16,27.7,72.3,Lean R,-8.78,3.77,-6.19,-0.02,-1.67,0.51,-13.22,7.06,False,False,,,0.0,0.0,,,0.0,projected,confirmed,39.77,45.88,6,-6.07,0.21,8188392,8407064,0,46.92,53.08,0.0,3591517,4063310,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,10.51,84.3,15.7,Likely D,-0.41,3.77,11.85,1.88,6.73,-0.12,-2.21,12.72,False,False,,,0.0,0.0,,,0.0,confirmed,projected,48.54,43.48,7,5.83,0.223,60439613,4880582,0,55.25,44.75,0.0,2030591,1644455,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.16,41.8,58.2,Toss-up,-8.28,3.77,-2.96,3.19,-0.93,-0.71,-13.45,11.28,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,44.41,45.69,3,-1.13,0.15,3463099,0,0,47.63,49.74,2.63,554652,579177,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-40.86,0.0,100.0,Safe R,-38.24,3.77,-40.86,-2.93,-2.97,-0.49,-37.52,-3.33,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.57,70.43,0.0,187343,446200,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,18.73,96.4,3.6,Safe D,14.43,3.77,18.73,0.53,0.0,0.0,11.14,7.6,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,59.37,40.63,0.0,2347787,1606950,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.05,7.5,92.5,Likely R,-15.39,3.77,-16.3,-3.16,-1.09,-0.43,-16.41,1.36,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.47,57.53,0.0,394704,534610,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.14,0.1,99.9,Safe R,-30.03,3.77,-33.9,-2.04,-4.86,-0.75,-31.03,-0.11,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.43,65.57,0.0,499960,952209,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-26.89,0.5,99.5,Safe R,-21.33,3.77,-26.89,-1.95,-7.1,-0.28,-22.36,-4.53,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.55,63.45,0.0,513541,891342,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,33.75,99.9,0.1,Safe D,29.12,3.77,34.95,0.73,1.67,-0.34,25.91,7.83,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,55.41,27.95,4,28.06,0.175,3804689,1400141,0,66.87,33.13,0.0,1626053,805515,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,0.29,50.6,49.4,Toss-up,8.3,3.77,-2.24,0.22,-13.55,-0.97,7.09,-6.8,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.81,40.77,13,7.49,0.268,16312222,12165046,0,49.64,49.36,1.0,288914,287229,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,4.7,67.4,32.6,Lean D,2.59,3.77,6.17,-0.0,0.44,-0.63,-1.44,6.14,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.98,43.36,5,-1.38,0.194,7646728,7676445,0,52.35,47.65,0.0,2075285,1888977,0,0,3964262
