race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,42.97,49.03,8.0,0.0,
AK-GOV,2,46.33,52.07,0.0,1.6,Other
AK-SEN,1,45.13,46.87,8.0,0.0,
AK-SEN,2,48.49,49.91,0.0,1.6,Other
ME-01,1,62.03,32.97,5.0,0.0,
ME-01,2,64.13,34.87,0.0,1.0,Other
ME-02,1,44.96,50.04,5.0,0.0,
ME-02,2,47.06,51.94,0.0,1.0,Other
