race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.78,43.4,56.6,Toss-up,-12.52,3.13,-6.12,0.21,4.11,-1.06,-13.8,10.01,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.65,45.85,7,0.9,0.223,8661662,6500847,0,47.34,51.06,1.6,111931,120732,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-26.33,0.6,99.4,Safe R,-27.51,3.13,-26.33,-2.4,0.93,-0.48,-30.88,4.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,36.84,63.16,0.0,584047,1001516,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-29.56,0.2,99.8,Safe R,-29.61,3.13,-29.56,-0.9,-1.67,-0.51,-31.57,2.01,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1589764,5406040,0,35.22,64.78,0.0,295675,543782,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.55,98.8,1.2,Safe D,13.56,3.13,23.55,3.32,3.55,-0.01,11.29,12.26,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,6818283,31866,0,61.78,38.22,0.0,1380635,854286,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.96,98.6,1.4,Safe D,15.61,3.13,22.96,2.84,1.67,-0.28,14.84,8.12,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,61.48,38.52,0.0,219824,137719,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.28,24.3,75.7,Likely R,-9.23,3.13,-7.28,-0.02,-1.67,0.51,-13.22,5.94,False,False,,,0.0,0.0,,,0.0,projected,confirmed,,,0,,0.0,8188392,8407064,0,46.36,53.64,0.0,3548848,4105978,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,9.41,81.6,18.4,Likely D,-0.83,3.13,10.78,1.88,6.73,-0.12,-2.21,11.62,False,False,,,0.0,0.0,,,0.0,confirmed,projected,39.54,38.81,5,3.73,0.194,60439613,4880582,0,54.71,45.29,0.0,2010451,1664595,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-3.57,36.6,63.4,Lean R,-8.44,3.13,-3.76,3.19,-0.93,-0.71,-13.45,9.87,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,41.0,44.0,1,-6.0,0.15,3463099,0,0,46.95,50.42,2.63,546656,587173,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-41.66,0.0,100.0,Safe R,-38.4,3.13,-41.66,-2.93,-2.97,-0.49,-37.52,-4.13,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,8642,2864280,0,29.17,70.83,0.0,184809,448734,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.96,95.7,4.3,Safe D,14.29,3.13,17.96,0.53,0.0,0.0,11.14,6.82,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,58.98,41.02,0.0,2332463,1622274,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-15.73,6.6,93.4,Likely R,-15.55,3.13,-17.1,-3.16,-1.09,-0.43,-16.41,0.68,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.0,54.0,1,-8.0,0.15,0,3331963,0,42.13,57.87,0.0,391544,537770,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.69,0.1,99.9,Safe R,-30.03,3.13,-34.54,-2.04,-4.86,-0.75,-31.03,-0.66,False,False,,,0.0,0.0,,,0.0,presumptive,projected,37.0,49.5,1,-15.5,0.15,508684,8403849,0,34.16,65.84,0.0,496010,956159,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-27.53,0.4,99.6,Safe R,-21.33,3.13,-27.53,-1.95,-7.1,-0.28,-22.36,-5.17,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,350000,5356520,0,36.23,63.77,0.0,509045,895837,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.81,99.9,0.1,Safe D,28.87,3.13,34.06,0.73,1.67,-0.34,25.91,6.9,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,53.97,30.3,3,25.73,0.15,3804689,1400141,0,66.4,33.6,0.0,1614675,816892,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-2.07,46.6,53.4,Toss-up,8.14,3.13,-3.04,0.22,-13.55,-0.97,7.09,-9.16,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,44.59,43.56,6,1.75,0.21,16312222,12165046,0,48.47,50.53,1.0,282095,294048,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,3.89,64.5,35.5,Lean D,2.23,3.13,5.16,-0.0,0.44,-0.63,-1.44,5.33,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,41.98,43.36,5,-1.38,0.194,7646728,7676445,0,51.95,48.05,0.0,2059278,1904984,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Adam Schwarze,DEM,REP,,DEM,7.6,76.6,23.4,Likely D,5.66,3.13,9.12,1.05,0.0,-0.72,4.34,3.26,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,46.0,44.0,1,-1.0,0.15,4646309,1102851,0,53.8,46.2,0.0,1225443,1052301,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-16.66,5.6,94.4,Likely R,-21.5,3.13,-16.66,-0.54,2.62,-0.37,-23.15,6.49,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,1619368,3394175,0,41.67,58.33,0.0,358199,501406,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-25.13,0.3,88.7,Safe R,-19.79,3.13,-19.78,-2.11,0.0,-1.01,-20.58,-4.55,False,True,IND,Seth Bodnar,29.32,11.0,,,0.0,projected,confirmed,,,0,,0.0,23884,1184127,2113231,12.56,54.46,3.66,53015,229844,15448,123766,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.85,67.9,32.1,Lean D,-2.64,3.13,2.95,0.87,1.9,-0.3,-3.27,8.12,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,47.54,34.49,8,13.09,0.233,26822373,8410252,0,51.45,46.68,1.87,2051374,1861527,74566,0,3987467
NE-SEN,senate,NE,SEN,(no Democrat — backs Osborn),Pete Ricketts,DEM,REP,REP,REP,-10.17,30.8,69.2,Lean R,-20.88,3.13,-23.29,-3.44,-1.62,-0.48,-20.84,10.67,False,True,IND,Dan Osborn,44.91,30.8,,,0.0,,confirmed,,,0,,0.0,0,4866649,3856315,0.0,55.09,0.0,0,365225,0,297786,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,8.63,79.5,20.5,Likely D,0.01,3.13,7.8,1.32,4.2,-0.86,2.82,5.81,False,False,,,0.0,0.0,,,0.0,presumptive,projected,49.41,38.09,8,11.37,0.233,9860676,1664338,0,54.32,45.68,0.0,314127,264205,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,17.53,95.3,4.7,Safe D,8.13,3.13,17.53,4.2,1.88,0.19,5.63,11.91,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,17623907,15454,0,58.77,41.23,0.0,1712254,1201433,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,16.25,94.0,6.0,Likely D,7.25,3.13,16.25,3.09,1.67,1.12,6.14,10.11,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,5019140,32400,0,58.13,41.87,0.0,375715,270663,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-3.77,36.0,64.0,Lean R,-8.97,3.13,-4.46,0.68,1.39,-0.69,-11.31,7.55,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.28,48.8,5,-2.52,0.194,25979968,10527814,0,47.36,51.07,1.57,1911281,2060873,63358,0,4035512
OK-SEN,senate,OK,SEN,Jim Priest,Kevin Hern,DEM,REP,,REP,-37.07,0.0,100.0,Safe R,-34.18,3.13,-37.07,-2.55,-2.78,-0.7,-34.95,-2.13,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,263329,9295139,0,31.46,68.54,0.0,344901,751321,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,19.91,97.1,2.9,Safe D,12.8,3.13,19.91,2.78,1.67,-0.46,14.89,5.02,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,3944598,48166,0,59.96,40.04,0.0,942369,629405,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,23.81,98.9,1.1,Safe D,17.23,3.13,23.81,1.98,1.67,-0.2,14.16,9.65,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,2602598,139875,0,61.9,38.1,0.0,222450,136897,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.16,19.1,80.9,Likely R,-15.55,3.13,-9.98,0.2,2.63,-0.39,-18.12,8.97,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,37.5,41.5,1,-7.0,0.15,8059705,6157141,0,44.57,53.56,1.87,795042,955300,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-31.64,0.1,99.9,Safe R,-28.77,3.13,-32.81,-1.75,-4.39,-1.02,-29.98,-1.66,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,30.0,52.0,1,-25.0,0.15,209807,2646194,0,34.18,65.82,0.0,102019,196454,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-33.78,0.1,99.9,Safe R,-26.55,3.13,-33.78,-3.57,-6.25,-0.54,-30.12,-3.66,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,,,0,,0.0,881,5880482,0,33.11,66.89,0.0,710126,1434633,0,0,2144759
