race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-2.19,45.2,54.8,Toss-up,-11.94,5.1,-3.57,0.21,4.11,-1.06,-13.8,11.61,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,46.31,46.61,12,-0.31,0.262,8661662,6500847,0,48.12,50.28,1.6,113786,118876,3783,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-23.98,1.0,99.0,Safe R,-27.13,5.1,-23.98,-2.4,0.93,-0.48,-30.88,6.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,73770,2980325,0,38.01,61.99,0.0,602680,982883,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-26.01,0.6,99.4,Safe R,-29.26,5.1,-27.24,-0.9,-1.67,-0.51,-31.57,5.56,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.0,58.0,1,-19.0,0.15,1589764,5406040,0,37.0,63.0,0.0,310575,528882,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.6,99.1,0.9,Safe D,12.63,5.1,24.6,3.32,3.55,-0.01,11.29,13.31,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,6818283,31866,0,62.3,37.7,0.0,1392337,842585,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.89,99.2,0.8,Safe D,15.57,5.1,24.89,2.84,1.67,-0.28,14.84,10.05,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3044649,20211,0,62.45,37.55,0.0,223274,134269,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-4.59,32.9,67.1,Lean R,-8.34,5.1,-4.41,-0.02,-1.67,0.51,-13.22,8.63,False,False,,,0.0,0.0,,,0.0,projected,confirmed,42.39,45.91,10,-5.13,0.25,8188392,8407064,0,47.7,52.3,0.0,3651608,4003218,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.99,89.5,10.5,Likely D,-0.42,5.1,13.17,1.88,6.73,-0.12,-2.21,15.2,False,False,,,0.0,0.0,,,0.0,confirmed,projected,55.38,43.04,8,12.41,0.233,60439613,4880582,0,56.5,43.5,0.0,2076275,1598771,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-0.41,48.4,51.6,Toss-up,-7.9,5.1,-1.26,3.19,-0.93,-0.71,-13.45,13.03,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,47.49,47.08,8,0.1,0.233,3463099,0,0,48.48,48.89,2.63,564574,569255,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.86,0.0,100.0,Safe R,-37.9,5.1,-39.19,-2.93,-2.97,-0.49,-37.52,-1.34,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,15.0,55.0,1,-37.0,0.15,8642,2864280,0,30.57,69.43,0.0,193669,439873,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.34,97.5,2.5,Safe D,14.71,5.1,20.34,0.53,0.0,0.0,11.14,9.21,False,False,,,0.0,0.0,,,0.0,presumptive,projected,,,0,,0.0,4791273,2327334,0,60.17,39.83,0.0,2379629,1575108,0,0,3954737
