race_code,round,dem,rep,other,exhausted,eliminated
AK-GOV,1,41.54,50.46,8.0,0.0,
AK-GOV,2,44.9,53.5,0.0,1.6,Other
AK-SEN,1,45.13,46.87,8.0,0.0,
AK-SEN,2,48.49,49.91,0.0,1.6,Other
ME-SEN,1,48.01,46.99,5.0,0.0,
ME-SEN,2,50.11,48.89,0.0,1.0,Other
AK-01,1,41.98,50.02,8.0,0.0,
AK-01,2,45.58,52.82,0.0,1.6,Other
ME-01,1,62.25,32.75,5.0,0.0,
ME-01,2,64.35,34.65,0.0,1.0,Other
ME-02,1,44.55,50.45,5.0,0.0,
ME-02,2,46.65,52.35,0.0,1.0,Other
