race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
KS-SEN,senate,KS,SEN,Kansas Democrat,Roger Marshall,DEM,REP,REP,REP,-11.13,14.2,85.8,Likely R,-15.36,5.32,-16.41,5.28,False,False,,,0.0,0.0,,,0.0,projected,confirmed,44.44,55.56,0.0,412956,516357,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.57,0.2,99.8,Safe R,-30.03,5.32,-31.03,1.46,False,False,,,0.0,0.0,,,0.0,presumptive,projected,35.22,64.78,0.0,511411,940758,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-23.11,1.3,98.7,Safe R,-21.33,5.32,-22.36,-0.75,False,False,,,0.0,0.0,,,0.0,projected,projected,38.45,61.55,0.0,540114,864769,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,36.74,100.0,0.0,Safe D,29.75,5.32,25.91,10.82,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,68.37,31.63,0.0,1662408,769160,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,1.15,52.8,47.2,Toss-up,8.93,5.32,7.09,-5.94,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,50.07,48.93,1.0,291391,284752,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,9.49,82.0,18.0,Likely D,3.73,5.32,-1.44,10.93,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,54.74,45.26,0.0,2170187,1794075,0,0,3964262
MN-SEN,senate,MN,SEN,Angie Craig,Minnesota Republican,DEM,REP,,DEM,11.7,87.0,13.0,Likely D,6.38,5.32,4.34,7.36,False,False,,,0.0,0.0,,,0.0,projected,projected,55.85,44.15,0.0,1272160,1005584,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.56,9.6,90.4,Likely R,-21.5,5.32,-23.15,9.59,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,43.22,56.78,0.0,371537,488068,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-21.81,0.0,89.6,Safe R,-19.79,5.32,-20.58,-1.23,False,True,IND,Seth Bodnar,30.81,10.4,,,0.0,projected,confirmed,12.92,52.62,3.66,54516,222086,15448,130024,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.11,65.4,34.6,Lean D,-2.64,5.32,-3.27,7.38,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,51.08,47.05,1.87,2036862,1876040,74566,0,3987467
NE-SEN,senate,NE,SEN,Cindy Burbank,Pete Ricketts,DEM,REP,REP,REP,-10.32,26.4,73.6,Lean R,-20.21,5.32,-20.84,10.52,False,True,IND,Dan Osborn,41.79,26.4,,,0.0,projected,confirmed,6.1,52.11,0.0,40453,345496,0,277061,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,9.78,82.7,17.3,Likely D,0.26,5.32,2.82,6.95,False,False,,,0.0,0.0,,,0.0,presumptive,projected,54.89,45.11,0.0,317433,260899,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,15.33,93.0,7.0,Likely D,8.13,5.32,5.63,9.71,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.67,42.33,0.0,1680219,1233467,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,14.5,91.9,8.1,Likely D,7.51,5.32,6.14,8.36,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.25,42.75,0.0,370052,276325,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-1.64,43.7,56.3,Toss-up,-8.67,5.32,-11.31,9.67,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,48.41,50.02,1.57,1953497,2018657,63358,0,4035512
OK-SEN,senate,OK,SEN,Oklahoma Democrat,Markwayne Mullin,DEM,REP,REP,REP,-22.66,1.4,98.6,Safe R,-33.46,5.32,-34.95,12.29,False,False,,,0.0,0.0,,,0.0,projected,projected,38.67,61.33,0.0,423897,672325,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,20.44,97.6,2.4,Safe D,13.46,5.32,14.89,5.55,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,60.22,39.78,0.0,946558,625217,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.82,99.2,0.8,Safe D,17.83,5.32,14.16,10.66,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,62.41,37.59,0.0,224265,135083,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-6.58,26.3,73.7,Lean R,-14.91,5.32,-18.12,11.55,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,45.84,52.29,1.87,817605,932738,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-27.04,0.5,99.5,Safe R,-27.97,5.32,-29.98,2.94,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.48,63.52,0.0,108877,189596,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-26.92,0.5,99.5,Safe R,-25.99,5.32,-30.12,3.2,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.54,63.46,0.0,783679,1361081,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-3.3,37.5,62.5,Lean R,-11.07,5.32,-13.88,10.58,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.38,50.61,2.01,3782335,4040373,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Virginia Republican,DEM,REP,DEM,DEM,15.34,93.0,7.0,Likely D,6.87,5.32,5.89,9.45,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.67,42.33,0.0,1817906,1334395,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-38.34,0.0,100.0,Safe R,-41.99,5.32,-42.69,4.35,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.83,69.17,0.0,164534,369139,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-39.27,0.0,100.0,Safe R,-44.59,5.32,-46.96,7.69,False,False,,,0.0,0.0,,,0.0,projected,projected,30.37,69.63,0.0,57188,131145,0,0,188334
AK-01,house,AK,01,Mary Peltola,Nick Begich III,DEM,REP,REP,REP,1.35,53.0,47.0,Toss-up,-9.6,5.32,-13.8,15.15,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.87,48.53,1.6,117905,114757,3783,0,236446
AL-01,house,AL,01,Democratic candidate (AL-01),Republican candidate (AL-01),DEM,REP,REP,REP,-27.18,0.4,99.6,Safe R,-30.84,5.32,-36.34,9.16,False,False,,,0.0,0.0,,,0.0,projected,projected,36.41,63.59,0.0,83610,146038,0,0,229648
AL-02,house,AL,02,Democratic candidate (AL-02),Republican candidate (AL-02),DEM,REP,REP,REP,-5.39,30.2,69.8,Lean R,-9.05,5.32,-14.46,9.07,False,False,,,0.0,0.0,,,0.0,projected,projected,47.3,52.7,0.0,97077,108145,0,0,205222
AL-03,house,AL,03,Democratic candidate (AL-03),Republican candidate (AL-03),DEM,REP,REP,REP,-37.94,0.0,100.0,Safe R,-41.59,5.32,-47.04,9.1,False,False,,,0.0,0.0,,,0.0,projected,projected,31.03,68.97,0.0,68728,152759,0,0,221487
AL-04,house,AL,04,Democratic candidate (AL-04),Republican candidate (AL-04),DEM,REP,REP,REP,-58.13,0.0,100.0,Safe R,-61.79,5.32,-66.99,8.85,False,False,,,0.0,0.0,,,0.0,projected,projected,20.93,79.07,0.0,47455,179248,0,0,226703
AL-05,house,AL,05,Democratic candidate (AL-05),Republican candidate (AL-05),DEM,REP,REP,REP,-21.61,1.9,98.1,Safe R,-25.26,5.32,-29.51,7.91,False,False,,,0.0,0.0,,,0.0,projected,projected,39.2,60.8,0.0,97019,150501,0,0,247520
AL-06,house,AL,06,Democratic candidate (AL-06),Republican candidate (AL-06),DEM,REP,REP,REP,-27.12,0.4,99.6,Safe R,-30.77,5.32,-34.79,7.67,False,False,,,0.0,0.0,,,0.0,projected,projected,36.44,63.56,0.0,89147,155484,0,0,244631
AL-07,house,AL,07,Democratic candidate (AL-07),Republican candidate (AL-07),DEM,REP,DEM,DEM,30.33,99.8,0.2,Safe D,23.34,5.32,17.99,12.34,False,False,,,0.0,0.0,,,0.0,projected,projected,65.17,34.83,0.0,137077,73275,0,0,210352
AR-01,house,AR,01,Democratic candidate (AR-01),Republican candidate (AR-01),DEM,REP,REP,REP,-38.49,0.0,100.0,Safe R,-42.14,5.32,-46.4,7.91,False,False,,,0.0,0.0,,,0.0,projected,projected,30.76,69.24,0.0,60227,135599,0,0,195826
AR-02,house,AR,02,Democratic candidate (AR-02),Republican candidate (AR-02),DEM,REP,REP,REP,-9.26,18.6,81.4,Likely R,-12.91,5.32,-16.22,6.96,False,False,,,0.0,0.0,,,0.0,projected,projected,45.37,54.63,0.0,102302,123174,0,0,225476
AR-03,house,AR,03,Democratic candidate (AR-03),Republican candidate (AR-03),DEM,REP,REP,REP,-19.42,3.1,96.9,Safe R,-23.08,5.32,-25.81,6.39,False,False,,,0.0,0.0,,,0.0,projected,projected,40.29,59.71,0.0,89278,132319,0,0,221598
AR-04,house,AR,04,Democratic candidate (AR-04),Republican candidate (AR-04),DEM,REP,REP,REP,-32.86,0.1,99.9,Safe R,-36.51,5.32,-40.73,7.87,False,False,,,0.0,0.0,,,0.0,projected,projected,33.57,66.43,0.0,65984,130574,0,0,196558
AZ-01,house,AZ,01,Democratic candidate (AZ-01),Republican candidate (AZ-01),DEM,REP,REP,REP,4.97,68.4,31.6,Lean D,0.94,5.32,-3.14,8.11,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,51.5,46.62,1.88,162488,147094,5932,0,315514
AZ-02,house,AZ,02,Democratic candidate (AZ-02),Republican candidate (AZ-02),DEM,REP,REP,REP,-6.62,26.2,73.8,Lean R,-10.28,5.32,-15.12,8.5,False,False,,,0.0,0.0,,,0.0,projected,projected,46.69,53.31,0.0,136114,155419,0,0,291534
AZ-03,house,AZ,03,Democratic candidate (AZ-03),Republican candidate (AZ-03),DEM,REP,DEM,DEM,53.41,100.0,0.0,Safe D,46.42,5.32,40.31,13.1,False,False,,,0.0,0.0,,,0.0,projected,projected,76.7,23.3,0.0,114484,34771,0,0,149255
AZ-04,house,AZ,04,Democratic candidate (AZ-04),Republican candidate (AZ-04),DEM,REP,DEM,DEM,17.5,95.4,4.6,Safe D,10.52,5.32,6.76,10.74,False,False,,,0.0,0.0,,,0.0,projected,projected,58.75,41.25,0.0,142915,100339,0,0,243254
AZ-05,house,AZ,05,Democratic candidate (AZ-05),Republican candidate (AZ-05),DEM,REP,REP,REP,-12.72,11.0,89.0,Likely R,-16.37,5.32,-20.19,7.47,False,False,,,0.0,0.0,,,0.0,projected,projected,43.64,56.36,0.0,135946,175571,0,0,311518
AZ-06,house,AZ,06,Kirsten Engel,Juan Ciscomani,DEM,REP,REP,REP,8.14,78.4,21.6,Likely D,2.55,5.32,-0.76,8.9,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,52.93,44.95,2.12,163075,138516,6532,0,308122
AZ-07,house,AZ,07,Democratic candidate (AZ-07),Republican candidate (AZ-07),DEM,REP,DEM,DEM,35.46,100.0,0.0,Safe D,28.48,5.32,22.39,13.08,False,False,,,0.0,0.0,,,0.0,projected,projected,67.73,32.27,0.0,133554,63626,0,0,197180
AZ-08,house,AZ,08,Democratic candidate (AZ-08),Republican candidate (AZ-08),DEM,REP,REP,REP,-9.18,18.8,81.2,Likely R,-12.83,5.32,-16.48,7.3,False,False,,,0.0,0.0,,,0.0,projected,projected,45.41,54.59,0.0,124612,149804,0,0,274416
AZ-09,house,AZ,09,Democratic candidate (AZ-09),Republican candidate (AZ-09),DEM,REP,REP,REP,-23.39,1.2,98.8,Safe R,-27.05,5.32,-31.34,7.95,False,False,,,0.0,0.0,,,0.0,projected,projected,38.3,61.7,0.0,107911,173819,0,0,281730
CA-01,house,CA,01,Democratic candidate (CA-01),Republican candidate (CA-01),DEM,REP,DEM,DEM,22.91,98.6,1.4,Safe D,15.92,5.32,12.63,10.29,False,False,,,0.0,0.0,,,0.0,projected,projected,61.46,38.54,0.0,146972,92179,0,0,239151
CA-02,house,CA,02,Democratic candidate (CA-02),Republican candidate (CA-02),DEM,REP,DEM,DEM,35.37,100.0,0.0,Safe D,28.38,5.32,25.45,9.92,False,False,,,0.0,0.0,,,0.0,projected,projected,67.69,32.31,0.0,184456,88065,0,0,272520
CA-03,house,CA,03,Democratic candidate (CA-03),Republican candidate (CA-03),DEM,REP,DEM,DEM,20.34,97.5,2.5,Safe D,13.36,5.32,10.55,9.8,False,False,,,0.0,0.0,,,0.0,projected,projected,60.17,39.83,0.0,154428,102215,0,0,256644
CA-04,house,CA,04,Democratic candidate (CA-04),Republican candidate (CA-04),DEM,REP,DEM,DEM,25.72,99.3,0.7,Safe D,18.73,5.32,14.96,10.75,False,False,,,0.0,0.0,,,0.0,projected,projected,62.86,37.14,0.0,151332,89422,0,0,240754
CA-05,house,CA,05,Democratic candidate (CA-05),Republican candidate (CA-05),DEM,REP,REP,REP,-14.14,8.7,91.3,Likely R,-17.79,5.32,-21.2,7.07,False,False,,,0.0,0.0,,,0.0,projected,projected,42.93,57.07,0.0,108929,144794,0,0,253723
CA-06,house,CA,06,Democratic candidate (CA-06),Republican candidate (CA-06),DEM,REP,DEM,DEM,18.77,96.5,3.5,Safe D,11.79,5.32,8.67,10.1,False,False,,,0.0,0.0,,,0.0,projected,projected,59.39,40.61,0.0,139820,95620,0,0,235441
