race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-9.99,30.4,69.5,Lean R,-13.18,3.61,-10.63,0.0,0.0,-1.06,-13.8,3.8,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,44.28,54.12,1.6,104705,127958,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.98,1.8,98.2,Safe R,-29.63,3.61,-23.13,0.0,3.37,-0.48,-30.88,8.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-15.5,0.15,0,0,0,39.01,60.99,0.0,618506,967057,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.52,0.4,99.6,Safe R,-30.5,3.61,-27.52,0.0,-0.13,-0.51,-31.57,4.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,36.24,63.76,0.0,304202,535255,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,5.8,71.1,28.9,Lean D,-4.25,3.61,5.73,0.0,6.01,0.36,-5.59,11.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.26,37.22,9,6.04,0.242,0,0,0,52.9,47.1,0.0,1255086,1117438,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,27.82,99.6,0.4,Safe D,23.32,3.61,27.82,0.0,0.0,0.89,20.82,7.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,63.91,36.09,0.0,7093191,4005353,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.6,97.0,3.0,Safe D,11.58,3.61,20.88,0.0,5.7,-0.01,11.29,8.3,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.3,0.15,0,0,0,59.8,40.2,0.0,1336434,898487,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,18.37,96.1,3.9,Safe D,15.88,3.61,18.37,0.0,-1.03,-0.09,14.76,3.61,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,59.19,40.81,0.0,728671,502468,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-6.32,27.3,72.7,Lean R,-10.56,3.61,-6.91,0.0,-0.47,0.51,-13.22,6.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.1,39.33,7,-4.25,0.223,0,0,0,46.84,53.16,0.0,3585585,4069242,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,1.78,56.8,43.2,Toss-up,-1.71,3.61,1.78,0.0,0.0,-0.12,-2.21,3.99,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.89,49.11,0.0,1870190,1804857,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.54,99.8,0.2,Safe D,25.73,3.61,30.54,0.0,1.67,-0.46,23.56,6.98,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,65.27,34.73,0.0,236084,125606,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,1.66,56.3,43.7,Toss-up,-12.1,3.61,1.66,0.0,10.86,-0.71,-13.45,15.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,50.83,49.17,0.0,591907,572547,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.52,0.0,100.0,Safe R,-36.28,3.61,-45.52,0.0,-12.37,-0.49,-37.52,-8.0,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,27.24,72.76,0.0,172569,460973,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.07,94.9,5.1,Likely D,12.91,3.61,16.5,0.0,-0.02,0.0,11.14,5.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,0,0,0,58.54,41.46,0.0,2314939,1639798,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Ty Masterson,DEM,REP,,DEM,-13.08,10.5,89.5,Likely R,-16.26,3.61,-13.08,0.0,0.0,-0.43,-16.41,3.33,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,0,0,0,43.46,56.54,0.0,403857,525457,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.49,99.9,0.1,Safe D,27.69,3.61,32.09,0.0,1.13,-0.34,25.91,5.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.9,26.78,2,28.12,0.15,0,0,0,65.75,34.25,0.0,1598668,832900,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.05,100.0,0.0,Safe D,30.41,3.61,37.37,0.0,3.43,-0.08,29.51,5.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.9,28.0,1,21.9,0.15,0,0,0,67.52,32.48,0.0,1436103,690731,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,10.13,83.4,16.6,Likely D,7.49,3.61,10.13,0.0,0.0,-0.97,7.09,3.05,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,0,0,0,55.07,44.93,0.0,320472,261491,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,10.26,83.7,16.3,Likely D,-0.36,3.61,12.59,0.0,9.97,-0.63,-1.44,11.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.14,30.51,13,3.9,0.268,0,0,0,55.13,44.87,0.0,2185557,1778705,0,0,3964262
