race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.3134
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.1939
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.1869
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0992
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.091
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0206
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.1539
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0226
FL-GOV,34.02,40.01,1.95,IND,0.0,0.0,5,0.0517
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0144
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0065
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.1309
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.7579
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.25
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.4454
MA-GOV,51.0,26.0,0.0,,0.0,0.0,1,0.1371
MA-SEN,53.92,30.95,0.0,,0.0,0.0,2,0.1224
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.6752
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.1851
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.2333
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.8706
MI-GOV,37.07,38.14,15.2,IND,0.0,0.01,8,0.2216
MI-SEN,39.47,46.04,0.0,,0.0,0.0,4,0.259
MN-SEN,48.0,45.0,0.0,,0.0,0.0,2,0.0108
NC-SEN,47.54,34.49,0.0,,0.0,0.0,8,0.2314
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.1194
NE-SEN,45.0,46.0,0.0,,0.0,0.0,1,0.001
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.3065
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0947
NH-SEN,47.43,42.5,0.0,,0.0,0.0,9,0.2548
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0034
NV-GOV,40.36,40.9,0.0,,0.0,0.0,2,0.1562
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.3703
NY-GOV,50.19,34.06,2.61,LIB,0.0,0.0,4,0.3963
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.1114
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.0942
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0905
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0327
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.1168
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0678
SD-SEN,30.8,43.8,0.0,,0.0,0.0,2,0.1078
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0201
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0452
TX-GOV,42.3,50.2,0.0,,0.0,0.0,1,0.7756
TX-SEN,45.36,45.44,0.0,,0.0,0.0,4,0.2803
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0211
WI-03,44.0,42.0,0.0,,0.0,0.0,1,0.0992
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0702
